,METRO_ID,Metropolitan areas,VAR,Variables,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
220,CAN26,Toronto,POP_DENS,Population density (persons per km2),2010,2010,RATIO,Ratio,0,Units,,,445.34,,
221,CAN26,Toronto,POP_DENS,Population density (persons per km2),2011,2011,RATIO,Ratio,0,Units,,,453.79,,
222,CAN26,Toronto,POP_DENS,Population density (persons per km2),2012,2012,RATIO,Ratio,0,Units,,,462.86,,
223,CAN26,Toronto,POP_DENS,Population density (persons per km2),2013,2013,RATIO,Ratio,0,Units,,,472.27,,
224,CAN26,Toronto,POP_DENS,Population density (persons per km2),2014,2014,RATIO,Ratio,0,Units,,,482.02,,
225,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2000,2000,RATIO,Ratio,0,Units,,,216.47,,
226,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2001,2001,RATIO,Ratio,0,Units,,,218.11,,
227,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2002,2002,RATIO,Ratio,0,Units,,,219.48,,
228,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2003,2003,RATIO,Ratio,0,Units,,,220.85,,
229,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2004,2004,RATIO,Ratio,0,Units,,,222.24,,
230,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2005,2005,RATIO,Ratio,0,Units,,,223.64,,
231,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2006,2006,RATIO,Ratio,0,Units,,,225.06,,
232,CAN29,Hamilton,POP_DENS,Population density (persons per km2),2007,2007,RATIO,Ratio,0,Units,,,227.06,,
