METRO_ID	Metropolitan areas	Year	POP_DENS
US122	Baltimore	2001	503.97
US122	Baltimore	2002	506.15
US122	Baltimore	2003	508.37
US122	Baltimore	2004	510.62
US122	Baltimore	2005	512.91
US122	Baltimore	2006	515.23
US122	Baltimore	2007	517.59
US122	Baltimore	2008	519.98
US122	Baltimore	2009	522.42
US122	Baltimore	2010	524.89
US122	Baltimore	2011	527.4
US122	Baltimore	2012	529.94
US122	Baltimore	2013	532.53
US122	Baltimore	2014	535.16
US124	Cincinnati	2000	184.38
US124	Cincinnati	2001	185.34
US124	Cincinnati	2002	186.34
US124	Cincinnati	2003	187.36
US124	Cincinnati	2004	188.42
US124	Cincinnati	2005	189.51
US124	Cincinnati	2006	190.63
US124	Cincinnati	2007	191.79
US124	Cincinnati	2008	192.98
US124	Cincinnati	2009	194.21
US124	Cincinnati	2010	195.47
US124	Cincinnati	2011	196.77
US124	Cincinnati	2012	198.11
US124	Cincinnati	2013	199.49
US124	Cincinnati	2014	200.91
US125	Washington	2000	291.31
US125	Washington	2001	295.58
US125	Washington	2002	299.96
US125	Washington	2003	304.45
US125	Washington	2004	309.06
US125	Washington	2005	313.79
US125	Washington	2006	318.64
US125	Washington	2007	323.62
US125	Washington	2008	328.74
US125	Washington	2009	334.01
US125	Washington	2010	339.42
US125	Washington	2011	344.98
US125	Washington	2012	350.71
US125	Washington	2013	356.6
US125	Washington	2014	362.67
US128	Kansas City	2000	94.85
US128	Kansas City	2001	95.81
US128	Kansas City	2002	96.79
US128	Kansas City	2003	97.79
US128	Kansas City	2004	98.8
US128	Kansas City	2005	99.82
US128	Kansas City	2006	100.87
US128	Kansas City	2007	101.93
US128	Kansas City	2008	103.01
US128	Kansas City	2009	104.11
US128	Kansas City	2010	105.23
US128	Kansas City	2011	106.36
US128	Kansas City	2012	107.52
US128	Kansas City	2013	108.69
US128	Kansas City	2014	109.89
US133	Colorado Springs	2000	77.19
US133	Colorado Springs	2001	78.62
US133	Colorado Springs	2002	80.07
US133	Colorado Springs	2003	81.55
US133	Colorado Springs	2004	83.06
US133	Colorado Springs	2005	84.6
US133	Colorado Springs	2006	86.16
US133	Colorado Springs	2007	87.76
US133	Colorado Springs	2008	89.38
US133	Colorado Springs	2009	91.03
US133	Colorado Springs	2010	92.72
US133	Colorado Springs	2011	94.44
US133	Colorado Springs	2012	96.18
US133	Colorado Springs	2013	97.96
US133	Colorado Springs	2014	99.78
US134	Saint Louis (US)	2000	189.03
US134	Saint Louis (US)	2001	189.71
US134	Saint Louis (US)	2002	190.41
US134	Saint Louis (US)	2003	191.14
US134	Saint Louis (US)	2004	191.88
US134	Saint Louis (US)	2005	192.66
US134	Saint Louis (US)	2006	193.45
US134	Saint Louis (US)	2007	194.27
US134	Saint Louis (US)	2008	195.12
US134	Saint Louis (US)	2009	195.99
US134	Saint Louis (US)	2010	196.89
US134	Saint Louis (US)	2011	197.82
US134	Saint Louis (US)	2012	198.77
US134	Saint Louis (US)	2013	199.75
US134	Saint Louis (US)	2014	200.76
US135	Sacramento/Roseville	2000	130.68
US135	Sacramento/Roseville	2001	133.02
US135	Sacramento/Roseville	2002	135.4
US135	Sacramento/Roseville	2003	137.83
US135	Sacramento/Roseville	2004	140.31
US135	Sacramento/Roseville	2005	142.84
US135	Sacramento/Roseville	2006	145.42
US135	Sacramento/Roseville	2007	148.06
US135	Sacramento/Roseville	2008	150.75
US135	Sacramento/Roseville	2009	153.5
US135	Sacramento/Roseville	2010	156.3
US135	Sacramento/Roseville	2011	159.17
US135	Sacramento/Roseville	2012	162.09
US135	Sacramento/Roseville	2013	165.08
US135	Sacramento/Roseville	2014	168.13
US141	Louisville	2000	118.89
US141	Louisville	2001	120.03
US141	Louisville	2002	121.19
US141	Louisville	2003	122.36
US141	Louisville	2004	123.55
US141	Louisville	2005	124.75
US141	Louisville	2006	125.97
US141	Louisville	2007	127.21
US141	Louisville	2008	128.47
US141	Louisville	2009	129.75
US141	Louisville	2010	131.05
US141	Louisville	2011	132.36
US141	Louisville	2012	133.69
US141	Louisville	2013	135.05
US141	Louisville	2014	136.42
US146	San Francisco	2000	380.91
US146	San Francisco	2001	382.83
US146	San Francisco	2002	384.77
US146	San Francisco	2003	386.72
US146	San Francisco	2004	388.68
US146	San Francisco	2005	390.65
US146	San Francisco	2006	392.64
US146	San Francisco	2007	394.64
US146	San Francisco	2008	396.65
US146	San Francisco	2009	398.67
US146	San Francisco	2010	400.71
US146	San Francisco	2011	402.76
US146	San Francisco	2012	404.82
US146	San Francisco	2013	406.89
US146	San Francisco	2014	408.98
US147	Wichita	2000	57.09
US147	Wichita	2001	57.6
US147	Wichita	2002	58.11
US147	Wichita	2003	58.63
US147	Wichita	2004	59.15
US147	Wichita	2005	59.68
US147	Wichita	2006	60.21
US147	Wichita	2007	60.75
US147	Wichita	2008	61.29
US147	Wichita	2009	61.85
US147	Wichita	2010	62.4
US147	Wichita	2011	62.96
US147	Wichita	2012	63.53
US147	Wichita	2013	64.1
US147	Wichita	2014	64.68
US149	Richmond	2000	578.66
US149	Richmond	2001	584.68
US149	Richmond	2002	590.79
US149	Richmond	2003	596.99
US149	Richmond	2004	603.27
US149	Richmond	2005	609.64
US149	Richmond	2006	616.1
US149	Richmond	2007	622.65
US149	Richmond	2008	629.3
US149	Richmond	2009	636.04
US149	Richmond	2010	642.88
US149	Richmond	2011	649.82
US149	Richmond	2012	656.85
US149	Richmond	2013	663.99
US149	Richmond	2014	671.23
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2000	334.89
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2001	336.72
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2002	338.58
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2003	340.47
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2004	342.39
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2005	344.33
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2006	346.31
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2007	348.32
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2008	350.36
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2009	352.44
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2010	354.54
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2011	356.68
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2012	358.86
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2013	361.07
US154	Norfolk-Portsmouth-Chesapeake-Virginia beach	2014	363.32
US155	Fresno	2000	43.59
US155	Fresno	2001	44.29
US155	Fresno	2002	45.0
US155	Fresno	2003	45.72
US155	Fresno	2004	46.46
US155	Fresno	2005	47.2
US155	Fresno	2006	47.96
US155	Fresno	2007	48.73
US155	Fresno	2008	49.51
US155	Fresno	2009	50.31
US155	Fresno	2010	51.12
US155	Fresno	2011	51.94
US155	Fresno	2012	52.77
US155	Fresno	2013	53.62
US155	Fresno	2014	54.48
US159	Las Vegas	2000	20.71
US159	Las Vegas	2001	21.45
US159	Las Vegas	2002	22.21
US159	Las Vegas	2003	23.0
US159	Las Vegas	2004	23.81
US159	Las Vegas	2005	24.65
US159	Las Vegas	2006	25.53
US159	Las Vegas	2007	26.43
US159	Las Vegas	2008	27.37
US159	Las Vegas	2009	28.34
US159	Las Vegas	2010	29.35
US159	Las Vegas	2011	30.39
US159	Las Vegas	2012	31.46
US159	Las Vegas	2013	32.58
US159	Las Vegas	2014	33.74
US160	Nashville	2000	115.38
US160	Nashville	2001	117.27
US160	Nashville	2002	119.2
US160	Nashville	2003	121.18
US160	Nashville	2004	123.2
US160	Nashville	2005	125.26
US160	Nashville	2006	127.37
US160	Nashville	2007	129.53
US160	Nashville	2008	131.74
US160	Nashville	2009	133.99
US160	Nashville	2010	136.3
US160	Nashville	2011	138.67
US160	Nashville	2012	141.09
US160	Nashville	2013	143.56
US160	Nashville	2014	146.09
US161	Tulsa	2000	47.71
US161	Tulsa	2001	48.12
US161	Tulsa	2002	48.53
US161	Tulsa	2003	48.94
US161	Tulsa	2004	49.36
US161	Tulsa	2005	49.78
US161	Tulsa	2006	50.21
US161	Tulsa	2007	50.65
US161	Tulsa	2008	51.09
US161	Tulsa	2009	51.53
US161	Tulsa	2010	51.99
US161	Tulsa	2011	52.45
US161	Tulsa	2012	52.91
US161	Tulsa	2013	53.38
US161	Tulsa	2014	53.86
US170	Raleigh	2000	143.29
US170	Raleigh	2001	148.38
US170	Raleigh	2002	153.66
US170	Raleigh	2003	159.12
US170	Raleigh	2004	164.78
US170	Raleigh	2005	170.64
US170	Raleigh	2006	176.71
US170	Raleigh	2007	183.0
US170	Raleigh	2008	189.52
US170	Raleigh	2009	196.26
US170	Raleigh	2010	203.25
US170	Raleigh	2011	210.49
US170	Raleigh	2012	217.99
US170	Raleigh	2013	225.76
US170	Raleigh	2014	233.81
US174	Oklahoma city	2000	75.77
US174	Oklahoma city	2001	76.78
US174	Oklahoma city	2002	77.81
US174	Oklahoma city	2003	78.85
US174	Oklahoma city	2004	79.91
US174	Oklahoma city	2005	80.99
US174	Oklahoma city	2006	82.09
US174	Oklahoma city	2007	83.2
US174	Oklahoma city	2008	84.34
US174	Oklahoma city	2009	85.5
US174	Oklahoma city	2010	86.67
US174	Oklahoma city	2011	87.87
US174	Oklahoma city	2012	89.08
US174	Oklahoma city	2013	90.32
US174	Oklahoma city	2014	91.58
US178	Charlotte	2000	236.57
US178	Charlotte	2001	244.03
US178	Charlotte	2002	251.73
US178	Charlotte	2003	259.69
US178	Charlotte	2004	267.92
US178	Charlotte	2005	276.42
US178	Charlotte	2006	285.2
US178	Charlotte	2007	294.28
US178	Charlotte	2008	303.67
US178	Charlotte	2009	313.37
US178	Charlotte	2010	323.39
US178	Charlotte	2011	333.76
US178	Charlotte	2012	344.48
US178	Charlotte	2013	355.56
US178	Charlotte	2014	367.02
US180	Albuquerque	2000	30.3
US180	Albuquerque	2001	30.89
US180	Albuquerque	2002	31.49
US180	Albuquerque	2003	32.11
US180	Albuquerque	2004	32.74
US180	Albuquerque	2005	33.39
US180	Albuquerque	2006	34.05
US180	Albuquerque	2007	34.72
US180	Albuquerque	2008	35.41
US180	Albuquerque	2009	36.12
US180	Albuquerque	2010	36.84
US180	Albuquerque	2011	37.58
US180	Albuquerque	2012	38.34
US180	Albuquerque	2013	39.11
US180	Albuquerque	2014	39.9
US181	Memphis	2000	91.67
US181	Memphis	2001	92.43
US181	Memphis	2002	93.2
US181	Memphis	2003	93.99
US181	Memphis	2004	94.79
US181	Memphis	2005	95.62
US181	Memphis	2006	96.47
US181	Memphis	2007	97.35
US181	Memphis	2008	98.24
US181	Memphis	2009	99.16
US181	Memphis	2010	100.11
US181	Memphis	2011	101.08
US181	Memphis	2012	102.07
US181	Memphis	2013	103.1
US181	Memphis	2014	104.15
US186	Little Rock	2000	75.03
US186	Little Rock	2001	76.05
US186	Little Rock	2002	77.09
US186	Little Rock	2003	78.16
US186	Little Rock	2004	79.25
US186	Little Rock	2005	80.36
US186	Little Rock	2006	81.49
US186	Little Rock	2007	82.65
US186	Little Rock	2008	83.84
US186	Little Rock	2009	85.05
US186	Little Rock	2010	86.29
US186	Little Rock	2011	87.55
US186	Little Rock	2012	88.84
US186	Little Rock	2013	90.16
US186	Little Rock	2014	91.51
US190	Los Angeles	2000	186.66
US190	Los Angeles	2001	188.22
US190	Los Angeles	2002	189.81
US190	Los Angeles	2003	191.43
US190	Los Angeles	2004	193.09
US190	Los Angeles	2005	194.78
US190	Los Angeles	2006	196.51
US190	Los Angeles	2007	198.27
US190	Los Angeles	2008	200.07
US190	Los Angeles	2009	201.91
US190	Los Angeles	2010	203.79
US190	Los Angeles	2011	205.71
US190	Los Angeles	2012	207.68
US190	Los Angeles	2013	209.69
US190	Los Angeles	2014	211.74
US195	Columbia	2000	135.47
US195	Columbia	2001	138.02
US195	Columbia	2002	140.63
US195	Columbia	2003	143.28
US195	Columbia	2004	145.98
US195	Columbia	2005	148.73
US195	Columbia	2006	151.53
US195	Columbia	2007	154.39
US195	Columbia	2008	157.3
US195	Columbia	2009	160.26
US195	Columbia	2010	163.28
US195	Columbia	2011	166.36
US195	Columbia	2012	169.5
US195	Columbia	2013	172.69
US195	Columbia	2014	175.95
US196	Atlanta	2000	367.52
US196	Atlanta	2001	374.43
US196	Atlanta	2002	381.54
US196	Atlanta	2003	388.86
US196	Atlanta	2004	396.4
US196	Atlanta	2005	404.18
US196	Atlanta	2006	412.19
US196	Atlanta	2007	420.45
US196	Atlanta	2008	428.97
US196	Atlanta	2009	437.76
US196	Atlanta	2010	446.83
US196	Atlanta	2011	456.19
US196	Atlanta	2012	465.85
US196	Atlanta	2013	475.83
US196	Atlanta	2014	486.13
US202	Phoenix	2000	128.6
US202	Phoenix	2001	131.42
US202	Phoenix	2002	134.31
US202	Phoenix	2003	137.26
US202	Phoenix	2004	140.27
US202	Phoenix	2005	143.35
US202	Phoenix	2006	146.49
US202	Phoenix	2007	149.71
US202	Phoenix	2008	152.99
US202	Phoenix	2009	156.35
US202	Phoenix	2010	159.78
US202	Phoenix	2011	163.29
US202	Phoenix	2012	166.88
US202	Phoenix	2013	170.54
US202	Phoenix	2014	174.28
US205	Birmingham (US)	2000	127.96
US205	Birmingham (US)	2001	128.66
US205	Birmingham (US)	2002	129.39
US205	Birmingham (US)	2003	130.14
US205	Birmingham (US)	2004	130.92
US205	Birmingham (US)	2005	131.72
US205	Birmingham (US)	2006	132.54
US205	Birmingham (US)	2007	133.39
US205	Birmingham (US)	2008	134.27
US205	Birmingham (US)	2009	135.17
US205	Birmingham (US)	2010	136.1
US205	Birmingham (US)	2011	137.06
US205	Birmingham (US)	2012	138.05
US205	Birmingham (US)	2013	139.07
US205	Birmingham (US)	2014	140.12
US209	Dallas	2000	279.2
US209	Dallas	2001	284.62
US209	Dallas	2002	290.24
US209	Dallas	2003	296.07
US209	Dallas	2004	302.11
US209	Dallas	2005	308.38
US209	Dallas	2006	314.89
US209	Dallas	2007	321.64
US209	Dallas	2008	328.65
US209	Dallas	2009	335.93
US209	Dallas	2010	343.49
US209	Dallas	2011	351.34
US209	Dallas	2012	359.5
US209	Dallas	2013	367.99
US209	Dallas	2014	376.81
US210	San Diego	2000	255.14
US210	San Diego	2001	257.58
US210	San Diego	2002	260.05
US210	San Diego	2003	262.54
US210	San Diego	2004	265.06
US210	San Diego	2005	267.6
US210	San Diego	2006	270.16
US210	San Diego	2007	272.75
US210	San Diego	2008	275.36
US210	San Diego	2009	278.0
US210	San Diego	2010	280.66
US210	San Diego	2011	283.35
US210	San Diego	2012	286.07
US210	San Diego	2013	288.81
US210	San Diego	2014	291.57
US212	Fort Worth	2000	327.82
US212	Fort Worth	2001	335.33
US212	Fort Worth	2002	343.01
US212	Fort Worth	2003	350.87
US212	Fort Worth	2004	358.91
US212	Fort Worth	2005	367.14
US212	Fort Worth	2006	375.55
US212	Fort Worth	2007	384.16
US212	Fort Worth	2008	392.97
US212	Fort Worth	2009	401.98
US212	Fort Worth	2010	411.19
US212	Fort Worth	2011	420.62
US212	Fort Worth	2012	430.27
US212	Fort Worth	2013	440.13
US212	Fort Worth	2014	450.23
US213	Charleston	2000	74.59
US213	Charleston	2001	76.0
US213	Charleston	2002	77.44
US213	Charleston	2003	78.92
US213	Charleston	2004	80.44
US213	Charleston	2005	81.98
US213	Charleston	2006	83.57
US213	Charleston	2007	85.19
US213	Charleston	2008	86.85
US213	Charleston	2009	88.55
US213	Charleston	2010	90.29
US213	Charleston	2011	92.06
US213	Charleston	2012	93.89
US213	Charleston	2013	95.75
US213	Charleston	2014	97.66
US223	Tucson	2000	35.45
US223	Tucson	2001	35.99
US223	Tucson	2002	36.53
US223	Tucson	2003	37.08
US223	Tucson	2004	37.64
US223	Tucson	2005	38.21
US223	Tucson	2006	38.79
US223	Tucson	2007	39.38
US223	Tucson	2008	39.97
US223	Tucson	2009	40.57
US223	Tucson	2010	41.19
US223	Tucson	2011	41.81
US223	Tucson	2012	42.44
US223	Tucson	2013	43.08
US223	Tucson	2014	43.73
US227	El Paso	2000	47.21
US227	El Paso	2001	47.98
US227	El Paso	2002	48.77
US227	El Paso	2003	49.58
US227	El Paso	2004	50.39
US227	El Paso	2005	51.22
US227	El Paso	2006	52.07
US227	El Paso	2007	52.92
US227	El Paso	2008	53.79
US227	El Paso	2009	54.68
US227	El Paso	2010	55.58
US227	El Paso	2011	56.5
US227	El Paso	2012	57.43
US227	El Paso	2013	58.37
US227	El Paso	2014	59.33
US233	Baton Rouge	2000	90.23
US233	Baton Rouge	2001	91.14
US233	Baton Rouge	2002	92.07
US233	Baton Rouge	2003	93.02
US233	Baton Rouge	2004	93.99
US233	Baton Rouge	2005	94.98
US233	Baton Rouge	2006	95.99
US233	Baton Rouge	2007	97.03
US233	Baton Rouge	2008	98.09
US233	Baton Rouge	2009	99.17
US233	Baton Rouge	2010	100.27
US233	Baton Rouge	2011	101.41
US233	Baton Rouge	2012	102.56
US233	Baton Rouge	2013	103.75
US233	Baton Rouge	2014	104.96
US234	Austin	2000	112.75
US234	Austin	2001	116.3
US234	Austin	2002	119.97
US234	Austin	2003	123.79
US234	Austin	2004	127.74
US234	Austin	2005	131.85
US234	Austin	2006	136.11
US234	Austin	2007	140.53
US234	Austin	2008	145.12
US234	Austin	2009	149.89
US234	Austin	2010	154.84
US234	Austin	2011	159.98
US234	Austin	2012	165.33
US234	Austin	2013	170.88
US234	Austin	2014	176.65
US237	Jacksonville	2000	126.56
US237	Jacksonville	2001	128.79
US237	Jacksonville	2002	131.08
US237	Jacksonville	2003	133.42
US237	Jacksonville	2004	135.83
US237	Jacksonville	2005	138.3
US237	Jacksonville	2006	140.84
US237	Jacksonville	2007	143.44
US237	Jacksonville	2008	146.11
US237	Jacksonville	2009	148.86
US237	Jacksonville	2010	151.68
US237	Jacksonville	2011	154.57
US237	Jacksonville	2012	157.54
US237	Jacksonville	2013	160.6
US237	Jacksonville	2014	163.74
US241	New Orleans	2000	106.93
US241	New Orleans	2001	105.45
US241	New Orleans	2002	104.04
US241	New Orleans	2003	102.7
US241	New Orleans	2004	101.43
US241	New Orleans	2005	100.23
US241	New Orleans	2006	99.09
US241	New Orleans	2007	98.01
US241	New Orleans	2008	96.98
US241	New Orleans	2009	96.02
US241	New Orleans	2010	95.11
US241	New Orleans	2011	94.25
US241	New Orleans	2012	93.44
US241	New Orleans	2013	92.68
US241	New Orleans	2014	91.98
US242	Houston	2000	208.69
US242	Houston	2001	213.49
US242	Houston	2002	218.42
US242	Houston	2003	223.49
US242	Houston	2004	228.7
US242	Houston	2005	234.06
US242	Houston	2006	239.57
US242	Houston	2007	245.24
US242	Houston	2008	251.08
US242	Houston	2009	257.09
US242	Houston	2010	263.27
US242	Houston	2011	269.63
US242	Houston	2012	276.19
US242	Houston	2013	282.94
US242	Houston	2014	289.9
US245	San Antonio	2000	89.49
US245	San Antonio	2001	91.51
US245	San Antonio	2002	93.58
US245	San Antonio	2003	95.7
US245	San Antonio	2004	97.87
US245	San Antonio	2005	100.09
US245	San Antonio	2006	102.36
US245	San Antonio	2007	104.69
US245	San Antonio	2008	107.07
US245	San Antonio	2009	109.52
US245	San Antonio	2010	112.02
US245	San Antonio	2011	114.58
US245	San Antonio	2012	117.2
US245	San Antonio	2013	119.89
US245	San Antonio	2014	122.64
US250	Orlando	2000	158.28
US250	Orlando	2001	162.4
US250	Orlando	2002	166.65
US250	Orlando	2003	171.02
US250	Orlando	2004	175.51
US250	Orlando	2005	180.14
US250	Orlando	2006	184.91
US250	Orlando	2007	189.81
US250	Orlando	2008	194.87
US250	Orlando	2009	200.07
US250	Orlando	2010	205.42
US250	Orlando	2011	210.94
US250	Orlando	2012	216.62
US250	Orlando	2013	222.47
US250	Orlando	2014	228.5
US251	Clearwater/Saint Petersburg	2000	443.7
US251	Clearwater/Saint Petersburg	2001	447.18
US251	Clearwater/Saint Petersburg	2002	450.78
US251	Clearwater/Saint Petersburg	2003	454.49
US251	Clearwater/Saint Petersburg	2004	458.32
US251	Clearwater/Saint Petersburg	2005	462.28
US251	Clearwater/Saint Petersburg	2006	466.35
US251	Clearwater/Saint Petersburg	2007	470.56
US251	Clearwater/Saint Petersburg	2008	474.9
US251	Clearwater/Saint Petersburg	2009	479.37
US251	Clearwater/Saint Petersburg	2010	483.99
US251	Clearwater/Saint Petersburg	2011	488.75
US251	Clearwater/Saint Petersburg	2012	493.66
US251	Clearwater/Saint Petersburg	2013	498.73
US251	Clearwater/Saint Petersburg	2014	503.95
US252	Tampa	2000	354.33
US252	Tampa	2001	361.76
US252	Tampa	2002	369.34
US252	Tampa	2003	377.08
US252	Tampa	2004	384.98
US252	Tampa	2005	393.05
US252	Tampa	2006	401.29
US252	Tampa	2007	409.7
US252	Tampa	2008	418.29
US252	Tampa	2009	427.06
US252	Tampa	2010	436.01
US252	Tampa	2011	445.15
US252	Tampa	2012	454.48
US252	Tampa	2013	464.01
US252	Tampa	2014	473.73
US259	Miami	2000	353.16
US259	Miami	2001	356.89
US259	Miami	2002	360.66
US259	Miami	2003	364.48
US259	Miami	2004	368.34
US259	Miami	2005	372.24
US259	Miami	2006	376.19
US259	Miami	2007	380.19
US259	Miami	2008	384.22
US259	Miami	2009	388.31
US259	Miami	2010	392.44
US259	Miami	2011	396.62
US259	Miami	2012	400.85
US259	Miami	2013	405.13
US259	Miami	2014	409.46
US261	Mcallen	2000	138.83
US261	Mcallen	2001	143.17
US261	Mcallen	2002	147.64
US261	Mcallen	2003	152.26
US261	Mcallen	2004	157.02
US261	Mcallen	2005	161.93
US261	Mcallen	2006	166.99
US261	Mcallen	2007	172.21
US261	Mcallen	2008	177.6
US261	Mcallen	2009	183.15
US261	Mcallen	2010	188.88
US261	Mcallen	2011	194.78
US261	Mcallen	2012	200.87
US261	Mcallen	2013	207.15
US261	Mcallen	2014	213.63
USA	United States	2000	30.8
USA	United States	2001	31.1
USA	United States	2002	31.39
USA	United States	2003	31.66
USA	United States	2004	31.96
USA	United States	2005	32.25
USA	United States	2006	32.57
USA	United States	2007	32.88
USA	United States	2008	33.19
USA	United States	2009	33.48
USA	United States	2010	33.76
USA	United States	2011	34.02
USA	United States	2012	34.28
USA	United States	2013	34.54
USA	United States	2014	34.8
