,METRO_ID,Metropolitan areas,VAR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
330,MEX29,San Luis Potosí,POP_DENS,184.92,188.58,192.34,196.19,200.13,204.18,208.33,212.59,216.96,221.45,226.05,230.77,235.62,240.6,245.72
331,MEX31,Aguascalientes,GREEN_AREA_PC,290.7,283.5,276.46,269.58,262.84,256.26,249.82,243.52,237.36,231.33,225.44,219.68,214.05,208.54,203.16
332,MEX31,Aguascalientes,POP_DENS,319.6,327.72,336.06,344.65,353.48,362.56,371.91,381.53,391.43,401.62,412.12,422.92,434.05,445.51,457.32
333,MEX33,Benito Juárez,GREEN_AREA_PC,318.17,303.58,289.67,276.39,263.73,251.64,240.11,229.1,218.6,208.58,199.02,189.9,181.2,172.89,164.97
334,MEX33,Benito Juárez,POP_DENS,197.9,207.4,217.36,227.81,238.75,250.21,262.23,274.83,288.03,301.86,316.36,331.56,347.49,364.18,381.67
335,MEX34,León,GREEN_AREA_PC,159.61,155.73,151.95,148.26,144.67,141.15,137.73,134.38,131.12,127.94,124.83,121.8,118.85,115.96,113.15
336,MEX34,León,POP_DENS,721.74,739.69,758.09,776.95,796.28,816.09,836.39,857.2,878.53,900.38,922.79,945.74,969.27,993.39,1018.1
337,MEX35,Mérida,GREEN_AREA_PC,1202.88,1182.03,1161.39,1140.96,1120.74,1100.72,1080.9,1061.27,1041.83,1022.57,1003.48,984.58,965.84,947.26,928.85
338,MEX35,Mérida,POP_DENS,87.86,89.41,91.0,92.63,94.3,96.01,97.78,99.58,101.44,103.35,105.32,107.34,109.42,111.57,113.78
339,MEX37,Guadalajara,GREEN_AREA_PC,146.83,144.69,142.47,140.17,137.79,135.32,132.76,130.11,127.37,124.55,121.63,118.62,115.52,112.33,109.05
340,MEX37,Guadalajara,POP_DENS,1470.0,1491.69,1514.9,1539.76,1566.41,1595.02,1625.76,1658.84,1694.49,1732.97,1774.56,1819.59,1868.42,1921.45,1979.15
341,MEX38,Irapuato,GREEN_AREA_PC,268.49,263.27,258.14,253.11,248.18,243.35,238.61,233.96,229.4,224.93,220.55,216.26,212.05,207.92,203.87
342,MEX38,Irapuato,POP_DENS,515.38,525.61,536.05,546.7,557.56,568.64,579.93,591.45,603.2,615.18,627.4,639.87,652.58,665.54,678.76
343,MEX40,Querétaro,GREEN_AREA_PC,465.44,451.82,438.51,425.51,412.8,400.4,388.28,376.45,364.9,353.62,342.61,331.86,321.37,311.13,301.15
344,MEX40,Querétaro,POP_DENS,335.77,345.89,356.39,367.28,378.58,390.31,402.49,415.14,428.28,441.94,456.15,470.92,486.29,502.29,518.95
345,MEX42,Celaya,GREEN_AREA_PC,370.33,362.77,355.37,348.12,341.01,334.05,327.23,320.54,313.99,307.58,301.29,295.13,289.09,283.18,277.39
346,MEX42,Celaya,POP_DENS,422.08,430.87,439.84,449.01,458.36,467.91,477.67,487.63,497.8,508.19,518.79,529.62,540.68,551.97,563.5
347,MEX46,Pachuca de Soto,GREEN_AREA_PC,343.79,335.18,326.44,317.57,308.58,299.46,290.21,280.85,271.38,261.82,252.16,242.44,232.66,222.85,213.04
348,MEX46,Pachuca de Soto,POP_DENS,251.43,257.89,264.79,272.18,280.12,288.65,297.84,307.77,318.51,330.15,342.79,356.54,371.52,387.87,405.74
349,MEX50,Morelia,GREEN_AREA_PC,252.46,247.53,242.65,237.83,233.06,228.34,223.68,219.06,214.5,209.98,205.51,201.08,196.7,192.37,188.08
350,MEX50,Morelia,POP_DENS,355.91,363.0,370.3,377.81,385.54,393.5,401.71,410.17,418.9,427.91,437.22,446.84,456.79,467.09,477.74
351,MEX51,Mexico City,GREEN_AREA_PC,31.36,31.05,30.73,30.41,30.08,29.74,29.4,29.05,28.69,28.32,27.95,27.57,27.18,26.78,26.37
352,MEX51,Mexico City,POP_DENS,3364.12,3397.6,3432.51,3468.94,3506.97,3546.68,3588.19,3631.6,3677.03,3724.59,3774.43,3826.68,3881.5,3939.05,3999.52
353,MEX52,Xalapa,GREEN_AREA_PC,589.92,578.64,567.56,556.68,545.99,535.48,525.17,515.04,505.08,495.31,485.71,476.27,467.01,457.91,448.98
354,MEX52,Xalapa,POP_DENS,457.54,466.45,475.56,484.86,494.35,504.05,513.95,524.06,534.39,544.93,555.71,566.71,577.95,589.44,601.17
355,MEX55,Toluca,GREEN_AREA_PC,290.88,283.04,275.39,267.93,260.65,253.56,246.64,239.89,233.31,226.89,220.63,214.53,208.58,202.78,197.12
356,MEX55,Toluca,POP_DENS,670.31,688.87,708.0,727.72,748.03,768.96,790.53,812.77,835.7,859.34,883.72,908.86,934.78,961.53,989.13
357,MEX59,Veracruz,GREEN_AREA_PC,670.77,658.99,647.33,635.8,624.41,613.14,601.99,590.97,580.08,569.31,558.67,548.15,537.76,527.48,517.33
358,MEX59,Veracruz,POP_DENS,616.63,627.66,638.96,650.54,662.42,674.6,687.08,699.89,713.03,726.52,740.36,754.57,769.15,784.13,799.52
359,MEX60,Puebla,GREEN_AREA_PC,148.18,145.05,141.97,138.93,135.94,133.0,130.1,127.24,124.42,121.65,118.92,116.23,113.58,110.97,108.4
360,MEX60,Puebla,POP_DENS,1275.52,1303.05,1331.35,1360.45,1390.38,1421.18,1452.87,1485.51,1519.11,1553.73,1589.4,1626.17,1664.1,1703.21,1743.58
361,MEX61,Cuernavaca,GREEN_AREA_PC,229.71,225.47,221.29,217.17,213.1,209.1,205.14,201.25,197.41,193.62,189.89,186.21,182.59,179.01,175.49
362,MEX61,Cuernavaca,POP_DENS,764.7,779.07,793.79,808.85,824.28,840.08,856.26,872.84,889.82,907.22,925.05,943.32,962.05,981.25,1000.94
363,MEX70,Centro,GREEN_AREA_PC,793.32,775.46,757.97,740.86,724.11,707.72,691.67,675.97,660.6,645.56,630.85,616.45,602.35,588.56,575.07
364,MEX70,Centro,POP_DENS,216.85,221.84,226.96,232.2,237.57,243.07,248.71,254.49,260.41,266.48,272.69,279.06,285.59,292.28,299.14
365,MEX73,Oaxaca de Juárez,GREEN_AREA_PC,328.06,321.75,315.44,309.12,302.79,296.46,290.13,283.8,277.49,271.18,264.89,258.62,252.37,246.15,239.96
366,MEX73,Oaxaca de Juárez,POP_DENS,345.95,352.73,359.79,367.15,374.83,382.83,391.18,399.9,409.0,418.51,428.45,438.84,449.71,461.07,472.97
367,MEX74,Acapulco de Juárez,GREEN_AREA_PC,815.56,806.04,796.64,787.34,778.16,769.08,760.1,751.23,742.47,733.8,725.24,716.78,708.42,700.15,691.98
368,MEX74,Acapulco de Juárez,POP_DENS,405.76,410.55,415.39,420.3,425.26,430.28,435.36,440.5,445.7,450.96,456.29,461.67,467.12,472.64,478.22
369,MEX75,Tuxtla Gutiérrez,GREEN_AREA_PC,1506.55,1465.16,1424.87,1385.65,1347.47,1310.32,1274.16,1238.96,1204.7,1171.37,1138.92,1107.34,1076.61,1046.71,1017.6
370,MEX75,Tuxtla Gutiérrez,POP_DENS,257.5,264.77,272.26,279.97,287.9,296.06,304.46,313.11,322.02,331.18,340.62,350.33,360.33,370.62,381.22
371,NL001,The Hague,GREEN_AREA_PC,23.42,23.22,23.02,22.82,22.62,22.42,22.22,22.02,21.82,21.61,21.41,21.21,21.0,20.8,20.59
372,NL001,The Hague,POP_DENS,2685.92,2708.82,2732.22,2756.12,2780.54,2805.48,2830.94,2856.95,2883.5,2910.61,2938.29,2966.54,2995.38,3024.82,3054.86
373,NL002,Amsterdam,GREEN_AREA_PC,235.63,233.57,231.51,229.46,227.41,225.37,223.33,221.29,219.26,217.23,215.21,213.19,211.18,209.17,207.16
374,NL002,Amsterdam,POP_DENS,764.71,771.45,778.3,785.26,792.34,799.53,806.83,814.25,821.8,829.47,837.27,845.19,853.26,861.45,869.79
375,NL003,Rotterdam,GREEN_AREA_PC,74.2,74.0,73.79,73.57,73.35,73.12,72.88,72.64,72.38,72.12,71.85,71.57,71.28,70.99,70.68
376,NL003,Rotterdam,POP_DENS,971.52,974.17,976.92,979.78,982.76,985.85,989.07,992.41,995.89,999.5,1003.26,1007.18,1011.24,1015.46,1019.85
377,NL004,Utrecht,GREEN_AREA_PC,264.58,261.55,258.52,255.51,252.49,249.48,246.48,243.48,240.49,237.51,234.53,231.57,228.61,225.67,222.73
378,NL004,Utrecht,POP_DENS,1020.24,1032.05,1044.12,1056.46,1069.08,1081.97,1095.16,1108.64,1122.42,1136.52,1150.93,1165.66,1180.73,1196.14,1211.9
379,NL005,Eindhoven,GREEN_AREA_PC,874.28,870.92,867.56,864.19,860.81,857.44,854.07,850.69,847.31,843.93,840.54,837.16,833.78,830.39,827.0
380,NL005,Eindhoven,POP_DENS,552.17,554.3,556.45,558.62,560.81,563.02,565.24,567.49,569.75,572.03,574.33,576.66,579.0,581.36,583.74
381,NLD,The Netherlands,POP_DENS,468.33,471.97,475.46,479.31,481.24,482.65,483.5,484.59,486.0,488.38,491.02,493.41,496.18,497.64,499.12
382,NO001,Oslo,GREEN_AREA_PC,355.87,350.71,345.63,340.61,335.66,330.78,325.95,321.2,316.5,311.87,307.31,302.8,298.35,293.96,289.63
383,NO001,Oslo,POP_DENS,149.03,151.22,153.45,155.71,158.0,160.34,162.71,165.12,167.57,170.06,172.58,175.15,177.76,180.42,183.11
384,NOR,Norway,POP_DENS,14.62,14.71,14.77,14.86,15.04,15.14,15.25,15.38,15.51,15.71,15.9,16.11,16.39,16.6,16.79
385,PL001,Warsaw,GREEN_AREA_PC,1086.13,1081.97,1077.74,1073.45,1069.1,1064.69,1060.23,1055.7,1051.11,1046.46,1041.76,1036.99,1032.16,1027.27,1022.32
386,PL001,Warsaw,POP_DENS,332.03,333.31,334.62,335.96,337.32,338.72,340.15,341.61,343.1,344.62,346.18,347.77,349.4,351.06,352.76
387,PL002,Lódz,GREEN_AREA_PC,395.24,397.1,398.96,400.82,402.68,404.53,406.38,408.23,410.08,411.92,413.76,415.59,417.42,419.24,421.06
388,PL002,Lódz,POP_DENS,591.0,588.22,585.48,582.76,580.08,577.42,574.79,572.18,569.61,567.06,564.54,562.05,559.59,557.16,554.75
389,PL003,Kraków,GREEN_AREA_PC,742.53,741.24,739.95,738.63,737.3,735.96,734.6,733.23,731.84,730.43,729.01,727.57,726.12,724.66,723.17
390,PL003,Kraków,POP_DENS,354.01,354.63,355.25,355.88,356.52,357.17,357.83,358.51,359.19,359.88,360.58,361.29,362.01,362.75,363.49
391,PL004,Wroclaw,GREEN_AREA_PC,608.18,607.57,606.93,606.27,605.59,604.88,604.14,603.38,602.6,601.79,600.96,600.1,599.21,598.3,597.36
392,PL004,Wroclaw,POP_DENS,312.34,312.65,312.98,313.32,313.68,314.04,314.43,314.82,315.23,315.65,316.09,316.54,317.01,317.5,318.0
393,PL005,Poznan,GREEN_AREA_PC,378.52,377.57,376.57,375.52,374.41,373.24,372.03,370.75,369.42,368.02,366.57,365.06,363.49,361.86,360.17
394,PL005,Poznan,POP_DENS,293.96,294.7,295.48,296.31,297.19,298.11,299.09,300.12,301.2,302.34,303.54,304.79,306.11,307.49,308.93
395,PL006,Gdansk,GREEN_AREA_PC,696.98,695.5,693.97,692.39,690.76,689.07,687.34,685.54,683.7,681.8,679.85,677.84,675.77,673.65,671.47
396,PL006,Gdansk,POP_DENS,407.16,408.03,408.93,409.86,410.83,411.84,412.88,413.96,415.07,416.23,417.42,418.66,419.94,421.26,422.63
397,PL009,Lublin,GREEN_AREA_PC,486.93,487.09,487.25,487.38,487.5,487.59,487.67,487.73,487.77,487.79,487.79,487.76,487.72,487.65,487.56
398,PL009,Lublin,POP_DENS,208.65,208.58,208.51,208.45,208.4,208.36,208.33,208.3,208.29,208.28,208.28,208.29,208.31,208.34,208.38
399,PL010,Katowice,GREEN_AREA_PC,319.72,320.95,322.18,323.42,324.65,325.89,327.13,328.36,329.61,330.85,332.09,333.33,334.58,335.83,337.07
400,PL010,Katowice,POP_DENS,696.35,693.68,691.02,688.39,685.77,683.16,680.58,678.01,675.46,672.92,670.4,667.9,665.42,662.95,660.49
401,POL,Poland,POP_DENS,122.37,122.34,122.3,122.23,122.14,122.09,122.03,121.93,121.9,121.96,122.07,123.22,123.25,123.24,121.59
402,PRT,Portugal,POP_DENS,111.25,112.4,113.05,113.59,113.84,113.93,114.11,114.34,114.6,114.7,114.66,114.66,114.33,113.73,113.08
403,PT001,Lisbon,GREEN_AREA_PC,69.57,69.25,68.9,68.55,68.17,67.78,67.38,66.96,66.52,66.07,65.6,65.12,64.62,64.11,63.58
404,PT001,Lisbon,POP_DENS,661.46,664.56,667.85,671.33,675.01,678.89,682.96,687.26,691.76,696.49,701.45,706.65,712.1,717.8,723.78
405,PT002,Porto,GREEN_AREA_PC,68.29,68.19,68.09,67.98,67.86,67.74,67.61,67.47,67.33,67.18,67.02,66.86,66.69,66.52,66.33
406,PT002,Porto,POP_DENS,1341.2,1343.08,1345.11,1347.28,1349.59,1352.05,1354.64,1357.39,1360.29,1363.32,1366.51,1369.84,1373.32,1376.96,1380.74
407,SE001,Stockholm,GREEN_AREA_PC,125.87,125.04,124.22,123.39,122.58,121.77,120.96,120.15,119.36,118.56,117.77,116.99,116.21,115.43,114.66
408,SE001,Stockholm,POP_DENS,258.68,260.39,262.13,263.87,265.63,267.4,269.19,270.99,272.8,274.63,276.47,278.32,280.2,282.08,283.98
409,SE002,Gothenburg,GREEN_AREA_PC,317.78,315.89,314.01,312.13,310.27,308.42,306.57,304.74,302.92,301.1,299.3,297.5,295.71,293.94,292.17
410,SE002,Gothenburg,POP_DENS,214.57,215.85,217.15,218.45,219.76,221.08,222.41,223.75,225.1,226.45,227.82,229.19,230.58,231.97,233.38
411,SE003,Malmö,GREEN_AREA_PC,936.23,929.25,922.32,915.44,908.61,901.83,895.1,888.42,881.78,875.2,868.65,862.16,855.72,849.32,842.97
412,SE003,Malmö,POP_DENS,175.7,177.02,178.35,179.69,181.04,182.4,183.77,185.16,186.55,187.95,189.37,190.79,192.23,193.68,195.14
413,SI001,Ljubljana,GREEN_AREA_PC,1031.99,1023.93,1015.91,1007.93,999.98,992.08,984.22,976.39,968.6,960.84,953.12,945.43,937.78,930.18,922.61
414,SI001,Ljubljana,POP_DENS,166.54,167.85,169.17,170.51,171.86,173.23,174.62,176.02,177.43,178.87,180.32,181.78,183.26,184.76,186.28
415,SK001,Bratislava,GREEN_AREA_PC,471.54,469.86,468.15,466.39,464.6,462.77,460.9,459.0,457.05,455.07,453.05,450.98,448.87,446.72,444.53
416,SK001,Bratislava,POP_DENS,264.31,265.26,266.23,267.24,268.26,269.33,270.42,271.54,272.7,273.88,275.11,276.37,277.66,279.0,280.37
417,SVK,Slovak Republic,POP_DENS,110.1,109.69,109.7,109.7,109.72,109.82,109.91,110.0,110.15,110.37,110.63,110.84,110.21,110.34,110.45
418,SVN,Slovenia,POP_DENS,98.69,98.81,99.0,99.05,99.12,99.18,99.47,99.82,99.82,100.92,101.65,101.81,102.07,102.24,102.35
419,SWE,Sweden,POP_DENS,21.6,21.65,21.71,21.79,21.87,21.96,22.05,22.21,22.38,22.56,22.76,22.95,23.28,23.46,23.68
420,UK001,London,GREEN_AREA_PC,41.56,41.09,40.63,40.17,39.71,39.25,38.79,38.33,37.88,37.42,36.97,36.51,36.06,35.61,35.16
421,UK001,London,POP_DENS,1515.88,1532.96,1550.39,1568.19,1586.36,1604.92,1623.89,1643.27,1663.08,1683.34,1704.05,1725.24,1746.93,1769.13,1791.85
422,UK002,Birmingham (UK),GREEN_AREA_PC,155.35,154.3,153.22,152.11,150.98,149.82,148.64,147.43,146.2,144.94,143.66,142.36,141.03,139.68,138.31
423,UK002,Birmingham (UK),POP_DENS,1198.27,1206.42,1214.91,1223.73,1232.91,1242.43,1252.32,1262.59,1273.25,1284.29,1295.75,1307.62,1319.92,1332.66,1345.87
424,UK003,Leeds,GREEN_AREA_PC,184.99,184.5,183.95,183.33,182.64,181.89,181.08,180.21,179.28,178.29,177.25,176.15,175.0,173.81,172.56
425,UK003,Leeds,POP_DENS,647.43,649.14,651.09,653.3,655.75,658.46,661.41,664.6,668.05,671.75,675.71,679.9,684.36,689.07,694.05
426,UK004,Bradford,GREEN_AREA_PC,168.32,167.34,166.21,164.93,163.51,161.95,160.25,158.43,156.47,154.39,152.2,149.9,147.48,144.97,142.37
427,UK004,Bradford,POP_DENS,1101.01,1107.47,1115.01,1123.64,1133.4,1144.32,1156.43,1169.77,1184.38,1200.32,1217.62,1236.34,1256.55,1278.32,1301.7
428,UK005,Liverpool,GREEN_AREA_PC,63.05,63.19,63.29,63.35,63.35,63.31,63.23,63.09,62.91,62.67,62.39,62.05,61.67,61.23,60.74
429,UK005,Liverpool,POP_DENS,1651.32,1647.59,1645.02,1643.64,1643.45,1644.49,1646.77,1650.31,1655.14,1661.33,1668.91,1677.92,1688.41,1700.46,1714.12
430,UK006,Manchester,GREEN_AREA_PC,154.17,153.28,152.32,151.27,150.15,148.96,147.68,146.34,144.92,143.43,141.87,140.24,138.55,136.79,134.97
431,UK006,Manchester,POP_DENS,1180.8,1187.64,1195.18,1203.43,1212.42,1222.16,1232.68,1244.01,1256.18,1269.24,1283.18,1298.08,1313.95,1330.85,1348.81
432,UK007,Cardiff,GREEN_AREA_PC,181.86,180.74,179.57,178.37,177.12,175.83,174.51,173.16,171.76,170.34,168.88,167.38,165.86,164.31,162.72
433,UK007,Cardiff,POP_DENS,807.32,812.34,817.61,823.14,828.93,835.0,841.31,847.91,854.79,861.95,869.4,877.15,885.2,893.58,902.28
434,UK008,Sheffield,GREEN_AREA_PC,285.85,285.49,284.9,284.08,283.03,281.75,280.24,278.5,276.52,274.33,271.91,269.27,266.43,263.37,260.12
435,UK008,Sheffield,POP_DENS,754.42,755.37,756.92,759.1,761.92,765.39,769.52,774.34,779.86,786.1,793.09,800.85,809.41,818.79,829.03
436,UK009,Bristol,GREEN_AREA_PC,132.84,131.69,130.52,129.31,128.08,126.82,125.53,124.21,122.86,121.49,120.08,118.65,117.19,115.7,114.18
437,UK009,Bristol,POP_DENS,890.7,898.46,906.56,915.01,923.82,933.01,942.61,952.61,963.06,973.96,985.35,997.25,1009.7,1022.7,1036.31
438,UK010,Newcastle,GREEN_AREA_PC,168.41,168.18,167.87,167.47,166.98,166.4,165.74,164.99,164.16,163.24,162.24,161.15,159.99,158.74,157.42
439,UK010,Newcastle,POP_DENS,352.25,352.73,353.39,354.24,355.28,356.5,357.93,359.55,361.38,363.41,365.66,368.12,370.8,373.71,376.85
440,UK011,Leicester,GREEN_AREA_PC,347.03,343.58,340.12,336.66,333.18,329.7,326.21,322.71,319.21,315.69,312.17,308.64,305.1,301.56,298.01
441,UK011,Leicester,POP_DENS,540.79,546.22,551.77,557.45,563.26,569.21,575.3,581.54,587.92,594.47,601.18,608.05,615.1,622.33,629.75
442,UK017,Portsmouth,GREEN_AREA_PC,97.66,97.08,96.48,95.88,95.27,94.66,94.04,93.41,92.77,92.14,91.49,90.83,90.17,89.51,88.83
443,UK017,Portsmouth,POP_DENS,1261.52,1269.16,1276.99,1285.01,1293.22,1301.6,1310.2,1319.0,1328.01,1337.23,1346.69,1356.38,1366.32,1376.52,1386.97
444,UK023,Nottingham,GREEN_AREA_PC,288.73,286.87,284.97,283.04,281.08,279.09,277.07,275.02,272.94,270.83,268.7,266.54,264.35,262.14,259.9
445,UK023,Nottingham,POP_DENS,700.12,704.67,709.36,714.21,719.19,724.32,729.6,735.04,740.64,746.4,752.31,758.41,764.69,771.15,777.79
446,UK097,Glasgow,GREEN_AREA_PC,107.8,107.77,107.69,107.58,107.42,107.21,106.96,106.67,106.34,105.96,105.54,105.08,104.57,104.02,103.43
447,UK097,Glasgow,POP_DENS,1084.26,1084.56,1085.31,1086.5,1088.12,1090.19,1092.7,1095.7,1099.15,1103.07,1107.46,1112.35,1117.72,1123.61,1130.0
448,UK098,Edinburgh,GREEN_AREA_PC,231.95,230.84,229.59,228.21,226.68,225.02,223.23,221.3,219.25,217.07,214.77,212.35,209.82,207.17,204.42
449,UK098,Edinburgh,POP_DENS,526.53,529.06,531.93,535.16,538.76,542.73,547.09,551.85,557.01,562.61,568.64,575.12,582.06,589.49,597.42
450,US003,Seattle,GREEN_AREA_PC,117.45,116.04,114.65,113.27,111.91,110.56,109.23,107.92,106.62,105.33,104.06,102.81,101.57,100.34,99.13
451,US003,Seattle,POP_DENS,209.71,212.25,214.83,217.45,220.09,222.77,225.48,228.23,231.01,233.83,236.68,239.57,242.5,245.46,248.47
452,US012,Portland,GREEN_AREA_PC,500.16,493.06,486.05,479.13,472.3,465.56,458.91,452.35,445.87,439.48,433.17,426.95,420.81,414.75,408.76
453,US012,Portland,POP_DENS,109.18,110.76,112.35,113.98,115.62,117.3,119.0,120.72,122.48,124.26,126.07,127.91,129.77,131.67,133.6
454,US014,Minneapolis,GREEN_AREA_PC,3243.19,3212.69,3182.14,3151.55,3120.91,3090.22,3059.49,3028.73,2997.93,2967.11,2936.25,2905.37,2874.47,2843.55,2812.62
455,US014,Minneapolis,POP_DENS,144.17,145.53,146.93,148.36,149.81,151.3,152.82,154.37,155.96,157.58,159.24,160.93,162.66,164.43,166.23
456,US033,Milwaukee,GREEN_AREA_PC,1649.77,1643.93,1638.09,1632.24,1626.39,1620.55,1614.69,1608.84,1602.99,1597.13,1591.27,1585.41,1579.55,1573.69,1567.82
457,US033,Milwaukee,POP_DENS,388.22,389.59,390.98,392.38,393.79,395.22,396.65,398.09,399.55,401.01,402.49,403.97,405.47,406.98,408.51
458,US035,Madison,GREEN_AREA_PC,5633.18,5561.09,5489.91,5419.63,5350.23,5281.69,5214.03,5147.22,5081.25,5016.11,4951.79,4888.28,4825.58,4763.67,4702.53
459,US035,Madison,POP_DENS,90.92,92.1,93.3,94.51,95.73,96.97,98.23,99.51,100.8,102.11,103.44,104.78,106.14,107.52,108.92
460,US038,Buffalo,GREEN_AREA_PC,2257.0,2263.8,2270.61,2277.43,2284.28,2291.15,2298.04,2304.94,2311.87,2318.82,2325.78,2332.77,2339.77,2346.8,2353.84
461,US038,Buffalo,POP_DENS,284.59,283.74,282.89,282.04,281.2,280.35,279.51,278.67,277.84,277.01,276.18,275.35,274.53,273.7,272.88
462,US039,Grand Rapids,GREEN_AREA_PC,2940.3,2926.2,2912.17,2898.2,2884.3,2870.46,2856.7,2843.0,2829.36,2815.79,2802.29,2788.85,2775.47,2762.16,2748.92
463,US039,Grand Rapids,POP_DENS,254.25,255.47,256.7,257.94,259.18,260.43,261.69,262.95,264.22,265.49,266.77,268.05,269.35,270.64,271.95
464,US044,Albany,GREEN_AREA_PC,1939.5,1929.32,1919.18,1909.08,1899.03,1889.03,1879.06,1869.14,1859.26,1849.42,1839.63,1829.88,1820.17,1810.5,1800.88
465,US044,Albany,POP_DENS,110.79,111.37,111.96,112.55,113.15,113.75,114.35,114.96,115.57,116.18,116.8,117.42,118.05,118.68,119.32
466,US045,Detroit,GREEN_AREA_PC,518.61,521.12,523.61,526.08,528.53,530.95,533.35,535.73,538.08,540.41,542.71,544.99,547.25,549.47,551.67
467,US045,Detroit,POP_DENS,771.0,767.29,763.64,760.06,756.54,753.09,749.7,746.37,743.11,739.91,736.76,733.68,730.66,727.7,724.8
468,US048,Boston,GREEN_AREA_PC,89.84,89.57,89.29,89.02,88.75,88.47,88.2,87.93,87.66,87.39,87.12,86.85,86.59,86.32,86.06
469,US048,Boston,POP_DENS,730.64,732.89,735.15,737.41,739.68,741.96,744.24,746.54,748.84,751.15,753.46,755.78,758.12,760.45,762.8
470,US055,Chicago,GREEN_AREA_PC,436.45,435.03,433.56,432.03,430.45,428.81,427.11,425.36,423.54,421.66,419.72,417.71,415.63,413.49,411.29
471,US055,Chicago,POP_DENS,481.13,482.69,484.33,486.05,487.83,489.7,491.64,493.68,495.8,498.01,500.31,502.71,505.22,507.84,510.56
472,US060,Providence,GREEN_AREA_PC,123.53,123.48,123.43,123.38,123.33,123.28,123.23,123.18,123.13,123.08,123.03,122.98,122.93,122.88,122.84
473,US060,Providence,POP_DENS,504.07,504.27,504.47,504.67,504.87,505.08,505.28,505.48,505.68,505.89,506.09,506.29,506.5,506.7,506.91
474,US065,Toledo (US),GREEN_AREA_PC,556.16,557.8,559.45,561.11,562.77,564.43,566.1,567.77,569.45,571.14,572.82,574.52,576.22,577.92,579.63
475,US065,Toledo (US),POP_DENS,500.75,499.28,497.8,496.34,494.87,493.42,491.96,490.51,489.06,487.62,486.18,484.75,483.32,481.9,480.48
476,US069,Cleveland,GREEN_AREA_PC,473.27,476.67,480.1,483.54,487.0,490.48,493.97,497.49,501.03,504.59,508.16,511.75,515.37,519.0,522.65
477,US069,Cleveland,POP_DENS,905.8,899.34,892.93,886.57,880.27,874.03,867.84,861.7,855.62,849.59,843.61,837.69,831.82,825.99,820.22
478,US070,Des Moines,GREEN_AREA_PC,5888.58,5797.73,5707.66,5618.39,5529.86,5442.12,5355.11,5268.85,5183.34,5098.57,5014.52,4931.2,4848.59,4766.7,4685.52
479,US070,Des Moines,POP_DENS,56.92,57.81,58.73,59.66,60.61,61.59,62.59,63.62,64.67,65.74,66.84,67.97,69.13,70.32,71.54
480,US077,Omaha,GREEN_AREA_PC,832.84,823.04,813.31,803.66,794.08,784.58,775.16,765.81,756.54,747.35,738.23,729.18,720.21,711.31,702.49
481,US077,Omaha,POP_DENS,67.22,68.02,68.83,69.66,70.5,71.35,72.22,73.1,73.99,74.9,75.83,76.77,77.73,78.7,79.69
482,US081,Akron,GREEN_AREA_PC,1283.45,1283.71,1283.98,1284.24,1284.5,1284.77,1285.04,1285.3,1285.57,1285.83,1286.1,1286.36,1286.63,1286.89,1287.16
483,US081,Akron,POP_DENS,499.04,498.94,498.83,498.73,498.63,498.52,498.42,498.32,498.22,498.11,498.01,497.91,497.8,497.7,497.6
484,US084,New York,GREEN_AREA_PC,40.85,40.74,40.64,40.54,40.43,40.33,40.22,40.12,40.01,39.91,39.81,39.7,39.6,39.49,39.39
485,US084,New York,POP_DENS,1630.9,1635.09,1639.3,1643.53,1647.78,1652.05,1656.33,1660.64,1664.97,1669.31,1673.68,1678.07,1682.47,1686.9,1691.35
486,US089,Salt Lake City,GREEN_AREA_PC,649.88,640.35,630.94,621.66,612.51,603.47,594.56,585.76,577.08,568.51,560.06,551.72,543.49,535.37,527.36
487,US089,Salt Lake City,POP_DENS,35.0,35.52,36.05,36.59,37.13,37.69,38.25,38.83,39.41,40.01,40.61,41.22,41.85,42.48,43.13
488,US097,Pittsburgh,GREEN_AREA_PC,588.54,591.28,594.04,596.81,599.59,602.39,605.19,608.01,610.85,613.7,616.56,619.43,622.32,625.22,628.13
489,US097,Pittsburgh,POP_DENS,664.47,661.39,658.32,655.27,652.22,649.2,646.19,643.19,640.2,637.23,634.28,631.33,628.4,625.49,622.59
490,US103,Harrisburg,GREEN_AREA_PC,4107.97,4076.77,4045.78,4015.02,3984.48,3954.16,3924.07,3894.18,3864.52,3835.07,3805.83,3776.81,3747.98,3719.38,3690.98
491,US103,Harrisburg,POP_DENS,99.79,100.56,101.33,102.1,102.88,103.67,104.47,105.27,106.08,106.89,107.71,108.54,109.38,110.22,111.07
492,US106,Philadelphia,GREEN_AREA_PC,386.38,385.42,384.46,383.5,382.54,381.59,380.63,379.67,378.71,377.76,376.8,375.85,374.89,373.94,372.98
493,US106,Philadelphia,POP_DENS,907.13,909.39,911.66,913.93,916.22,918.52,920.83,923.16,925.49,927.83,930.19,932.55,934.93,937.32,939.72
494,US107,Columbus,GREEN_AREA_PC,1941.82,1917.93,1894.15,1870.48,1846.92,1823.45,1800.1,1776.84,1753.69,1730.63,1707.67,1684.81,1662.04,1639.37,1616.79
495,US107,Columbus,POP_DENS,142.79,144.57,146.39,148.24,150.13,152.06,154.04,156.05,158.11,160.22,162.37,164.58,166.83,169.14,171.5
