,METRO_ID,Metropolitan areas,VAR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
164,FR026,Grenoble,GREEN_AREA_PC,1159.16,1153.89,1148.59,1143.24,1137.84,1132.41,1126.93,1121.39,1115.82,1110.21,1104.56,1098.87,1093.13,1087.34,1081.53
165,FR026,Grenoble,POP_DENS,229.62,230.67,231.74,232.82,233.93,235.05,236.19,237.36,238.54,239.75,240.97,242.22,243.49,244.79,246.11
166,FR032,Toulon,GREEN_AREA_PC,14.53,14.45,14.37,14.29,14.21,14.13,14.05,13.96,13.88,13.8,13.72,13.63,13.55,13.47,13.38
167,FR032,Toulon,POP_DENS,493.4,496.11,498.87,501.67,504.51,507.4,510.33,513.31,516.33,519.4,522.52,525.69,528.91,532.19,535.52
168,FR203,Marseille,GREEN_AREA_PC,51.49,51.13,50.78,50.43,50.08,49.73,49.38,49.03,48.68,48.33,47.99,47.64,47.29,46.95,46.6
169,FR203,Marseille,POP_DENS,379.41,382.02,384.67,387.34,390.06,392.8,395.58,398.4,401.25,404.14,407.07,410.04,413.05,416.1,419.19
170,FR205,Nice,GREEN_AREA_PC,244.39,243.11,241.83,240.54,239.25,237.95,236.65,235.33,234.02,232.7,231.37,230.04,228.71,227.37,226.02
171,FR205,Nice,POP_DENS,258.38,259.73,261.11,262.51,263.93,265.37,266.83,268.32,269.83,271.36,272.91,274.49,276.1,277.72,279.37
172,FR215,Rouen,GREEN_AREA_PC,698.89,696.43,693.9,691.31,688.64,685.89,683.08,680.16,677.19,674.12,670.98,667.76,664.45,661.06,657.58
173,FR215,Rouen,POP_DENS,233.61,234.44,235.29,236.17,237.09,238.04,239.02,240.04,241.1,242.19,243.33,244.5,245.72,246.98,248.29
174,FRA,France,POP_DENS,108.2,108.95,109.72,110.49,111.23,112.07,112.87,113.6,114.23,114.83,115.38,115.95,116.51,117.03,117.51
175,GBR,United Kingdom,POP_DENS,242.4,243.29,244.28,245.36,246.56,248.16,249.97,251.84,253.89,255.84,257.77,259.88,261.83,264.34,265.18
176,GR001,Athens,GREEN_AREA_PC,0.93,0.94,0.94,0.94,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97
177,GR001,Athens,POP_DENS,2226.36,2216.95,2207.97,2199.42,2191.29,2183.6,2176.34,2169.52,2163.15,2157.23,2151.75,2146.74,2142.19,2138.12,2134.51
178,GR002,Thessalonica,GREEN_AREA_PC,42.33,42.38,42.41,42.42,42.4,42.37,42.32,42.25,42.15,42.04,41.9,41.75,41.57,41.37,41.15
179,GR002,Thessalonica,POP_DENS,677.35,676.59,676.14,676.01,676.19,676.7,677.53,678.7,680.21,682.06,684.27,686.84,689.77,693.08,696.77
180,GRC,Greece,POP_DENS,83.42,83.63,83.91,84.2,84.46,84.79,85.04,85.4,85.72,86.08,86.42,86.45,85.03,84.56,83.35
181,HU001,Budapest,GREEN_AREA_PC,426.06,425.34,424.58,423.78,422.94,422.06,421.13,420.17,419.17,418.12,417.03,415.9,414.72,413.5,412.23
182,HU001,Budapest,POP_DENS,460.0,460.78,461.6,462.48,463.39,464.36,465.38,466.44,467.56,468.73,469.96,471.24,472.58,473.97,475.43
183,HUN,Hungary,POP_DENS,109.87,109.65,109.37,109.02,108.75,108.54,108.32,108.2,107.98,107.83,107.65,107.34,106.76,106.51,106.18
184,IE001,Dublin,GREEN_AREA_PC,26.14,25.76,25.37,24.96,24.54,24.11,23.66,23.2,22.72,22.23,21.72,21.2,20.66,20.1,19.52
185,IE001,Dublin,POP_DENS,287.62,291.88,296.42,301.25,306.41,311.92,317.82,324.15,330.94,338.26,346.16,354.71,363.98,374.1,385.16
186,IRL,Ireland,POP_DENS,55.23,56.04,57.02,57.96,58.91,60.12,61.53,63.46,65.18,66.11,66.52,66.83,67.0,67.13,67.34
187,IT001,Rome,GREEN_AREA_PC,251.93,250.04,248.15,246.25,244.34,242.42,240.49,238.56,236.61,234.66,232.7,230.73,228.76,226.77,224.78
188,IT001,Rome,POP_DENS,651.06,655.97,660.98,666.08,671.29,676.6,682.02,687.55,693.2,698.96,704.85,710.86,717.0,723.28,729.69
189,IT002,Milan,GREEN_AREA_PC,24.21,24.09,23.97,23.85,23.72,23.59,23.47,23.34,23.21,23.08,22.94,22.81,22.67,22.53,22.4
190,IT002,Milan,POP_DENS,1458.8,1466.1,1473.55,1481.16,1488.94,1496.9,1505.03,1513.34,1521.84,1530.53,1539.42,1548.5,1557.8,1567.3,1577.03
191,IT003,Naples,GREEN_AREA_PC,13.11,13.1,13.09,13.08,13.07,13.06,13.05,13.04,13.02,13.01,12.99,12.97,12.96,12.94,12.92
192,IT003,Naples,POP_DENS,2258.37,2259.81,2261.38,2263.1,2264.96,2266.97,2269.12,2271.44,2273.92,2276.57,2279.38,2282.37,2285.54,2288.89,2292.44
193,IT004,Turin,GREEN_AREA_PC,251.18,250.34,249.49,248.63,247.77,246.9,246.03,245.15,244.26,243.37,242.47,241.56,240.64,239.72,238.79
194,IT004,Turin,POP_DENS,947.04,950.23,953.45,956.73,960.06,963.43,966.86,970.33,973.85,977.44,981.07,984.76,988.5,992.3,996.16
195,IT005,Palermo,GREEN_AREA_PC,44.95,44.95,44.94,44.92,44.91,44.89,44.86,44.83,44.8,44.76,44.72,44.68,44.63,44.58,44.52
196,IT005,Palermo,POP_DENS,1114.43,1114.57,1114.79,1115.11,1115.53,1116.04,1116.64,1117.35,1118.16,1119.07,1120.09,1121.22,1122.46,1123.81,1125.28
197,IT006,Genova,GREEN_AREA_PC,322.36,323.39,324.42,325.46,326.49,327.52,328.56,329.59,330.63,331.67,332.71,333.74,334.78,335.82,336.86
198,IT006,Genova,POP_DENS,663.74,661.63,659.53,657.44,655.36,653.29,651.23,649.19,647.15,645.13,643.11,641.11,639.12,637.14,635.17
199,IT007,Florence,GREEN_AREA_PC,523.05,521.48,519.9,518.31,516.71,515.11,513.5,511.89,510.26,508.63,506.99,505.34,503.69,502.03,500.36
200,IT007,Florence,POP_DENS,403.34,404.56,405.79,407.03,408.29,409.56,410.84,412.14,413.45,414.78,416.12,417.48,418.85,420.23,421.63
201,IT008,Bari,GREEN_AREA_PC,0.76,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.74
202,IT008,Bari,POP_DENS,747.28,749.02,750.78,752.55,754.34,756.15,757.97,759.81,761.67,763.55,765.45,767.36,769.3,771.25,773.22
203,IT009,Bologna,GREEN_AREA_PC,199.52,198.42,197.32,196.22,195.11,194.0,192.88,191.76,190.64,189.51,188.37,187.24,186.09,184.95,183.8
204,IT009,Bologna,POP_DENS,345.58,347.48,349.42,351.38,353.38,355.4,357.46,359.55,361.67,363.83,366.02,368.25,370.51,372.8,375.13
205,IT010,Catania,GREEN_AREA_PC,36.18,36.13,36.07,36.01,35.94,35.87,35.79,35.71,35.63,35.55,35.45,35.36,35.26,35.16,35.05
206,IT010,Catania,POP_DENS,1002.86,1004.37,1006.01,1007.76,1009.62,1011.61,1013.71,1015.94,1018.3,1020.79,1023.4,1026.15,1029.04,1032.06,1035.22
207,IT011,Venice,GREEN_AREA_PC,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.19,1.19,1.19,1.19,1.19,1.18,1.18,1.18
208,IT011,Venice,POP_DENS,491.23,491.75,492.3,492.87,493.46,494.09,494.74,495.41,496.11,496.84,497.6,498.38,499.19,500.03,500.9
209,ITA,Italy,POP_DENS,192.89,193.02,193.1,193.59,194.83,196.11,196.75,197.29,198.75,199.92,200.57,201.16,201.26,202.25,205.96
210,JP003,Sapporo,GREEN_AREA_PC,176.6,175.58,174.56,173.54,172.51,171.48,171.06,170.63,170.19,169.75,169.3,168.55,167.8,167.05,166.29
211,JP003,Sapporo,POP_DENS,962.92,968.52,974.19,979.94,985.76,991.66,994.13,996.65,999.2,1001.81,1004.45,1008.91,1013.43,1018.01,1022.65
212,JP013,Sendai,GREEN_AREA_PC,25.61,25.53,25.44,25.35,25.26,25.18,25.1,25.02,24.94,24.86,24.78,24.69,24.6,24.52,24.43
213,JP013,Sendai,POP_DENS,919.73,922.82,925.96,929.14,932.37,935.65,938.53,941.48,944.48,947.53,950.64,953.99,957.39,960.84,964.34
214,JP015,Niigata,GREEN_AREA_PC,161.63,161.62,161.62,161.62,161.61,161.61,161.91,162.21,162.51,162.8,163.1,163.24,163.38,163.52,163.66
215,JP015,Niigata,POP_DENS,681.79,681.8,681.81,681.83,681.85,681.88,680.61,679.35,678.1,676.86,675.63,675.04,674.46,673.89,673.33
216,JP020,Toyama,GREEN_AREA_PC,332.25,332.03,331.8,331.57,331.34,331.11,331.2,331.3,331.39,331.48,331.57,331.49,331.4,331.32,331.23
217,JP020,Toyama,POP_DENS,346.72,346.95,347.19,347.43,347.67,347.92,347.82,347.72,347.62,347.52,347.43,347.52,347.61,347.7,347.79
218,JP021,Nagano,GREEN_AREA_PC,246.11,246.46,246.8,247.13,247.47,247.81,248.79,249.77,250.75,251.73,252.72,253.37,254.02,254.68,255.33
219,JP021,Nagano,POP_DENS,445.3,444.68,444.06,443.45,442.85,442.25,440.51,438.78,437.06,435.36,433.66,432.54,431.43,430.32,429.23
220,JP023,Kanazawa,GREEN_AREA_PC,130.21,130.04,129.86,129.68,129.5,129.31,128.85,128.39,127.93,127.47,127.01,126.68,126.35,126.02,125.69
221,JP023,Kanazawa,POP_DENS,565.44,566.2,566.98,567.77,568.57,569.38,571.41,573.46,575.52,577.6,579.71,581.2,582.72,584.24,585.79
222,JP024,Utsunomiya,GREEN_AREA_PC,93.99,93.51,93.03,92.56,92.08,91.61,91.37,91.14,90.9,90.66,90.42,90.07,89.71,89.36,89.0
223,JP024,Utsunomiya,POP_DENS,777.72,781.7,785.7,789.74,793.8,797.9,799.95,802.03,804.12,806.24,808.38,811.57,814.78,818.01,821.26
224,JP025,Maebashi,GREEN_AREA_PC,38.59,38.56,38.52,38.49,38.45,38.41,38.41,38.4,38.39,38.39,38.38,38.35,38.32,38.29,38.27
225,JP025,Maebashi,POP_DENS,823.82,824.55,825.3,826.07,826.87,827.69,827.78,827.89,828.03,828.2,828.39,828.97,829.57,830.19,830.83
226,JP026,Mito,GREEN_AREA_PC,70.8,70.76,70.73,70.69,70.65,70.61,70.46,70.3,70.14,69.99,69.83,69.73,69.62,69.52,69.42
227,JP026,Mito,POP_DENS,903.7,904.18,904.66,905.14,905.63,906.12,908.11,910.13,912.17,914.23,916.32,917.64,918.96,920.3,921.65
228,JP030,Tokyo,GREEN_AREA_PC,4.99,4.97,4.94,4.91,4.88,4.85,4.82,4.78,4.75,4.72,4.68,4.65,4.62,4.59,4.56
229,JP030,Tokyo,POP_DENS,3816.86,3838.94,3861.39,3884.22,3907.42,3931.02,3958.07,3985.5,4013.3,4041.48,4070.06,4097.27,4124.86,4152.82,4181.17
230,JP031,Kofu,GREEN_AREA_PC,37.3,37.23,37.15,37.08,37.01,36.94,36.99,37.04,37.09,37.14,37.18,37.17,37.16,37.14,37.13
231,JP031,Kofu,POP_DENS,647.7,648.93,650.17,651.43,652.7,653.99,653.11,652.23,651.37,650.52,649.68,649.91,650.16,650.42,650.68
232,JP034,Nagoya,GREEN_AREA_PC,7.84,7.81,7.78,7.75,7.72,7.69,7.67,7.65,7.62,7.6,7.57,7.55,7.52,7.49,7.46
233,JP034,Nagoya,POP_DENS,1568.57,1574.52,1580.54,1586.62,1592.76,1598.97,1603.92,1608.94,1614.02,1619.17,1624.38,1630.29,1636.27,1642.31,1648.41
234,JP036,Numazu,GREEN_AREA_PC,31.97,31.94,31.91,31.89,31.86,31.83,31.87,31.91,31.95,31.98,32.02,32.02,32.02,32.02,32.02
235,JP036,Numazu,POP_DENS,1099.99,1100.91,1101.85,1102.81,1103.81,1104.82,1103.44,1102.08,1100.75,1099.45,1098.17,1098.12,1098.09,1098.08,1098.1
236,JP038,Osaka,GREEN_AREA_PC,11.08,11.07,11.06,11.05,11.03,11.02,11.01,11.0,10.99,10.98,10.96,10.95,10.94,10.92,10.9
237,JP038,Osaka,POP_DENS,2436.4,2438.91,2441.56,2444.34,2447.25,2450.3,2452.55,2454.91,2457.37,2459.94,2462.63,2465.87,2469.23,2472.71,2476.32
238,JP039,Shizuoka,GREEN_AREA_PC,12.55,12.65,12.75,12.85,12.96,13.06,13.01,12.96,12.91,12.86,12.81,12.83,12.86,12.88,12.91
239,JP039,Shizuoka,POP_DENS,642.5,637.44,632.43,627.45,622.51,617.61,619.9,622.24,624.65,627.11,629.63,628.43,627.24,626.06,624.9
240,JP040,Anjo,GREEN_AREA_PC,0.95,0.93,0.92,0.91,0.9,0.89,0.88,0.88,0.87,0.86,0.86,0.85,0.84,0.83,0.82
241,JP040,Anjo,POP_DENS,2396.41,2426.05,2456.07,2486.49,2517.3,2548.52,2567.16,2585.95,2604.91,2624.04,2643.34,2669.49,2695.91,2722.62,2749.6
242,JP042,Yokkaichi,GREEN_AREA_PC,28.37,28.26,28.14,28.02,27.91,27.79,27.65,27.51,27.37,27.23,27.08,26.95,26.82,26.69,26.56
243,JP042,Yokkaichi,POP_DENS,1257.44,1262.62,1267.83,1273.08,1278.38,1283.72,1290.24,1296.86,1303.58,1310.4,1317.33,1323.65,1330.04,1336.5,1343.02
244,JP046,Himeji,GREEN_AREA_PC,26.42,26.42,26.42,26.42,26.42,26.42,26.43,26.45,26.46,26.47,26.49,26.49,26.49,26.5,26.5
245,JP046,Himeji,POP_DENS,811.46,811.39,811.34,811.31,811.29,811.28,810.86,810.45,810.05,809.67,809.31,809.16,809.03,808.91,808.8
246,JP047,Toyohashi,GREEN_AREA_PC,31.74,31.62,31.51,31.4,31.28,31.17,31.14,31.12,31.09,31.07,31.05,30.98,30.9,30.83,30.76
247,JP047,Toyohashi,POP_DENS,778.7,781.52,784.36,787.23,790.11,793.01,793.61,794.22,794.84,795.46,796.1,797.91,799.73,801.56,803.41
248,JP048,Hamamatsu,GREEN_AREA_PC,21.48,21.38,21.28,21.19,21.09,20.99,21.02,21.04,21.06,21.09,21.11,21.07,21.04,21.0,20.96
249,JP048,Hamamatsu,POP_DENS,666.02,669.08,672.15,675.23,678.33,681.44,680.68,679.92,679.17,678.41,677.65,678.83,680.01,681.18,682.37
250,JP050,Okayama,GREEN_AREA_PC,87.7,87.33,86.95,86.58,86.2,85.83,85.65,85.48,85.3,85.12,84.95,84.67,84.39,84.1,83.82
251,JP050,Okayama,POP_DENS,777.1,780.44,783.81,787.21,790.64,794.11,795.72,797.35,798.99,800.65,802.33,804.98,807.66,810.36,813.08
252,JP051,Kurashiki,GREEN_AREA_PC,22.5,22.14,21.79,21.44,21.09,20.97,20.94,20.9,20.87,20.84,20.8,20.64,20.47,20.31,20.15
253,JP051,Kurashiki,POP_DENS,1006.59,1022.95,1039.64,1056.67,1074.04,1080.21,1081.9,1083.6,1085.31,1087.03,1088.76,1097.47,1106.27,1115.16,1124.15
254,JP052,Fukuyama,GREEN_AREA_PC,33.12,33.15,33.17,33.2,33.23,33.26,33.3,33.34,33.38,33.42,33.46,33.49,33.52,33.55,33.58
255,JP052,Fukuyama,POP_DENS,797.59,796.9,796.22,795.55,794.9,794.26,793.25,792.27,791.3,790.36,789.44,788.72,788.0,787.3,786.62
256,JP053,Hiroshima,GREEN_AREA_PC,11.95,11.92,11.88,11.85,11.81,11.78,11.75,11.72,11.69,11.66,11.63,11.6,11.56,11.53,11.49
257,JP053,Hiroshima,POP_DENS,1144.09,1147.36,1150.66,1154.02,1157.43,1160.89,1163.74,1166.62,1169.56,1172.53,1175.54,1178.93,1182.37,1185.86,1189.39
258,JP054,Takamatsu,GREEN_AREA_PC,19.19,18.65,18.11,17.58,17.06,19.1,18.61,18.13,17.65,17.17,16.7,16.45,16.21,15.96,15.72
259,JP054,Takamatsu,POP_DENS,878.02,903.46,930.14,958.15,987.53,882.22,905.25,929.4,954.72,981.25,1009.06,1024.16,1039.66,1055.56,1071.88
260,JP055,Wakayama,GREEN_AREA_PC,37.62,37.79,37.96,38.12,38.29,38.45,38.55,38.66,38.76,38.86,38.96,39.09,39.22,39.35,39.48
261,JP055,Wakayama,POP_DENS,1296.14,1290.46,1284.83,1279.26,1273.75,1268.29,1264.9,1261.55,1258.24,1254.97,1251.74,1247.54,1243.39,1239.29,1235.23
262,JP059,Tokushima,GREEN_AREA_PC,25.98,26.0,26.01,26.02,26.03,26.04,26.12,26.19,26.27,26.34,26.41,26.45,26.49,26.53,26.57
263,JP059,Tokushima,POP_DENS,720.1,719.72,719.36,719.03,718.72,718.43,716.36,714.31,712.3,710.31,708.34,707.28,706.25,705.23,704.24
264,JP064,Kitakyushu,GREEN_AREA_PC,9.92,9.96,9.99,10.03,10.06,10.1,10.13,10.17,10.2,10.23,10.27,10.3,10.34,10.37,10.4
265,JP064,Kitakyushu,POP_DENS,2146.08,2138.38,2130.74,2123.19,2115.7,2108.29,2101.29,2094.35,2087.48,2080.67,2073.93,2067.04,2060.21,2053.43,2046.71
266,JP065,Matsuyama,GREEN_AREA_PC,54.02,53.9,53.79,53.67,53.55,53.44,53.44,53.44,53.43,53.43,53.43,53.37,53.31,53.25,53.19
267,JP065,Matsuyama,POP_DENS,797.89,799.6,801.32,803.05,804.78,806.52,806.54,806.58,806.61,806.65,806.7,807.6,808.51,809.42,810.33
268,JP066,Fukuoka,GREEN_AREA_PC,7.13,7.08,7.02,6.97,6.92,6.86,6.82,6.77,6.73,6.68,6.63,6.59,6.54,6.49,6.44
269,JP066,Fukuoka,POP_DENS,2035.4,2050.83,2066.45,2082.26,2098.26,2114.45,2128.62,2142.99,2157.57,2172.34,2187.32,2203.54,2219.95,2236.57,2253.39
270,JP067,Kochi,GREEN_AREA_PC,23.9,23.9,23.91,23.91,23.91,23.91,24.02,24.12,24.23,24.33,24.44,24.49,24.54,24.6,24.65
271,JP067,Kochi,POP_DENS,510.63,510.55,510.47,510.4,510.34,510.29,508.06,505.85,503.66,501.49,499.34,498.26,497.19,496.14,495.09
272,JP071,Oita,GREEN_AREA_PC,62.57,62.44,62.3,62.17,62.03,61.89,61.69,61.48,61.27,61.06,60.86,60.68,60.51,60.33,60.16
273,JP071,Oita,POP_DENS,576.36,577.61,578.87,580.14,581.42,582.71,584.66,586.62,588.61,590.61,592.63,594.32,596.04,597.76,599.5
274,JP074,Kumamoto,GREEN_AREA_PC,24.65,24.57,24.49,24.4,24.32,24.24,24.15,24.07,23.99,23.9,23.82,23.73,23.64,23.56,23.47
275,JP074,Kumamoto,POP_DENS,1155.55,1159.42,1163.33,1167.29,1171.3,1175.35,1179.36,1183.43,1187.57,1191.78,1196.05,1200.41,1204.83,1209.31,1213.85
276,JP075,Nagasaki,GREEN_AREA_PC,14.75,14.81,14.88,14.94,15.01,15.07,15.13,15.19,15.26,15.32,15.38,15.44,15.51,15.57,15.63
277,JP075,Nagasaki,POP_DENS,1411.53,1405.33,1399.2,1393.14,1387.14,1381.21,1375.6,1370.02,1364.48,1358.97,1353.49,1347.94,1342.44,1336.99,1331.58
278,JP077,Kagoshima,GREEN_AREA_PC,12.3,12.29,12.28,12.26,12.25,12.24,12.24,12.24,12.23,12.23,12.23,12.22,12.21,12.21,12.2
279,JP077,Kagoshima,POP_DENS,915.3,916.18,917.07,917.96,918.85,919.75,919.92,920.1,920.28,920.46,920.64,921.2,921.76,922.32,922.89
280,JP078,Naha,GREEN_AREA_PC,99.63,98.94,98.25,97.57,96.89,96.22,95.67,95.12,94.58,94.03,93.49,92.89,92.3,91.71,91.12
281,JP078,Naha,POP_DENS,2566.7,2584.6,2602.62,2620.8,2639.12,2657.58,2672.8,2688.16,2703.68,2719.34,2735.16,2752.73,2770.43,2788.27,2806.25
282,JPN,Japan,POP_DENS,339.8,340.78,341.16,341.66,341.84,342.06,342.06,342.06,341.84,341.37,342.82,342.13,341.39,340.79,340.22
283,KOR,Korea,POP_DENS,472.63,476.14,478.8,481.19,483.0,483.99,486.34,488.61,492.14,494.49,496.78,500.49,502.75,504.92,506.97
284,KR004,Seoul Incheon,GREEN_AREA_PC,6.6,6.57,6.54,6.49,6.44,6.38,6.3,6.22,6.13,6.03,5.92,5.79,5.65,5.51,5.34
285,KR004,Seoul Incheon,POP_DENS,4320.1,4339.29,4363.79,4394.02,4430.46,4473.7,4524.43,4583.46,4651.78,4730.52,4821.06,4925.01,5044.31,5181.29,5338.72
286,KR015,Cheongju,GREEN_AREA_PC,100.77,100.13,99.4,98.57,97.65,96.65,95.55,94.36,93.08,91.72,90.27,88.74,87.12,85.43,83.67
287,KR015,Cheongju,POP_DENS,1144.29,1151.64,1160.14,1169.86,1180.84,1193.16,1206.87,1222.07,1238.84,1257.27,1277.46,1299.52,1323.57,1349.75,1378.19
288,KR018,Daejeon,GREEN_AREA_PC,35.05,34.86,34.64,34.39,34.11,33.8,33.46,33.09,32.69,32.27,31.81,31.33,30.81,30.28,29.71
289,KR018,Daejeon,POP_DENS,1427.2,1435.03,1444.16,1454.64,1466.54,1479.93,1494.91,1511.54,1529.95,1550.2,1572.43,1596.74,1623.28,1652.18,1683.57
290,KR022,Pohang,GREEN_AREA_PC,101.52,102.0,102.39,102.7,102.92,103.05,103.08,103.02,102.86,102.61,102.25,101.79,101.23,100.57,99.8
291,KR022,Pohang,POP_DENS,633.07,630.12,627.69,625.8,624.46,623.68,623.47,623.84,624.8,626.37,628.56,631.4,634.9,639.08,643.97
292,KR025,Daegu,GREEN_AREA_PC,33.65,33.78,33.88,33.95,33.99,34.0,33.97,33.91,33.82,33.68,33.51,33.3,33.04,32.73,32.38
293,KR025,Daegu,POP_DENS,2360.29,2351.45,2344.55,2339.67,2336.87,2336.26,2337.94,2342.03,2348.67,2358.02,2370.26,2385.6,2404.29,2426.59,2452.84
294,KR026,Jeonju,GREEN_AREA_PC,45.11,45.11,45.07,44.99,44.87,44.7,44.48,44.21,43.9,43.53,43.11,42.64,42.12,41.55,40.92
295,KR026,Jeonju,POP_DENS,1324.2,1324.16,1325.33,1327.75,1331.48,1336.58,1343.14,1351.23,1360.93,1372.36,1385.62,1400.85,1418.17,1437.75,1459.75
296,KR029,Ulsan,GREEN_AREA_PC,62.4,62.26,62.06,61.8,61.47,61.09,60.64,60.13,59.56,58.93,58.24,57.49,56.68,55.82,54.9
297,KR029,Ulsan,POP_DENS,1311.31,1314.26,1318.52,1324.12,1331.11,1339.53,1349.42,1360.86,1373.89,1388.6,1405.06,1423.36,1443.6,1465.89,1490.35
298,KR032,Busan,GREEN_AREA_PC,8.51,8.59,8.67,8.74,8.81,8.87,8.93,8.98,9.02,9.06,9.09,9.11,9.13,9.13,9.13
299,KR032,Busan,POP_DENS,5081.01,5032.79,4987.91,4946.41,4908.33,4873.75,4842.73,4815.36,4791.75,4771.99,4756.24,4744.66,4737.4,4734.64,4736.62
300,KR033,Changwon,GREEN_AREA_PC,1.55,1.57,1.59,1.61,1.62,1.64,1.65,1.67,1.68,1.7,1.71,1.73,1.74,1.75,1.76
301,KR033,Changwon,POP_DENS,4977.86,4922.5,4869.21,4818.01,4768.85,4721.71,4676.53,4633.35,4592.13,4552.85,4515.49,4480.06,4446.54,4414.91,4385.2
302,KR035,Gwangju,GREEN_AREA_PC,45.89,45.85,45.75,45.59,45.36,45.06,44.69,44.25,43.74,43.15,42.49,41.75,40.94,40.06,39.11
303,KR035,Gwangju,POP_DENS,2042.06,2043.62,2047.99,2055.29,2065.68,2079.36,2096.54,2117.44,2142.36,2171.58,2205.45,2244.35,2288.73,2339.07,2395.9
304,MEX,Mexico,POP_DENS,49.76,50.33,50.91,51.5,52.1,52.71,53.6,54.51,55.43,56.37,57.34,59.04,59.74,60.43,61.1
305,MEX01,Mexicali,GREEN_AREA_PC,11.05,10.76,10.48,10.21,9.94,9.68,9.43,9.18,8.94,8.7,8.48,8.25,8.04,7.83,7.62
306,MEX01,Mexicali,POP_DENS,45.42,46.65,47.9,49.19,50.52,51.88,53.27,54.71,56.18,57.69,59.24,60.84,62.48,64.16,65.88
307,MEX02,Tijuana,GREEN_AREA_PC,1.75,1.69,1.64,1.58,1.53,1.47,1.42,1.37,1.33,1.28,1.24,1.2,1.15,1.11,1.08
308,MEX02,Tijuana,POP_DENS,878.75,909.95,942.25,975.71,1010.35,1046.22,1083.37,1121.83,1161.66,1202.91,1245.61,1289.84,1335.63,1383.06,1432.16
309,MEX05,Juárez,GREEN_AREA_PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,MEX05,Juárez,POP_DENS,318.63,323.63,328.71,333.88,339.12,344.44,349.85,355.34,360.92,366.59,372.35,378.19,384.13,390.16,396.29
311,MEX08,Hermosillo,GREEN_AREA_PC,37.91,36.95,36.0,35.09,34.19,33.32,32.47,31.64,30.84,30.05,29.29,28.54,27.81,27.1,26.41
312,MEX08,Hermosillo,POP_DENS,35.79,36.73,37.69,38.68,39.69,40.73,41.79,42.88,44.01,45.16,46.34,47.55,48.79,50.07,51.38
313,MEX10,Chihuahua,GREEN_AREA_PC,2.88,2.82,2.76,2.7,2.64,2.59,2.53,2.48,2.43,2.38,2.32,2.28,2.23,2.18,2.13
314,MEX10,Chihuahua,POP_DENS,75.66,77.29,78.95,80.65,82.39,84.17,85.99,87.85,89.75,91.7,93.69,95.73,97.82,99.95,102.14
315,MEX16,Reynosa,GREEN_AREA_PC,53.04,51.3,49.6,47.96,46.37,44.82,43.33,41.88,40.47,39.11,37.79,36.51,35.28,34.08,32.92
316,MEX16,Reynosa,POP_DENS,110.54,114.31,118.21,122.26,126.46,130.82,135.34,140.02,144.89,149.93,155.16,160.59,166.22,172.06,178.12
317,MEX19,Monterrey,GREEN_AREA_PC,60.38,59.45,58.47,57.43,56.33,55.18,53.96,52.67,51.31,49.89,48.39,46.82,45.17,43.45,41.65
318,MEX19,Monterrey,POP_DENS,302.92,307.67,312.85,318.51,324.71,331.52,339.01,347.29,356.46,366.65,378.0,390.7,404.95,420.99,439.12
319,MEX20,Torreón,GREEN_AREA_PC,68.91,67.59,66.3,65.03,63.78,62.56,61.35,60.18,59.02,57.89,56.77,55.68,54.61,53.56,52.53
320,MEX20,Torreón,POP_DENS,88.97,90.71,92.48,94.29,96.13,98.02,99.93,101.89,103.89,105.92,108.0,110.12,112.28,114.48,116.73
321,MEX21,Saltillo,GREEN_AREA_PC,10.14,9.91,9.67,9.45,9.22,9.01,8.8,8.59,8.39,8.19,8.0,7.81,7.63,7.45,7.27
322,MEX21,Saltillo,POP_DENS,102.79,105.26,107.79,110.38,113.04,115.76,118.54,121.39,124.31,127.3,130.36,133.5,136.71,140.0,143.37
323,MEX22,Culiacán,GREEN_AREA_PC,758.56,747.42,736.44,725.63,714.97,704.47,694.13,683.94,673.89,664.0,654.25,644.64,635.17,625.84,616.65
324,MEX22,Culiacán,POP_DENS,118.7,120.47,122.26,124.09,125.94,127.81,129.72,131.65,133.61,135.6,137.62,139.68,141.76,143.87,146.01
325,MEX24,Durango,GREEN_AREA_PC,262.78,258.07,253.45,248.91,244.46,240.08,235.78,231.56,227.42,223.35,219.35,215.42,211.57,207.78,204.06
326,MEX24,Durango,POP_DENS,52.92,53.88,54.86,55.86,56.88,57.92,58.97,60.05,61.14,62.26,63.39,64.55,65.72,66.92,68.14
327,MEX28,Tampico,GREEN_AREA_PC,494.79,487.89,480.91,473.86,466.73,459.52,452.24,444.9,437.49,430.02,422.49,414.9,407.27,399.59,391.87
328,MEX28,Tampico,POP_DENS,311.18,315.58,320.15,324.92,329.89,335.06,340.45,346.07,351.93,358.05,364.43,371.09,378.05,385.31,392.91
329,MEX29,San Luis Potosí,GREEN_AREA_PC,38.51,37.76,37.02,36.29,35.58,34.87,34.18,33.49,32.82,32.15,31.5,30.86,30.22,29.59,28.98
