"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,158,"NLD","Netherlands","NETHERLANDS","Netherlands","Nederland","","Holland|The Netherlands|Netherlands","","Pays-Bas ","Países Bajos, Holanda ","<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+044B>","<U+0647><U+0648><U+0644><U+0646><U+062F><U+0627>","<U+8377><U+5170> ","","","Nederland","NL","","NL","528","1839","Present","15863747","35492.691","446.95813569052854","Western Europe","Europe","2","","","1","","High income: OECD","Debt not classified","EMU","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
