"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
1,158,"NLD","Netherlands",1,"Drenthe",1,"Aa en Hunze","NL.DR.AH",NA,"","Gemeente","Municipality","",""
2,158,"NLD","Netherlands",1,"Drenthe",2,"Assen","NL.DR.AS",NA,"","Gemeente","Municipality","",""
3,158,"NLD","Netherlands",1,"Drenthe",3,"Borger-Odoorn","NL.DR.BO",NA,"","Gemeente","Municipality","",""
4,158,"NLD","Netherlands",1,"Drenthe",4,"Coevorden","NL.DR.CO",NA,"","Gemeente","Municipality","",""
5,158,"NLD","Netherlands",1,"Drenthe",5,"De Wolden","NL.DR.DW",NA,"","Gemeente","Municipality","",""
6,158,"NLD","Netherlands",1,"Drenthe",6,"Emmen","NL.DR.EM",NA,"","Gemeente","Municipality","",""
7,158,"NLD","Netherlands",1,"Drenthe",7,"Hoogeveen","NL.DR.HO",NA,"","Gemeente","Municipality","",""
8,158,"NLD","Netherlands",1,"Drenthe",8,"Meppel","NL.DR.ME",NA,"","Gemeente","Municipality","",""
9,158,"NLD","Netherlands",1,"Drenthe",9,"Midden-Drenthe","NL.DR.MD",NA,"","Gemeente","Municipality","","Middenveld"
10,158,"NLD","Netherlands",1,"Drenthe",10,"Noordenveld","NL.DR.NO",NA,"","Gemeente","Municipality","",""
11,158,"NLD","Netherlands",1,"Drenthe",11,"Tynaarlo","NL.DR.TY",NA,"","Gemeente","Municipality","","Zuidlaren"
12,158,"NLD","Netherlands",1,"Drenthe",12,"Westerveld","NL.DR.WE",NA,"","Gemeente","Municipality","",""
13,158,"NLD","Netherlands",2,"Flevoland",13,"Almere","NL.FL.AL",NA,"","Gemeente","Municipality","",""
14,158,"NLD","Netherlands",2,"Flevoland",14,"Dronten","NL.FL.DR",NA,"","Gemeente","Municipality","",""
15,158,"NLD","Netherlands",2,"Flevoland",15,"Lelystad","NL.FL.LE",NA,"","Gemeente","Municipality","",""
16,158,"NLD","Netherlands",2,"Flevoland",16,"Noordoostpolder","NL.FL.NO",NA,"","Gemeente","Municipality","",""
17,158,"NLD","Netherlands",2,"Flevoland",17,"Urk","NL.FL.UR",NA,"","Gemeente","Municipality","",""
18,158,"NLD","Netherlands",2,"Flevoland",18,"Zeewolde","NL.FL.ZE",NA,"","Gemeente","Municipality","",""
19,158,"NLD","Netherlands",3,"Friesland",19,"Achtkarspelen","NL.FR.AC",NA,"","Gemeente","Municipality","",""
20,158,"NLD","Netherlands",3,"Friesland",20,"Ameland","NL.FR.AM",NA,"","Gemeente","Municipality","",""
21,158,"NLD","Netherlands",3,"Friesland",21,"Boarnsterhim","NL.FR.BR",NA,"","Gemeente","Municipality","",""
22,158,"NLD","Netherlands",3,"Friesland",22,"Bolsward","NL.FR.BL",NA,"","Gemeente","Municipality","",""
23,158,"NLD","Netherlands",3,"Friesland",23,"Dantumadeel","NL.FR.DA",NA,"","Gemeente","Municipality","",""
24,158,"NLD","Netherlands",3,"Friesland",24,"Dongeradeel","NL.FR.DO",NA,"","Gemeente","Municipality","",""
25,158,"NLD","Netherlands",3,"Friesland",25,"Ferwerderadiel","NL.FR.FE",NA,"","Gemeente","Municipality","","Ferwerderadeel"
26,158,"NLD","Netherlands",3,"Friesland",26,"Franekeradeel","NL.FR.FR",NA,"","Gemeente","Municipality","",""
27,158,"NLD","Netherlands",3,"Friesland",27,"Gaasterlân-Sleat","NL.FR.GS",NA,"","Gemeente","Municipality","",""
28,158,"NLD","Netherlands",3,"Friesland",28,"Harlingen","NL.FR.HA",NA,"","Gemeente","Municipality","",""
29,158,"NLD","Netherlands",3,"Friesland",29,"Heerenveen","NL.FR.HE",NA,"","Gemeente","Municipality","",""
30,158,"NLD","Netherlands",3,"Friesland",30,"Het Bildt","NL.FR.HB",NA,"","Gemeente","Municipality","",""
31,158,"NLD","Netherlands",3,"Friesland",31,"Kollumerland c.a.","NL.FR.KN",NA,"","Gemeente","Municipality","","Kollumerland en Nieuwkruisland"
32,158,"NLD","Netherlands",3,"Friesland",32,"Leeuwarden","NL.FR.LW",NA,"","Gemeente","Municipality","",""
33,158,"NLD","Netherlands",3,"Friesland",33,"Leeuwarderadeel","NL.FR.LD",NA,"","Gemeente","Municipality","",""
34,158,"NLD","Netherlands",3,"Friesland",34,"Lemsterland","NL.FR.LL",NA,"","Gemeente","Municipality","",""
35,158,"NLD","Netherlands",3,"Friesland",35,"Littenseradiel","NL.FR.LI",NA,"","Gemeente","Municipality","",""
36,158,"NLD","Netherlands",3,"Friesland",36,"Menaldumadeel","NL.FR.ME",NA,"","Gemeente","Municipality","",""
37,158,"NLD","Netherlands",3,"Friesland",37,"Nijefurd","NL.FR.NI",NA,"","Gemeente","Municipality","",""
38,158,"NLD","Netherlands",3,"Friesland",38,"Ooststellingwerf","NL.FR.OO",NA,"","Gemeente","Municipality","",""
39,158,"NLD","Netherlands",3,"Friesland",39,"Opsterland","NL.FR.OP",NA,"","Gemeente","Municipality","",""
40,158,"NLD","Netherlands",3,"Friesland",40,"Schiermonnikoog","NL.FR.SC",NA,"","Gemeente","Municipality","",""
41,158,"NLD","Netherlands",3,"Friesland",41,"Skarsterlân","NL.FR.SK",NA,"","Gemeente","Municipality","",""
42,158,"NLD","Netherlands",3,"Friesland",42,"Smallingerland","NL.FR.SM",NA,"","Gemeente","Municipality","",""
43,158,"NLD","Netherlands",3,"Friesland",43,"Sneek","NL.FR.SN",NA,"","Gemeente","Municipality","",""
44,158,"NLD","Netherlands",3,"Friesland",44,"Terschelling","NL.FR.TE",NA,"","Gemeente","Municipality","",""
45,158,"NLD","Netherlands",3,"Friesland",45,"Tytsjerksteradiel","NL.FR.TY",NA,"","Gemeente","Municipality","",""
46,158,"NLD","Netherlands",3,"Friesland",46,"Vlieland","NL.FR.VL",NA,"","Gemeente","Municipality","",""
47,158,"NLD","Netherlands",3,"Friesland",47,"Wûnseradiel","NL.FR.WU",NA,"","Gemeente","Municipality","",""
48,158,"NLD","Netherlands",3,"Friesland",48,"Weststellingwerf","NL.FR.WE",NA,"","Gemeente","Municipality","",""
49,158,"NLD","Netherlands",3,"Friesland",49,"Wymbritseradiel","NL.FR.WY",NA,"","Gemeente","Municipality","",""
50,158,"NLD","Netherlands",4,"Gelderland",50,"Aalten","NL.GE.AA",NA,"","Gemeente","Municipality","",""
51,158,"NLD","Netherlands",4,"Gelderland",51,"Angerlo","NL.GE.AN",NA,"","Gemeente","Municipality","",""
52,158,"NLD","Netherlands",4,"Gelderland",52,"Apeldoorn","NL.GE.AP",NA,"","Gemeente","Municipality","",""
53,158,"NLD","Netherlands",4,"Gelderland",53,"Arnhem","NL.GE.AR",NA,"","Gemeente","Municipality","",""
54,158,"NLD","Netherlands",4,"Gelderland",54,"Barneveld","NL.GE.BA",NA,"","Gemeente","Municipality","",""
55,158,"NLD","Netherlands",4,"Gelderland",55,"Bergh","NL.GE.BG",NA,"","Gemeente","Municipality","",""
56,158,"NLD","Netherlands",4,"Gelderland",56,"Beuningen","NL.GE.BE",NA,"","Gemeente","Municipality","",""
57,158,"NLD","Netherlands",4,"Gelderland",57,"Borculo","NL.GE.BO",NA,"","Gemeente","Municipality","",""
