"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
280,158,"NLD","Netherlands",9,"Noord-Holland",280,"Edam-Volendam","NL.NH.EV",NA,"","Gemeente","Municipality","",""
281,158,"NLD","Netherlands",9,"Noord-Holland",281,"Enkhuizen","NL.NH.EN",NA,"","Gemeente","Municipality","",""
282,158,"NLD","Netherlands",9,"Noord-Holland",282,"Graft-De Rijp","NL.NH.GD",NA,"","Gemeente","Municipality","",""
283,158,"NLD","Netherlands",9,"Noord-Holland",283,"Haarlem","NL.NH.HA",NA,"","Gemeente","Municipality","",""
284,158,"NLD","Netherlands",9,"Noord-Holland",284,"Haarlemmerliede c.a.","NL.NH.HS",NA,"","Gemeente","Municipality","","Haarlemmerliede en Spaarnwoude"
285,158,"NLD","Netherlands",9,"Noord-Holland",285,"Haarlemmermeer","NL.NH.HM",NA,"","Gemeente","Municipality","",""
286,158,"NLD","Netherlands",9,"Noord-Holland",286,"Harenkarspel","NL.NH.HP",NA,"","Gemeente","Municipality","",""
287,158,"NLD","Netherlands",9,"Noord-Holland",287,"Heemskerk","NL.NH.HK",NA,"","Gemeente","Municipality","",""
288,158,"NLD","Netherlands",9,"Noord-Holland",288,"Heemstede","NL.NH.HE",NA,"","Gemeente","Municipality","",""
289,158,"NLD","Netherlands",9,"Noord-Holland",289,"Heerhugowaard","NL.NH.HH",NA,"","Gemeente","Municipality","",""
290,158,"NLD","Netherlands",9,"Noord-Holland",290,"Heiloo","NL.NH.HL",NA,"","Gemeente","Municipality","",""
291,158,"NLD","Netherlands",9,"Noord-Holland",291,"Hilversum","NL.NH.HI",NA,"","Gemeente","Municipality","",""
292,158,"NLD","Netherlands",9,"Noord-Holland",292,"Hoorn","NL.NH.HO",NA,"","Gemeente","Municipality","",""
293,158,"NLD","Netherlands",9,"Noord-Holland",293,"Huizen","NL.NH.HU",NA,"","Gemeente","Municipality","",""
294,158,"NLD","Netherlands",9,"Noord-Holland",294,"Landsmeer","NL.NH.LM",NA,"","Gemeente","Municipality","",""
295,158,"NLD","Netherlands",9,"Noord-Holland",295,"Langedijk","NL.NH.LD",NA,"","Gemeente","Municipality","",""
296,158,"NLD","Netherlands",9,"Noord-Holland",296,"Laren","NL.NH.LR",NA,"","Gemeente","Municipality","",""
297,158,"NLD","Netherlands",9,"Noord-Holland",297,"Medemblik","NL.NH.ME",NA,"","Gemeente","Municipality","",""
298,158,"NLD","Netherlands",9,"Noord-Holland",298,"Muiden","NL.NH.MU",NA,"","Gemeente","Municipality","",""
299,158,"NLD","Netherlands",9,"Noord-Holland",299,"Naarden","NL.NH.NA",NA,"","Gemeente","Municipality","",""
300,158,"NLD","Netherlands",9,"Noord-Holland",300,"Niedorp","NL.NH.NI",NA,"","Gemeente","Municipality","",""
301,158,"NLD","Netherlands",9,"Noord-Holland",301,"Noorder-Koggenland","NL.NH.NK",NA,"","Gemeente","Municipality","",""
302,158,"NLD","Netherlands",9,"Noord-Holland",302,"Obdam","NL.NH.OB",NA,"","Gemeente","Municipality","",""
303,158,"NLD","Netherlands",9,"Noord-Holland",303,"Oostzaan","NL.NH.OO",NA,"","Gemeente","Municipality","",""
304,158,"NLD","Netherlands",9,"Noord-Holland",304,"Opmeer","NL.NH.OP",NA,"","Gemeente","Municipality","",""
305,158,"NLD","Netherlands",9,"Noord-Holland",305,"Ouder-Amstel","NL.NH.OA",NA,"","Gemeente","Municipality","",""
306,158,"NLD","Netherlands",9,"Noord-Holland",306,"Purmerend","NL.NH.PU",NA,"","Gemeente","Municipality","",""
307,158,"NLD","Netherlands",9,"Noord-Holland",307,"Schagen","NL.NH.SN",NA,"","Gemeente","Municipality","",""
308,158,"NLD","Netherlands",9,"Noord-Holland",308,"Schermer","NL.NH.SR",NA,"","Gemeente","Municipality","",""
309,158,"NLD","Netherlands",9,"Noord-Holland",309,"Stede Broec","NL.NH.SB",NA,"","Gemeente","Municipality","",""
310,158,"NLD","Netherlands",9,"Noord-Holland",310,"Texel","NL.NH.TE",NA,"","Gemeente","Municipality","",""
311,158,"NLD","Netherlands",9,"Noord-Holland",311,"Uitgeest","NL.NH.UG",NA,"","Gemeente","Municipality","",""
312,158,"NLD","Netherlands",9,"Noord-Holland",312,"Uithoorn","NL.NH.UH",NA,"","Gemeente","Municipality","",""
313,158,"NLD","Netherlands",9,"Noord-Holland",313,"Velsen","NL.NH.VL",NA,"","Gemeente","Municipality","",""
314,158,"NLD","Netherlands",9,"Noord-Holland",314,"Venhuizen","NL.NH.VN",NA,"","Gemeente","Municipality","",""
315,158,"NLD","Netherlands",9,"Noord-Holland",315,"Waterland","NL.NH.WA",NA,"","Gemeente","Municipality","",""
316,158,"NLD","Netherlands",9,"Noord-Holland",316,"Weesp","NL.NH.WS",NA,"","Gemeente","Municipality","",""
317,158,"NLD","Netherlands",9,"Noord-Holland",317,"Wervershoof","NL.NH.WV",NA,"","Gemeente","Municipality","",""
318,158,"NLD","Netherlands",9,"Noord-Holland",318,"Wester-Koggenland","NL.NH.WK",NA,"","Gemeente","Municipality","",""
319,158,"NLD","Netherlands",9,"Noord-Holland",319,"Wieringen","NL.NH.WR",NA,"","Gemeente","Municipality","",""
320,158,"NLD","Netherlands",9,"Noord-Holland",320,"Wieringermeer","NL.NH.WM",NA,"","Gemeente","Municipality","",""
321,158,"NLD","Netherlands",9,"Noord-Holland",321,"Wijdemeren","",NA,"","Gemeente","Municipality","",""
322,158,"NLD","Netherlands",9,"Noord-Holland",322,"Wognum","NL.NH.WG",NA,"","Gemeente","Municipality","",""
323,158,"NLD","Netherlands",9,"Noord-Holland",323,"Wormerland","NL.NH.WO",NA,"","Gemeente","Municipality","",""
324,158,"NLD","Netherlands",9,"Noord-Holland",324,"Zaanstad","NL.NH.ZS",NA,"","Gemeente","Municipality","",""
325,158,"NLD","Netherlands",9,"Noord-Holland",325,"Zandvoort","NL.NH.ZD",NA,"","Gemeente","Municipality","",""
326,158,"NLD","Netherlands",9,"Noord-Holland",326,"Zeevang","NL.NH.ZE",NA,"","Gemeente","Municipality","",""
327,158,"NLD","Netherlands",9,"Noord-Holland",327,"Zijpe","NL.NH.ZI",NA,"","Gemeente","Municipality","",""
328,158,"NLD","Netherlands",10,"Overijssel",328,"Almelo","NL.OV.AL",NA,"","Gemeente","Municipality","",""
329,158,"NLD","Netherlands",10,"Overijssel",329,"Bathmen","NL.OV.BA",NA,"","Gemeente","Municipality","",""
330,158,"NLD","Netherlands",10,"Overijssel",330,"Borne","NL.OV.BO",NA,"","Gemeente","Municipality","",""
331,158,"NLD","Netherlands",10,"Overijssel",331,"Dalfsen","NL.OV.DA",NA,"","Gemeente","Municipality","",""
332,158,"NLD","Netherlands",10,"Overijssel",332,"Deventer","NL.OV.DV",NA,"","Gemeente","Municipality","",""
333,158,"NLD","Netherlands",10,"Overijssel",333,"Dinkelland","NL.OV.DN",NA,"","Gemeente","Municipality","","Denekamp"
334,158,"NLD","Netherlands",10,"Overijssel",334,"Enschede","NL.OV.EN",NA,"","Gemeente","Municipality","",""
335,158,"NLD","Netherlands",10,"Overijssel",335,"Haaksbergen","NL.OV.HK",NA,"","Gemeente","Municipality","",""
336,158,"NLD","Netherlands",10,"Overijssel",336,"Hardenberg","NL.OV.HD",NA,"","Gemeente","Municipality","",""
337,158,"NLD","Netherlands",10,"Overijssel",337,"Hellendoorn","NL.OV.HL",NA,"","Gemeente","Municipality","",""
338,158,"NLD","Netherlands",10,"Overijssel",338,"Hengelo","NL.OV.HN",NA,"","Gemeente","Municipality","",""
339,158,"NLD","Netherlands",10,"Overijssel",339,"Hof van Twente","NL.OV.HT",NA,"","Gemeente","Municipality","",""
340,158,"NLD","Netherlands",10,"Overijssel",340,"Kampen","NL.OV.KA",NA,"","Gemeente","Municipality","",""
341,158,"NLD","Netherlands",10,"Overijssel",341,"Losser","NL.OV.LO",NA,"","Gemeente","Municipality","",""
342,158,"NLD","Netherlands",10,"Overijssel",342,"Oldenzaal","NL.OV.OZ",NA,"","Gemeente","Municipality","",""
343,158,"NLD","Netherlands",10,"Overijssel",343,"Olst-Wijhe","",NA,"","Gemeente","Municipality","","Olst"
344,158,"NLD","Netherlands",10,"Overijssel",344,"Ommen","NL.OV.OM",NA,"","Gemeente","Municipality","",""
345,158,"NLD","Netherlands",10,"Overijssel",345,"Raalte","NL.OV.RA",NA,"","Gemeente","Municipality","",""
346,158,"NLD","Netherlands",10,"Overijssel",346,"Rijssen","NL.OV.RI",NA,"","Gemeente","Municipality","",""
347,158,"NLD","Netherlands",10,"Overijssel",347,"Staphorst","NL.OV.SH",NA,"","Gemeente","Municipality","",""
348,158,"NLD","Netherlands",10,"Overijssel",348,"Steenwijkerland","NL.OV.SW",NA,"","Gemeente","Municipality","","Steenwijk"
349,158,"NLD","Netherlands",10,"Overijssel",349,"Tubbergen","NL.OV.TU",NA,"","Gemeente","Municipality","",""
350,158,"NLD","Netherlands",10,"Overijssel",350,"Twenterand","NL.OV.VR",NA,"","Gemeente","Municipality","","Vriezeveen"
351,158,"NLD","Netherlands",10,"Overijssel",351,"Wierden","NL.OV.WI",NA,"","Gemeente","Municipality","",""
352,158,"NLD","Netherlands",10,"Overijssel",352,"Zwartewaterland","NL.OV.ZW",NA,"","Gemeente","Municipality","",""
353,158,"NLD","Netherlands",10,"Overijssel",353,"Zwolle","NL.OV.ZL",NA,"","Gemeente","Municipality","",""
354,158,"NLD","Netherlands",11,"Utrecht",354,"Abcoude","NL.UT.AB",NA,"","Gemeente","Municipality","",""
355,158,"NLD","Netherlands",11,"Utrecht",355,"Amerongen","NL.UT.AN",NA,"","Gemeente","Municipality","",""
356,158,"NLD","Netherlands",11,"Utrecht",356,"Amersfoort","NL.UT.AF",NA,"","Gemeente","Municipality","",""
357,158,"NLD","Netherlands",11,"Utrecht",357,"Baarn","NL.UT.BA",NA,"","Gemeente","Municipality","",""
358,158,"NLD","Netherlands",11,"Utrecht",358,"Breukelen","NL.UT.BR",NA,"","Gemeente","Municipality","",""
359,158,"NLD","Netherlands",11,"Utrecht",359,"Bunnik","NL.UT.BK",NA,"","Gemeente","Municipality","",""
360,158,"NLD","Netherlands",11,"Utrecht",360,"Bunschoten","NL.UT.BS",NA,"","Gemeente","Municipality","",""
361,158,"NLD","Netherlands",11,"Utrecht",361,"De Bilt","NL.UT.DB",NA,"","Gemeente","Municipality","",""
362,158,"NLD","Netherlands",11,"Utrecht",362,"De Ronde Venen","NL.UT.DV",NA,"","Gemeente","Municipality","",""
363,158,"NLD","Netherlands",11,"Utrecht",363,"Doorn","NL.UT.DO",NA,"","Gemeente","Municipality","",""
364,158,"NLD","Netherlands",11,"Utrecht",364,"Driebergen-Rijsenburg","NL.UT.DR",NA,"","Gemeente","Municipality","",""
365,158,"NLD","Netherlands",11,"Utrecht",365,"Eemnes","NL.UT.EE",NA,"","Gemeente","Municipality","",""
366,158,"NLD","Netherlands",11,"Utrecht",366,"Houten","NL.UT.HO",NA,"","Gemeente","Municipality","",""
367,158,"NLD","Netherlands",11,"Utrecht",367,"IJsselstein","NL.UT.IJ",NA,"","Gemeente","Municipality","",""
368,158,"NLD","Netherlands",11,"Utrecht",368,"Leersum","NL.UT.LR",NA,"","Gemeente","Municipality","",""
369,158,"NLD","Netherlands",11,"Utrecht",369,"Leusden","NL.UT.LD",NA,"","Gemeente","Municipality","",""
370,158,"NLD","Netherlands",11,"Utrecht",370,"Loenen","NL.UT.LN",NA,"","Gemeente","Municipality","",""
371,158,"NLD","Netherlands",11,"Utrecht",371,"Lopik","NL.UT.LP",NA,"","Gemeente","Municipality","",""
372,158,"NLD","Netherlands",11,"Utrecht",372,"Maarn","NL.UT.MN",NA,"","Gemeente","Municipality","",""
373,158,"NLD","Netherlands",11,"Utrecht",373,"Maarssen","NL.UT.MS",NA,"","Gemeente","Municipality","",""
374,158,"NLD","Netherlands",11,"Utrecht",374,"Montfoort","NL.UT.MO",NA,"","Gemeente","Municipality","",""
375,158,"NLD","Netherlands",11,"Utrecht",375,"Nieuwegein","NL.UT.NI",NA,"","Gemeente","Municipality","",""
376,158,"NLD","Netherlands",11,"Utrecht",376,"Oudewater","NL.UT.OU",NA,"","Gemeente","Municipality","",""
377,158,"NLD","Netherlands",11,"Utrecht",377,"Renswoude","NL.UT.RE",NA,"","Gemeente","Municipality","",""
378,158,"NLD","Netherlands",11,"Utrecht",378,"Rhenen","NL.UT.RH",NA,"","Gemeente","Municipality","",""
379,158,"NLD","Netherlands",11,"Utrecht",379,"Soest","NL.UT.SO",NA,"","Gemeente","Municipality","",""
380,158,"NLD","Netherlands",11,"Utrecht",380,"Utrecht","NL.UT.UT",NA,"","Gemeente","Municipality","",""
381,158,"NLD","Netherlands",11,"Utrecht",381,"Veenendaal","NL.UT.VE",NA,"","Gemeente","Municipality","",""
382,158,"NLD","Netherlands",11,"Utrecht",382,"Vianen","",NA,"","Gemeente","Municipality","",""
383,158,"NLD","Netherlands",11,"Utrecht",383,"Wijk bij Duurstede","NL.UT.WD",NA,"","Gemeente","Municipality","",""
384,158,"NLD","Netherlands",11,"Utrecht",384,"Woerden","NL.UT.WR",NA,"","Gemeente","Municipality","",""
385,158,"NLD","Netherlands",11,"Utrecht",385,"Woudenberg","NL.UT.WB",NA,"","Gemeente","Municipality","",""
386,158,"NLD","Netherlands",11,"Utrecht",386,"Zeist","NL.UT.ZE",NA,"","Gemeente","Municipality","",""
387,158,"NLD","Netherlands",12,"Zeeland",387,"Borsele","NL.ZE.BO",NA,"","Gemeente","Municipality","",""
388,158,"NLD","Netherlands",12,"Zeeland",388,"Goes","NL.ZE.GO",NA,"","Gemeente","Municipality","",""
389,158,"NLD","Netherlands",12,"Zeeland",389,"Hulst","NL.ZE.HU",NA,"","Gemeente","Municipality","",""
390,158,"NLD","Netherlands",12,"Zeeland",390,"Kapelle","NL.ZE.KA",NA,"","Gemeente","Municipality","",""
391,158,"NLD","Netherlands",12,"Zeeland",391,"Middelburg","NL.ZE.MI",NA,"","Gemeente","Municipality","",""
392,158,"NLD","Netherlands",12,"Zeeland",392,"Noord-Beveland","NL.ZE.NB",NA,"","Gemeente","Municipality","",""
393,158,"NLD","Netherlands",12,"Zeeland",393,"Reimerswaal","NL.ZE.RE",NA,"","Gemeente","Municipality","",""
394,158,"NLD","Netherlands",12,"Zeeland",394,"Schouwen-Duiveland","NL.ZE.SD",NA,"","Gemeente","Municipality","",""
395,158,"NLD","Netherlands",12,"Zeeland",395,"Sluis","",NA,"","Gemeente","Municipality","",""
396,158,"NLD","Netherlands",12,"Zeeland",396,"Terneuzen","NL.ZE.TE",NA,"","Gemeente","Municipality","",""
397,158,"NLD","Netherlands",12,"Zeeland",397,"Tholen","NL.ZE.TH",NA,"","Gemeente","Municipality","",""
398,158,"NLD","Netherlands",12,"Zeeland",398,"Veere","NL.ZE.VE",NA,"","Gemeente","Municipality","",""
399,158,"NLD","Netherlands",12,"Zeeland",399,"Vlissingen","NL.ZE.VL",NA,"","Gemeente","Municipality","",""
400,158,"NLD","Netherlands",13,"Zeeuwse meren",400,"","",NA,"","Gemeente","Water body","",""
401,158,"NLD","Netherlands",14,"Zuid-Holland",401,"'s-Gravendeel","NL.ZH.SD",NA,"","Gemeente","Municipality","",""
402,158,"NLD","Netherlands",14,"Zuid-Holland",402,"'s-Gravenhage","",NA,"","Gemeente","Municipality","",""
403,158,"NLD","Netherlands",14,"Zuid-Holland",403,"'s-Gravenzande","NL.ZH.SZ",NA,"","Gemeente","Municipality","",""
404,158,"NLD","Netherlands",14,"Zuid-Holland",404,"Alblasserdam","NL.ZH.AS",NA,"","Gemeente","Municipality","",""
405,158,"NLD","Netherlands",14,"Zuid-Holland",405,"Albrandswaard","NL.ZH.AW",NA,"","Gemeente","Municipality","",""
406,158,"NLD","Netherlands",14,"Zuid-Holland",406,"Alkemade","NL.ZH.AK",NA,"","Gemeente","Municipality","",""
407,158,"NLD","Netherlands",14,"Zuid-Holland",407,"Alphen aan den Rijn","NL.ZH.AR",NA,"","Gemeente","Municipality","",""
408,158,"NLD","Netherlands",14,"Zuid-Holland",408,"Barendrecht","NL.ZH.BA",NA,"","Gemeente","Municipality","",""
409,158,"NLD","Netherlands",14,"Zuid-Holland",409,"Bergambacht","NL.ZH.BB",NA,"","Gemeente","Municipality","",""
410,158,"NLD","Netherlands",14,"Zuid-Holland",410,"Bergschenhoek","NL.ZH.BH",NA,"","Gemeente","Municipality","",""
411,158,"NLD","Netherlands",14,"Zuid-Holland",411,"Berkel en Rodenrijs","NL.ZH.BR",NA,"","Gemeente","Municipality","",""
412,158,"NLD","Netherlands",14,"Zuid-Holland",412,"Bernisse","NL.ZH.BE",NA,"","Gemeente","Municipality","",""
413,158,"NLD","Netherlands",14,"Zuid-Holland",413,"Binnenmaas","NL.ZH.BI",NA,"","Gemeente","Municipality","",""
414,158,"NLD","Netherlands",14,"Zuid-Holland",414,"Bleiswijk","NL.ZH.BW",NA,"","Gemeente","Municipality","",""
415,158,"NLD","Netherlands",14,"Zuid-Holland",415,"Bodegraven","NL.ZH.BG",NA,"","Gemeente","Municipality","",""
416,158,"NLD","Netherlands",14,"Zuid-Holland",416,"Boskoop","NL.ZH.BK",NA,"","Gemeente","Municipality","",""
417,158,"NLD","Netherlands",14,"Zuid-Holland",417,"Brielle","NL.ZH.BL",NA,"","Gemeente","Municipality","",""
418,158,"NLD","Netherlands",14,"Zuid-Holland",418,"Capelle aan den IJssel","NL.ZH.CI",NA,"","Gemeente","Municipality","",""
419,158,"NLD","Netherlands",14,"Zuid-Holland",419,"Cromstrijen","NL.ZH.CR",NA,"","Gemeente","Municipality","",""
420,158,"NLD","Netherlands",14,"Zuid-Holland",420,"De Lier","NL.ZH.DL",NA,"","Gemeente","Municipality","",""
421,158,"NLD","Netherlands",14,"Zuid-Holland",421,"Delft","NL.ZH.DE",NA,"","Gemeente","Municipality","",""
422,158,"NLD","Netherlands",14,"Zuid-Holland",422,"Dirksland","NL.ZH.DI",NA,"","Gemeente","Municipality","",""
423,158,"NLD","Netherlands",14,"Zuid-Holland",423,"Dordrecht","NL.ZH.DO",NA,"","Gemeente","Municipality","",""
424,158,"NLD","Netherlands",14,"Zuid-Holland",424,"Giessenlanden","NL.ZH.GI",NA,"","Gemeente","Municipality","",""
425,158,"NLD","Netherlands",14,"Zuid-Holland",425,"Goedereede","NL.ZH.GD",NA,"","Gemeente","Municipality","",""
426,158,"NLD","Netherlands",14,"Zuid-Holland",426,"Gorinchem","NL.ZH.GC",NA,"","Gemeente","Municipality","",""
427,158,"NLD","Netherlands",14,"Zuid-Holland",427,"Gouda","NL.ZH.GO",NA,"","Gemeente","Municipality","",""
428,158,"NLD","Netherlands",14,"Zuid-Holland",428,"Graafstroom","NL.ZH.GR",NA,"","Gemeente","Municipality","",""
429,158,"NLD","Netherlands",14,"Zuid-Holland",429,"Hardinxveld-Giessendam","NL.ZH.HG",NA,"","Gemeente","Municipality","",""
430,158,"NLD","Netherlands",14,"Zuid-Holland",430,"Hellevoetsluis","NL.ZH.HV",NA,"","Gemeente","Municipality","",""
431,158,"NLD","Netherlands",14,"Zuid-Holland",431,"Hendrik-Ido-Ambacht","NL.ZH.HI",NA,"","Gemeente","Municipality","",""
432,158,"NLD","Netherlands",14,"Zuid-Holland",432,"Hillegom","NL.ZH.HL",NA,"","Gemeente","Municipality","",""
433,158,"NLD","Netherlands",14,"Zuid-Holland",433,"Jacobswoude","NL.ZH.JA",NA,"","Gemeente","Municipality","",""
434,158,"NLD","Netherlands",14,"Zuid-Holland",434,"Katwijk","NL.ZH.KA",NA,"","Gemeente","Municipality","",""
435,158,"NLD","Netherlands",14,"Zuid-Holland",435,"Korendijk","NL.ZH.KO",NA,"","Gemeente","Municipality","",""
436,158,"NLD","Netherlands",14,"Zuid-Holland",436,"Krimpen aan den IJssel","NL.ZH.KI",NA,"","Gemeente","Municipality","",""
437,158,"NLD","Netherlands",14,"Zuid-Holland",437,"Leerdam","NL.ZH.LR",NA,"","Gemeente","Municipality","",""
438,158,"NLD","Netherlands",14,"Zuid-Holland",438,"Leiden","NL.ZH.LD",NA,"","Gemeente","Municipality","",""
439,158,"NLD","Netherlands",14,"Zuid-Holland",439,"Leiderdorp","NL.ZH.LP",NA,"","Gemeente","Municipality","",""
440,158,"NLD","Netherlands",14,"Zuid-Holland",440,"Leidschendam-Voorburg","",NA,"","Gemeente","Municipality","",""
441,158,"NLD","Netherlands",14,"Zuid-Holland",441,"Liemeer","NL.ZH.LM",NA,"","Gemeente","Municipality","",""
442,158,"NLD","Netherlands",14,"Zuid-Holland",442,"Liesveld","NL.ZH.LV",NA,"","Gemeente","Municipality","",""
443,158,"NLD","Netherlands",14,"Zuid-Holland",443,"Lisse","NL.ZH.LS",NA,"","Gemeente","Municipality","",""
444,158,"NLD","Netherlands",14,"Zuid-Holland",444,"Maasland","NL.ZH.ML",NA,"","Gemeente","Municipality","",""
445,158,"NLD","Netherlands",14,"Zuid-Holland",445,"Maassluis","NL.ZH.MS",NA,"","Gemeente","Municipality","",""
446,158,"NLD","Netherlands",14,"Zuid-Holland",446,"Middelharnis","NL.ZH.MI",NA,"","Gemeente","Municipality","",""
447,158,"NLD","Netherlands",14,"Zuid-Holland",447,"Monster","NL.ZH.MN",NA,"","Gemeente","Municipality","",""
448,158,"NLD","Netherlands",14,"Zuid-Holland",448,"Moordrecht","NL.ZH.MR",NA,"","Gemeente","Municipality","",""
449,158,"NLD","Netherlands",14,"Zuid-Holland",449,"Naaldwijk","NL.ZH.NA",NA,"","Gemeente","Municipality","",""
450,158,"NLD","Netherlands",14,"Zuid-Holland",450,"Nederlek","NL.ZH.NE",NA,"","Gemeente","Municipality","",""
451,158,"NLD","Netherlands",14,"Zuid-Holland",451,"Nieuw-Lekkerland","NL.ZH.NL",NA,"","Gemeente","Municipality","",""
452,158,"NLD","Netherlands",14,"Zuid-Holland",452,"Nieuwerkerk aan den IJssel","NL.ZH.NI",NA,"","Gemeente","Municipality","",""
453,158,"NLD","Netherlands",14,"Zuid-Holland",453,"Nieuwkoop","NL.ZH.NK",NA,"","Gemeente","Municipality","",""
454,158,"NLD","Netherlands",14,"Zuid-Holland",454,"Noordwijkerhout","NL.ZH.NH",NA,"","Gemeente","Municipality","",""
455,158,"NLD","Netherlands",14,"Zuid-Holland",455,"Noordwijk","NL.ZH.NW",NA,"","Gemeente","Municipality","",""
456,158,"NLD","Netherlands",14,"Zuid-Holland",456,"Oegstgeest","NL.ZH.OE",NA,"","Gemeente","Municipality","",""
457,158,"NLD","Netherlands",14,"Zuid-Holland",457,"Oostflakkee","NL.ZH.OO",NA,"","Gemeente","Municipality","",""
458,158,"NLD","Netherlands",14,"Zuid-Holland",458,"Oud-Beijerland","NL.ZH.OB",NA,"","Gemeente","Municipality","",""
459,158,"NLD","Netherlands",14,"Zuid-Holland",459,"Ouderkerk","NL.ZH.OU",NA,"","Gemeente","Municipality","",""
460,158,"NLD","Netherlands",14,"Zuid-Holland",460,"Papendrecht","NL.ZH.PA",NA,"","Gemeente","Municipality","",""
461,158,"NLD","Netherlands",14,"Zuid-Holland",461,"Pijnacker-Nootdorp","",NA,"","Gemeente","Municipality","",""
462,158,"NLD","Netherlands",14,"Zuid-Holland",462,"Reeuwijk","NL.ZH.RE",NA,"","Gemeente","Municipality","",""
463,158,"NLD","Netherlands",14,"Zuid-Holland",463,"Ridderkerk","NL.ZH.RK",NA,"","Gemeente","Municipality","",""
464,158,"NLD","Netherlands",14,"Zuid-Holland",464,"Rijnsburg","NL.ZH.RB",NA,"","Gemeente","Municipality","",""
465,158,"NLD","Netherlands",14,"Zuid-Holland",465,"Rijnwoude","NL.ZH.RW",NA,"","Gemeente","Municipality","",""
466,158,"NLD","Netherlands",14,"Zuid-Holland",466,"Rijswijk","NL.ZH.RJ",NA,"","Gemeente","Municipality","",""
467,158,"NLD","Netherlands",14,"Zuid-Holland",467,"Rotterdam","NL.ZH.RT",NA,"","Gemeente","Municipality","",""
468,158,"NLD","Netherlands",14,"Zuid-Holland",468,"Rozenburg","NL.ZH.RZ",NA,"","Gemeente","Municipality","",""
469,158,"NLD","Netherlands",14,"Zuid-Holland",469,"Sassenheim","NL.ZH.SS",NA,"","Gemeente","Municipality","",""
470,158,"NLD","Netherlands",14,"Zuid-Holland",470,"Schiedam","NL.ZH.SM",NA,"","Gemeente","Municipality","",""
471,158,"NLD","Netherlands",14,"Zuid-Holland",471,"Schipluiden","NL.ZH.SC",NA,"","Gemeente","Municipality","",""
472,158,"NLD","Netherlands",14,"Zuid-Holland",472,"Schoonhoven","NL.ZH.SH",NA,"","Gemeente","Municipality","",""
473,158,"NLD","Netherlands",14,"Zuid-Holland",473,"Sliedrecht","NL.ZH.SL",NA,"","Gemeente","Municipality","",""
474,158,"NLD","Netherlands",14,"Zuid-Holland",474,"Spijkenisse","NL.ZH.SP",NA,"","Gemeente","Municipality","",""
475,158,"NLD","Netherlands",14,"Zuid-Holland",475,"Strijen","NL.ZH.ST",NA,"","Gemeente","Municipality","",""
476,158,"NLD","Netherlands",14,"Zuid-Holland",476,"Ter Aar","NL.ZH.TA",NA,"","Gemeente","Municipality","",""
477,158,"NLD","Netherlands",14,"Zuid-Holland",477,"Valkenburg","NL.ZH.VA",NA,"","Gemeente","Municipality","",""
478,158,"NLD","Netherlands",14,"Zuid-Holland",478,"Vlaardingen","NL.ZH.VD",NA,"","Gemeente","Municipality","",""
479,158,"NLD","Netherlands",14,"Zuid-Holland",479,"Vlist","NL.ZH.VT",NA,"","Gemeente","Municipality","",""
480,158,"NLD","Netherlands",14,"Zuid-Holland",480,"Voorhout","NL.ZH.VH",NA,"","Gemeente","Municipality","",""
481,158,"NLD","Netherlands",14,"Zuid-Holland",481,"Voorschoten","NL.ZH.VS",NA,"","Gemeente","Municipality","",""
482,158,"NLD","Netherlands",14,"Zuid-Holland",482,"Waddinxveen","NL.ZH.WX",NA,"","Gemeente","Municipality","",""
483,158,"NLD","Netherlands",14,"Zuid-Holland",483,"Warmond","NL.ZH.WM",NA,"","Gemeente","Municipality","",""
484,158,"NLD","Netherlands",14,"Zuid-Holland",484,"Wassenaar","NL.ZH.WS",NA,"","Gemeente","Municipality","",""
485,158,"NLD","Netherlands",14,"Zuid-Holland",485,"Wateringen","NL.ZH.WT",NA,"","Gemeente","Municipality","",""
486,158,"NLD","Netherlands",14,"Zuid-Holland",486,"Westvoorne","NL.ZH.WE",NA,"","Gemeente","Municipality","",""
487,158,"NLD","Netherlands",14,"Zuid-Holland",487,"Zederik","NL.ZH.ZE",NA,"","Gemeente","Municipality","",""
488,158,"NLD","Netherlands",14,"Zuid-Holland",488,"Zevenhuizen-Moerkapelle","NL.ZH.ZM",NA,"","Gemeente","Municipality","",""
489,158,"NLD","Netherlands",14,"Zuid-Holland",489,"Zoetermeer","NL.ZH.ZR",NA,"","Gemeente","Municipality","",""
490,158,"NLD","Netherlands",14,"Zuid-Holland",490,"Zoeterwoude","NL.ZH.ZD",NA,"","Gemeente","Municipality","",""
491,158,"NLD","Netherlands",14,"Zuid-Holland",491,"Zwijndrecht","NL.ZH.ZW",NA,"","Gemeente","Municipality","",""
