id	relid	year	active_year	code_status	type_of_violence	conflict_dset_id	conflict_new_id	conflict_name	dyad_dset_id	dyad_new_id	dyad_name	side_a_dset_id	side_a_new_id	side_a	side_b_dset_id	side_b_new_id	side_b	number_of_sources	source_article	source_office	source_date	source_headline	source_original	where_prec	where_coordinates	where_description	adm_1	adm_2	latitude	longitude	geom_wkt	priogrid_gid	country	country_id	region	event_clarity	date_prec	date_start	date_end	deaths_a	deaths_b	deaths_civilians	deaths_unknown	best_est	high_est	low_est
83870	COL-2008-1-237-1	2008	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	1	"EFE News Service,2008-01-01,6 FARC rebels killed in fighting in Colombia"	EFE News Service	2008-01-01	6 FARC rebels killed in fighting in Colombia	the army	1	La Ventura village	Ventura town (rural section)

	Cauca department	El Tambo municipality	2.500739	-76.874753	POINT (-76.874753 2.500739)	133407	Colombia	100	Americas	1	5	01/01/2008 00:00:00	12/31/2008 00:00:00	0	3	0	0	3	3	3
115491	COL-2008-3-1604-5	2008	True	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	One dead, 12 injured by FARC bomb in Colombia, 23 August 2008, EFE News Service				the police	1	San Rafael town	San Rafael town (opposite police headquarters)	Antioquia department	San Rafael municipality	6.200757	-75.591765	POINT (-75.591765 6.200757)	138449	Colombia	100	Americas	1	1	08/23/2008 00:00:00	08/23/2008 00:00:00	0	0	1	0	1	1	1
115492	COL-2005-1-342-40	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Army ANE News 1/5				Military	4	Antioquia department	Province: Antioquia
Segovia town and Remedio town	Antioquia department		7	-75.5	POINT (-75.500000 7.000000)	139890	Colombia	100	Americas	1	1	05/01/2005 00:00:00	05/01/2005 00:00:00	0	1	0	0	1	1	1
115493	COL-2005-1-342-41	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 2/5					3	Carmen de Viboral municipality	Carmen de Viboral municipality	Antioquia department	Carmen de Viboral municipality	6	-75.25	POINT (-75.250000 6.000000)	138450	Colombia	100	Americas	1	1	05/02/2005 00:00:00	05/02/2005 00:00:00	0	4	0	0	4	4	4
115508	COL-2010-3-1604-1	2010	False	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	FARC rebels kill 2 in attack in southwestern Colombia, 24 February 2010, EFE News Service				officials	1	Mandiba village	Mandiba village	Cauca department	Santander de Quilichao municipality	2.944142	-76.542784	POINT (-76.542784 2.944142)	133407	Colombia	100	Americas	1	2	02/20/2010 00:00:00	02/21/2010 00:00:00	0	0	0	2	2	2	2
115509	COL-2005-1-342-43	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 9/5					3	Anorí municipality	Province: Antioquia, Municipality: Anori	Antioquia department	Anorí municipality	7.166667	-75.083333	POINT (-75.083333 7.166667)	139890	Colombia	100	Americas	1	1	05/09/2005 00:00:00	05/09/2005 00:00:00	0	1	0	0	1	1	1
115510	COL-2006-1-342-6	2006	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Agence France Presse 060328 "Colombian army kills 11 leftist rebels				Military	5	Eastern Colombia	Eastern Colombia			5	-69.5	POINT (-69.500000 5.000000)	137022	Colombia	100	Americas	1	1	03/28/2006 00:00:00	03/28/2006 00:00:00	0	2	0	0	2	2	2
115511	COL-2005-1-237-26	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 2/2					3	Milán municipality	Province: Caqueta, Municipality: Milan	Caquetá department	Milán municipality	1.211122	-75.392396	POINT (-75.392396 1.211122)	131250	Colombia	100	Americas	1	1	02/02/2005 00:00:00	02/02/2005 00:00:00	1	0	0	0	1	1	1
115512	COL-2005-1-237-88	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 21/3					3	Fómeque municipality	Province: Cundinamarca, Municipality: Fomeque	Cundinamarca department	Fómeque municipality	4.583333	-73.833333	POINT (-73.833333 4.583333)	136293	Colombia	100	Americas	1	1	03/21/2005 00:00:00	03/21/2005 00:00:00	0	3	0	0	3	3	3
115513	COL-2005-1-237-143	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 8/5					3	Turbaco municipality	Province: Bolivar, Municipality: Turbaco	Bolívar department	Turbaco municipality	10.35	-75.333333	POINT (-75.333333 10.350000)	144210	Colombia	100	Americas	1	1	05/08/2005 00:00:00	05/08/2005 00:00:00	0	2	0	0	2	2	2
115514	COL-2005-1-237-197	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 14/6					3	Zambrano municipality	Zambrano municipality	Bolívar department	Zambrano municipality	9.445719	-74.495688	POINT (-74.495688 9.445719)	142772	Colombia	100	Americas	1	1	06/14/2005 00:00:00	06/14/2005 00:00:00	0	3	0	0	3	3	3
115515	COL-2005-1-237-254	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 7/8				Military	1	Corinto town	Province: Cauca, city of Corinto	Cauca department	Corinto municipality	3.173011	-76.262747	POINT (-76.262747 3.173011)	134128	Colombia	100	Americas	1	1	08/07/2005 00:00:00	08/07/2005 00:00:00	0	2	0	0	2	2	2
115516	COL-2005-1-237-313	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	AP 16/10 & Noche y Niebla15/10				Government officials	3	Dabeiba municipality	Dabeiba municipality	Antioquia department	Dabeiba municipality	7	-76.25	POINT (-76.250000 7.000000)	139888	Colombia	100	Americas	1	1	10/15/2005 00:00:00	10/15/2005 00:00:00	6	0	0	0	6	6	6
115517	COL-2005-1-237-365	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 25/12-05					3	Dabeiba municipality	Dabeiba municipality	Antioquia department	Dabeiba municipality	7	-76.25	POINT (-76.250000 7.000000)	139888	Colombia	100	Americas	1	1	12/25/2005 00:00:00	12/25/2005 00:00:00	0	1	0	0	1	1	1
115518	COL-2007-1-237-4	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	At least 5 Colombian police officers die in rebel ambush, 14 January 2007, EFE News Service				Police	2	Puerto Asís town	Puerto Asis town (rural zone near the town)	Putumayo department	Puerto Asís municipality	0.513278	-76.500748	POINT (-76.500748 0.513278)	130527	Colombia	100	Americas	1	1	01/14/2007 00:00:00	01/14/2007 00:00:00	5	0	0	0	5	5	5
115519	COL-2008-1-237-36	2008	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Roadside bomb kills 3 police, wounds 5 others in Colombia, 5 June 2008, EFE News Service				National Police	3	Génova municipality	Genova municipality	Quindío department	Génova municipality	4.25	-75.666667	POINT (-75.666667 4.250000)	135569	Colombia	100	Americas	1	1	06/05/2008 00:00:00	06/05/2008 00:00:00	3	0	0	0	3	3	3
115520	COL-2010-1-237-24	2010	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Indian leader dies in clashes between army and rebels in Colombia, 3 May 2010, EFE News Service				officials	4	Cauca department	Cauca department (around Toribio and Caloto town)	Cauca department		2.5	-76.833333	POINT (-76.833333 2.500000)	133407	Colombia	100	Americas	1	2	05/02/2010 00:00:00	05/03/2010 00:00:00	0	0	1	0	1	1	1
115848	COL-2008-1-237-37	2008	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebels kill 3 police in southern Colombia, 23 June 2008, EFE News Service				officials	1	Caldono town	Caldono town	Cauca department	Caldono municipality	2.797395	-76.483165	POINT (-76.483165 2.797395)	133408	Colombia	100	Americas	1	1	06/23/2008 00:00:00	06/23/2008 00:00:00	2	0	0	0	2	2	2
115849	COL-2008-1-237-38	2008	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebels kill 3 police in southern Colombia, 23 June 2008, EFE News Service				officials	1	Caguán village	Caguán village	Huila department	Neiva municipality	2.863526	-75.233726	POINT (-75.233726 2.863526)	133410	Colombia	100	Americas	1	1	06/23/2008 00:00:00	06/23/2008 00:00:00	1	0	0	0	1	1	1
115851	COL-2010-1-237-25	2010	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian army troops kill 3 FARC rebels, capture 17,  9 May 2010, EFE News Service				authorities	2	Neiva town	Neiva town (near)	Huila department	Neiva municipality	2.927299	-75.281885	POINT (-75.281885 2.927299)	133410	Colombia	100	Americas	1	1	05/09/2010 00:00:00	05/09/2010 00:00:00	0	3	0	0	3	3	3
115852	COL-2005-1-237-370	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 5/1					3	El Bagre municipality	Province: Antioquia, Municipality: El Bagre	Antioquia department	El Bagre municipality	7.3617	-74.4831	POINT (-74.483100 7.361700)	139892	Colombia	100	Americas	1	1	01/05/2005 00:00:00	01/05/2005 00:00:00	0	0	0	0	0	1	0
115853	COL-2005-1-237-371	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 5/1					3	Urrao municipality	Province: Antioquia, Municipality: Urrao	Antioquia department	Urrao municipality	6.333333	-76.416667	POINT (-76.416667 6.333333)	138448	Colombia	100	Americas	1	1	01/05/2005 00:00:00	01/05/2005 00:00:00	0	0	0	0	0	1	0
115854	COL-2010-1-237-32	2010	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	9 Colombian marines die in rebel attack, 24 May 2010,  EFE News Service				the armed forces	4	Tolima  department	Tolima department	Tolima  department		4	-75.25	POINT (-75.250000 4.000000)	135570	Colombia	100	Americas	1	1	05/24/2010 00:00:00	05/24/2010 00:00:00	0	3	0	0	3	3	3
115856	COL-2005-1-237-255.1	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE 10/8				Authorities	1	Vigía del Fuerte town	North western jungle between the provinces Antioquia and Choco in the towns Vigia del Fuerte and Urrao	Antioquia department	Vigía del Fuerte municipality	6.578911	-76.886278	POINT (-76.886278 6.578911)	139167	Colombia	100	Americas	1	1	08/10/2005 00:00:00	08/10/2005 00:00:00	0	15	0	0	15	15	15
115857	COL-2005-1-237-200	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 15/6					3	Puerto Libertad municipality	Province: Cordoba, Municipality: Puerto Libertador	Córdoba department	Puerto Libertad municipality	7.888056	-75.671667	POINT (-75.671667 7.888056)	140609	Colombia	100	Americas	1	1	06/15/2005 00:00:00	06/15/2005 00:00:00	1	4	0	0	5	5	5
115858	COL-2005-1-237-201	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 17/6					3	Plato municipality	Province: Magdalena, Municipality: Plato	Magdalena department	Plato municipality	9.833333	-74.333333	POINT (-74.333333 9.833333)	143492	Colombia	100	Americas	1	1	06/17/2005 00:00:00	06/17/2005 00:00:00	0	2	0	0	2	2	2
115859	COL-2005-1-237-314	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	AFP 17/10 & Noche y Niebla 16/10				General	3	Mistrató municipality	Mistrato municipality	Risaralda department	Mistrató municipality	5.416667	-76	POINT (-76.000000 5.416667)	137009	Colombia	100	Americas	1	1	10/16/2005 00:00:00	10/16/2005 00:00:00	5	0	0	0	5	5	5
115860	COL-2005-1-237-315	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 16/10					3	Hacarí municipality	Hacari municipality	Norte de Santander department	Hacarí municipality	8.5	-73.083333	POINT (-73.083333 8.500000)	142054	Colombia	100	Americas	1	1	10/16/2005 00:00:00	10/16/2005 00:00:00	0	2	0	0	2	2	2
115861	COL-2005-1-237-366	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 25/12-05				regional press and military sources	3	Frontino municipality	Frontino municipality	Antioquia department	Frontino municipality	6.666667	-76.333333	POINT (-76.333333 6.666667)	139168	Colombia	100	Americas	1	1	12/25/2005 00:00:00	12/25/2005 00:00:00	0	3	0	0	3	3	3
115862	COL-2005-1-237-367	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 27/12-05					3	Puerto Yuca municipality	Puerto Yuca municipality (= Puerto Rico)	Meta department	Puerto Yuca municipality	2.938333	-73.208333	POINT (-73.208333 2.938333)	133414	Colombia	100	Americas	1	1	12/27/2005 00:00:00	12/27/2005 00:00:00	1	0	0	0	1	1	1
115863	COL-2005-1-237-368	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters News 27/12-05 & Noche y Niebla 27/12-05				An army general	3	Vista Hermosa municipality	Vista Hermosa municipality (south of Bogotá)	Meta department	Vista Hermosa municipality	2.904073	-73.532116	POINT (-73.532116 2.904073)	133413	Colombia	100	Americas	1	1	12/27/2005 00:00:00	12/27/2005 00:00:00	29	5	0	0	34	34	34
115864	COL-2005-1-237-369	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	AP 30/12-05 & Noche y Niebla 29/12-05				An official	3	El Doncello municipality	El Doncello municipality(In AP it was reported Puerto Rico in southern Colombia)	Caquetá department	El Doncello municipality	1.661137	-75.10834	POINT (-75.108340 1.661137)	131970	Colombia	100	Americas	1	1	12/29/2005 00:00:00	12/29/2005 00:00:00	2	1	0	0	3	3	3
115865	COL-2005-1-237-146	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 8/5					3	Mesetas municipality	Province: Meta, Municipality: Mesetas	Meta department	Mesetas municipality	3.155578	-74.099383	POINT (-74.099383 3.155578)	134132	Colombia	100	Americas	1	1	05/08/2005 00:00:00	05/08/2005 00:00:00	0	1	0	0	1	1	1
115866	COL-2005-1-237-147	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 9/5					3	Fundación municipality	Province: Magdalena, Municipality: Fundacion	Magdalena department	Fundación municipality	10.416667	-73.916667	POINT (-73.916667 10.416667)	144213	Colombia	100	Americas	1	1	05/09/2005 00:00:00	05/09/2005 00:00:00	0	1	0	0	1	1	1
115869	COL-2005-1-237-316	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 17/10					3	Ginebra municipality	Ginebra municipality	Valle del Cauca  department	Ginebra municipality	3.75	-76.166667	POINT (-76.166667 3.750000)	134848	Colombia	100	Americas	1	1	10/17/2005 00:00:00	10/17/2005 00:00:00	0	2	0	0	2	2	2
115870	COL-2005-1-237-317	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 17/10					3	Cimitarra municipality	Cimitarra municipality	Santander department	Cimitarra municipality	6.313333	-73.95	POINT (-73.950000 6.313333)	138453	Colombia	100	Americas	1	1	10/17/2005 00:00:00	10/17/2005 00:00:00	0	2	0	0	2	2	2
115871	COL-2007-1-237-7	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian army kills 1 FARC guerrilla, seizes arms cache, 12 February 2007, EFE News Service				a military spokesman	1	San Pablo town	San Pablo town	Bolívar department	San Pablo municipality	7.477544	-73.922554	POINT (-73.922554 7.477544)	139893	Colombia	100	Americas	1	1	02/12/2007 00:00:00	02/12/2007 00:00:00	0	1	0	0	1	1	1
115872	COL-2005-1-237-29	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 5/2					3	Rovira municipality	Province: Tolima, Municipality: Rovira	Tolima  department	Rovira municipality	4.25	-75.333333	POINT (-75.333333 4.250000)	135570	Colombia	100	Americas	1	1	02/05/2005 00:00:00	02/05/2005 00:00:00	0	1	0	0	1	1	1
115873	COL-2005-1-237-30	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 5/2					3	Ituango municipality	Province: Antioquia, Municipality: Ituango	Antioquia department	Ituango municipality	7.25	-76	POINT (-76.000000 7.250000)	139889	Colombia	100	Americas	1	1	02/05/2005 00:00:00	02/05/2005 00:00:00	0	2	0	0	2	2	2
115874	COL-2005-1-237-256	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 10/8					3	Ovejas municipality	Province: Sucre, Municipality: Ovejas	Sucre department	Ovejas municipality	9.5	-75.166667	POINT (-75.166667 9.500000)	143490	Colombia	100	Americas	1	1	08/10/2005 00:00:00	08/10/2005 00:00:00	1	0	0	0	1	1	1
115875	COL-2005-1-237-257	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 11/8					3	Ciénaga municipality	Province: Magdalena, Municipality: Cienaga	Magdalena department	Ciénaga municipality	10.833333	-74.083333	POINT (-74.083333 10.833333)	144932	Colombia	100	Americas	1	1	08/11/2005 00:00:00	08/11/2005 00:00:00	0	1	0	0	1	1	1
115876	COL-2005-1-342-44	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 10/5					3	Salazar municipality	Province: Norte de Santander, Municipality: Salazar	Norte de Santander department	Salazar municipality	7.8	-72.833333	POINT (-72.833333 7.800000)	140615	Colombia	100	Americas	1	1	05/10/2005 00:00:00	05/10/2005 00:00:00	0	2	0	0	2	2	2
115877	COL-2006-1-342-7	2006	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Xinhua News Agency 060402 "Colombian army kills 22 rebels in operation ahead of elections				Army sources	6	Colombia	Six different regions			4	-72	POINT (-72.000000 4.000000)	135577	Colombia	100	Americas	1	1	04/01/2006 00:00:00	04/01/2006 00:00:00	0	8	0	0	8	8	8
115878	COL-2006-1-342-8	2006	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	EFE News Service 060827 "8 Guerrillas killed in fighting in Colombia				Military spokesman	1	Aguachica town	Aguachica town	Cesar department	Aguachica municipality	8.308442	-73.6166	POINT (-73.616600 8.308442)	141333	Colombia	100	Americas	1	1	08/27/2006 00:00:00	08/27/2006 00:00:00	0	2	0	0	2	2	2
115879	COL-2005-1-237-27	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 3/2					3	La Unión municipality	Province: Antioquia, Municipality: La Union	Antioquia department	La Unión municipality	5.916667	-75.333333	POINT (-75.333333 5.916667)	137730	Colombia	100	Americas	1	1	02/03/2005 00:00:00	02/03/2005 00:00:00	0	1	0	0	1	1	1
115880	COL-2005-1-237-28	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 5/2					3	Planadas municipality	Province: Tolima, Municipality: Planadas	Tolima  department	Planadas municipality	3.25	-75.75	POINT (-75.750000 3.250000)	134129	Colombia	100	Americas	1	1	02/05/2005 00:00:00	02/05/2005 00:00:00	1	0	0	0	1	1	1
115881	COL-2005-1-342-45	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 10/5					3	Ciénaga municipality	Province: Magdalena, Municipality: Cienaga	Magdalena department	Ciénaga municipality	10.833333	-74.083333	POINT (-74.083333 10.833333)	144932	Colombia	100	Americas	1	1	05/10/2005 00:00:00	05/10/2005 00:00:00	0	1	0	0	1	1	1
115882	COL-2005-1-342-46	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 14/5					3	Granada municipality	Province: Antioquia, Municipality: Granada	Antioquia department	Granada municipality	6.166667	-75.133333	POINT (-75.133333 6.166667)	138450	Colombia	100	Americas	1	1	05/14/2005 00:00:00	05/14/2005 00:00:00	0	1	0	0	1	1	1
115883	COL-2005-1-237-89	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 21/3					3	San Juan de Río Seco municipality	San Juan de Rio Seco municipality	Cundinamarca department	San Juan de Río Seco municipality	4.83077	-74.68248	POINT (-74.682480 4.830770)	136291	Colombia	100	Americas	1	1	03/21/2005 00:00:00	03/21/2005 00:00:00	0	3	0	0	3	3	3
115884	COL-2007-1-237-8	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Three soldiers found dead in southern Colombia, 13 February 2007, EFE News Service				the army	2	Tuluá town	Tulua town (a town near)	Valle del Cauca  department	Tuluá municipality	4.084656	-76.19536	POINT (-76.195360 4.084656)	135568	Colombia	100	Americas	1	1	02/13/2007 00:00:00	02/13/2007 00:00:00	3	0	0	0	3	3	3
115885	COL-2007-1-237-23	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Army kills 2 rebels in Colombia, 18 April 2007, EFE News Service				the army's ANE news service	4	Arauca department	Arauca department	Arauca department		6.666667	-71	POINT (-71.000000 6.666667)	139179	Colombia	100	Americas	1	1	04/18/2007 00:00:00	04/18/2007 00:00:00	2	0	0	0	2	2	2
115886	COL-2005-1-237-90	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 21/3					3	Hacarí municipality	Province: Norte de Santander, Municipality: Hacari	Norte de Santander department	Hacarí municipality	8.5	-73.083333	POINT (-73.083333 8.500000)	142054	Colombia	100	Americas	1	1	03/21/2005 00:00:00	03/21/2005 00:00:00	2	0	0	0	2	2	2
115887	COL-2005-1-237-144	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 8/5					3	Mesetas municipality	Province: Meta, Municipality: Mesetas	Meta department	Mesetas municipality	3.155578	-74.099383	POINT (-74.099383 3.155578)	134132	Colombia	100	Americas	1	1	05/08/2005 00:00:00	05/08/2005 00:00:00	0	1	0	0	1	1	1
115888	COL-2005-1-237-145	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 8/5 & Dow Jones 9/5					3	Miraflores municipality	Miraflores municipality	Guaviare department	Miraflores municipality	1.309798	-72.041898	POINT (-72.041898 1.309798)	131256	Colombia	100	Americas	1	1	05/08/2005 00:00:00	05/08/2005 00:00:00	0	2	0	0	2	2	2
115889	COL-2011-3-1604-8	2011	False	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	Colombian rebels kill young girl, wound 8 others at school, 17 September 2011 , EFE News Service				the army	1	Corinto town	Corinto town	Cauca department	Corinto municipality	3.173011	-76.262747	POINT (-76.262747 3.173011)	134128	Colombia	100	Americas	1	1	09/18/2011 00:00:00	09/18/2011 00:00:00	0	0	1	0	1	1	1
115894	COL-2005-1-237-198	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 15/6					3	Mesetas municipality	Province: Meta, Municipality: Mesetas	Meta department	Mesetas municipality	3.155578	-74.099383	POINT (-74.099383 3.155578)	134132	Colombia	100	Americas	1	1	06/15/2005 00:00:00	06/15/2005 00:00:00	0	1	0	0	1	1	1
115895	COL-2005-1-237-199	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 15/6					3	San Estanislao municipality	San Estanislao municipality	Bolívar department	San Estanislao municipality	10.35	-75.2	POINT (-75.200000 10.350000)	144210	Colombia	100	Americas	1	1	06/15/2005 00:00:00	06/15/2005 00:00:00	0	1	0	0	1	1	1
115896	COL-2010-3-1604-6	2010	False	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	Minor transporting bomb for rebels killed in Colombia,  3 May 2010,  EFE News Service				National Police director Gen. Oscar Naranjo	1	Guapí town	Guapi town	Cauca department	Guapí municipality	2.570823	-77.885421	POINT (-77.885421 2.570823)	133405	Colombia	100	Americas	1	1	05/03/2010 00:00:00	05/03/2010 00:00:00	0	0	1	0	1	1	1
115897	COL-2010-3-1604-7	2010	False	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	FARC rebels kill woman in Colombia,  479 words,  5 August 2010,  EFE News Service				ANE News Agency	1	Támara town	Tamara town	Casanare department	Támara municipality	5.829722	-72.163333	POINT (-72.163333 5.829722)	137736	Colombia	100	Americas	1	1	08/04/2010 00:00:00	08/04/2010 00:00:00	0	0	1	0	1	1	1
115909	COL-2006-3-100-15	2006	False	Clear	3	100	446	Government of Colombia - Civilians	100	913	Government of Colombia - Civilians	100	17	Government of Colombia	9999	1	Civilians	-1	EFE News service 060925 "Drunk soldier kills 4 in pool hall				The army	1	Canalete town	Canalete town	Córdoba department	Canalete municipality	8.78558	-76.240649	POINT (-76.240649 8.785580)	142048	Colombia	100	Americas	1	1	09/25/2006 00:00:00	09/25/2006 00:00:00	0	0	3	1	4	4	4
