id	relid	year	active_year	code_status	type_of_violence	conflict_dset_id	conflict_new_id	conflict_name	dyad_dset_id	dyad_new_id	dyad_name	side_a_dset_id	side_a_new_id	side_a	side_b_dset_id	side_b_new_id	side_b	number_of_sources	source_article	source_office	source_date	source_headline	source_original	where_prec	where_coordinates	where_description	adm_1	adm_2	latitude	longitude	geom_wkt	priogrid_gid	country	country_id	region	event_clarity	date_prec	date_start	date_end	deaths_a	deaths_b	deaths_civilians	deaths_unknown	best_est	high_est	low_est
119121	COL-2006-1-237-56	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News service 060813 "1 Soldier killed, 8 wounded by landmines in Colombia				Government official	2	Remedios town	Remedios town (near)	Antioquia department	Remedios municipality	7.030833	-74.533333	POINT (-74.533333 7.030833)	139891	Colombia	100	Americas	1	1	08/13/2006 00:00:00	08/13/2006 00:00:00	0	0	0	0	0	1	0
119122	COL-2006-1-237-57	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060815 "Colombian troops kill 6 kidnappers				Officials	1	Barranquilla town	Baranquilla town	Atlántico department	Barranquilla municipality	10.963889	-74.796389	POINT (-74.796389 10.963889)	144931	Colombia	100	Americas	1	1	08/15/2006 00:00:00	08/15/2006 00:00:00	0	6	0	0	6	6	6
119123	COL-2006-1-237-58	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters News 060818 "Colombia taxi bomb kills one, wounds eight				Officials	1	Buenaventura town	Buenaventura town	Valle del Cauca  department	Buenaventura municipality	3.880099	-77.031164	POINT (-77.031164 3.880099)	134846	Colombia	100	Americas	1	1	08/18/2006 00:00:00	08/18/2006 00:00:00	0	0	0	0	0	1	0
119124	COL-2006-1-237-59	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060827 "8 Guerrillas killed in fighting in Colombia				Military spokesman	4	Meta department	Meta department	Meta department		3.5	-73	POINT (-73.000000 3.500000)	134855	Colombia	100	Americas	1	1	08/27/2006 00:00:00	08/27/2006 00:00:00	0	3	0	0	3	3	3
119125	COL-2006-1-237-60	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060827 "8 Guerrillas killed in fighting in Colombia				Military spokesman	4	Casanare department	Casanare department	Casanare department		5.5	-71.5	POINT (-71.500000 5.500000)	137738	Colombia	100	Americas	1	1	08/27/2006 00:00:00	08/27/2006 00:00:00	0	1	0	0	1	1	1
119126	COL-2006-1-237-61	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060827 "8 Guerrillas killed in fighting in Colombia				Military spokesman	1	Tame town	Tame town	Arauca department	Tame municipality	6.460995	-71.730043	POINT (-71.730043 6.460995)	138457	Colombia	100	Americas	1	1	08/27/2006 00:00:00	08/27/2006 00:00:00	0	1	0	0	1	1	1
119127	COL-2006-1-237-62	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060828 "8 FARC rebels killed near Colombia's border with Venezuela				The military's ANE news agency	3	Tame municipality	Tame municipality	Arauca department	Tame municipality	6.39833	-71.78389	POINT (-71.783890 6.398330)	138457	Colombia	100	Americas	1	1	08/28/2006 00:00:00	08/28/2006 00:00:00	0	8	0	0	8	8	8
119128	COL-2006-1-237-64	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060918 "Boy killed by Colombian army mortar round				The army	4	Cauca department	Cauca department	Cauca department		2.5	-76.833333	POINT (-76.833333 2.500000)	133407	Colombia	100	Americas	1	1	09/18/2006 00:00:00	09/18/2006 00:00:00	0	0	1	0	1	1	1
119129	COL-2006-1-237-65	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060924 "Fighting in Colombia kills 3 soldiers, 2 rebels				An army spokesman (Col. Adelmo Fajard)	3	Florida municipality	Florida municipality (rural area)	Valle del Cauca  department	Florida municipality	3.333333	-76.166667	POINT (-76.166667 3.333333)	134128	Colombia	100	Americas	1	1	09/24/2006 00:00:00	09/24/2006 00:00:00	3	2	0	0	5	5	5
119130	COL-2006-1-237-66	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060924 "Fighting in Colombia kills 3 soldiers, 2 rebels				The military (Col. Carlos Mauricio Bustamante)	3	Tame municipality	Tame municipality	Arauca department	Tame municipality	6.39833	-71.78389	POINT (-71.783890 6.398330)	138457	Colombia	100	Americas	1	1	09/24/2006 00:00:00	09/24/2006 00:00:00	4	0	0	0	4	4	4
119131	COL-2006-1-237-67	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060926 "Colombian army troops kill rebel planting landmines				Officials	1	El Roblal village	El Roblal village	Antioquia department	Briceño municipality	7.140525	-75.587038	POINT (-75.587038 7.140525)	139889	Colombia	100	Americas	1	1	09/26/2006 00:00:00	09/26/2006 00:00:00	0	1	0	0	1	1	1
119132	COL-2006-1-237-71	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Xinhua News Agency 061031 "Four guerillas killed, 17 captured in Colombia				The army	1	Ituango town	Ituango town	Antioquia department	Ituango municipality	7.171172	-75.764041	POINT (-75.764041 7.171172)	139889	Colombia	100	Americas	1	1	10/31/2006 00:00:00	10/31/2006 00:00:00	0	1	0	0	1	1	1
119133	COL-2006-1-237-68	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 060926 "Two Colombian soldiers killed by rebel landmine				The army	4	Cauca department	Cauca department (highway)	Cauca department		2.5	-76.833333	POINT (-76.833333 2.500000)	133407	Colombia	100	Americas	1	1	09/26/2006 00:00:00	09/26/2006 00:00:00	2	0	0	0	2	2	2
119134	COL-2006-1-237-69	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Xinhua News Agency 061029 "Blast kills soldier, taxi driver in central Colombia"  & EFE News Service 061029 "Car-bomb attack kills 2 in Colombia				Local radio	1	Villavicencio town	Villavicencio town	Meta department	Villavicencio municipality	4.142002	-73.626645	POINT (-73.626645 4.142002)	135573	Colombia	100	Americas	1	1	10/29/2006 00:00:00	10/29/2006 00:00:00	1	0	1	0	2	2	2
119135	COL-2006-1-237-70	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Xinhua News Agency 061031 "Four guerillas killed, 17 captured in Colombia				The army	1	Barranco Minas town	Barranco Minas town	Guainía department	Barranco Minas municipality	3.484167	-69.810833	POINT (-69.810833 3.484167)	134141	Colombia	100	Americas	1	1	10/31/2006 00:00:00	10/31/2006 00:00:00	0	2	0	0	2	2	2
119136	COL-2006-1-237-73	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Xinhua News Agency 061101 "Seven cocaine labs destroyed in Colombia				The army	6	Colombia	Colombia			4	-72	POINT (-72.000000 4.000000)	135577	Colombia	100	Americas	1	1	10/31/2006 00:00:00	10/31/2006 00:00:00	0	1	0	0	1	1	1
119137	COL-2006-1-237-74	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Xinhua News Agency 061101 "Colombian Rebels Kill At Least 15 Police In Attack" & Agency France Press 061101 "15 Colombian police, civilians killed in FARC attack" & Agence France Presse 051102 "29 dead in leftist rebel attack in Colombia: police" & "FARC rebel attack left 30 dead in Colombia				Authorities	1	Tierradentro village	Tierradentro village	Córdoba department	Montelíbano municipality	7.823574	-75.883991	POINT (-75.883991 7.823574)	140609	Colombia	100	Americas	1	1	11/01/2006 00:00:00	11/01/2006 00:00:00	17	11	2	0	30	30	30
119138	COL-2006-1-237-76	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 061120 "Suspected rebels bomb Cali police post" & EFE News Service 061122 "Rebels blamed for string of bombings in Cali				Authorities	1	Cali town	Cali town (Bellavista sector: very east of the town)	Valle del Cauca  department	Cali municipality	3.437222	-76.5225	POINT (-76.522500 3.437222)	134127	Colombia	100	Americas	1	1	11/19/2006 00:00:00	11/19/2006 00:00:00	2	0	0	0	2	2	2
119139	COL-2006-1-237-82	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 061223 "Colombian guerrilla leader killed in combat				The military	2	Ibagué town	Ibague town (near)	Tolima  department	Ibagué municipality	4.438889	-75.232222	POINT (-75.232222 4.438889)	135570	Colombia	100	Americas	1	1	12/23/2006 00:00:00	12/23/2006 00:00:00	0	1	0	0	1	1	1
119140	COL-2006-1-237-83	2006	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE News Service 061224 "Colombian rebels kill 14 troops in ambush " & EFE News Service 061224 "At least 15 Colombian troops die in fighting with guerrillas" & EFE News Service 061226 "Colombian rebels say they killed 17 soldiers				The military	4	Meta department	Meta department	Meta department		3.5	-73	POINT (-73.000000 3.500000)	134855	Colombia	100	Americas	1	1	12/23/2006 00:00:00	12/23/2006 00:00:00	15	0	0	0	15	17	15
119141	COL-2007-1-237-1.1	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Four Colombian rebels killed in combat, 11 January 2007, EFE News Service				The army	3	Tame municipality	Tame municipality	Arauca department	Tame municipality	6.39833	-71.78389	POINT (-71.783890 6.398330)	138457	Colombia	100	Americas	1	1	01/11/2007 00:00:00	01/11/2007 00:00:00	0	2	0	0	2	1	2
119142	COL-2007-1-237-2	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Four Colombian rebels killed in combat, 11 January 2007, EFE News Service				A military spokesman said.	1	Aguazul town	Aguazul town	Casanare department	Aguazul municipality	5.172819	-72.547058	POINT (-72.547058 5.172819)	137015	Colombia	100	Americas	1	1	01/11/2007 00:00:00	01/11/2007 00:00:00	0	1	0	0	1	1	1
119143	COL-2007-1-237-3	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Land mine kills 6 soldiers in eastern Colombia,13 January 2007, Associated Press Newswires				The army	5	Venezuelan border region	Venezuelan border region			6.666667	-71	POINT (-71.000000 6.666667)	139179	Colombia	100	Americas	1	1	01/13/2007 00:00:00	01/13/2007 00:00:00	0	0	0	0	0	6	0
119144	COL-2007-1-237-5	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebel bomb attack kills 4, wounds 10 in Colombian port city,21 January 2007, EFE News Servicee; Death toll rises to 6 in rebel bombing in Colombia, 21 January 2007, EFE News Service				Officials	1	Buenaventura town	Buenaventura town	Valle del Cauca  department	Buenaventura municipality	3.880099	-77.031164	POINT (-77.031164 3.880099)	134846	Colombia	100	Americas	1	1	01/20/2007 00:00:00	01/20/2007 00:00:00	2	0	4	0	6	6	6
119145	COL-2007-1-237-6	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebels kill cop in Colombia, 8 February 2007, EFE News Service				OfficialsAuthorities	1	Buenaventura town	Buenaventura town	Valle del Cauca  department	Buenaventura municipality	3.880099	-77.031164	POINT (-77.031164 3.880099)	134846	Colombia	100	Americas	1	1	02/08/2007 00:00:00	02/08/2007 00:00:00	1	0	0	0	1	1	1
119146	COL-2007-1-237-9	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Five Colombian troops killed in rebel mine blast, 22 February 2007, Reuters News				the army	1	Buga town	Buga town (near)	Valle del Cauca  department	Buga municipality	3.900889	-76.297829	POINT (-76.297829 3.900889)	134848	Colombia	100	Americas	1	1	02/22/2007 00:00:00	02/22/2007 00:00:00	5	0	0	0	5	5	5
119147	COL-2007-1-237-10	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	5 Dead in clash between Colombian army, rebels, 1 March 2007, EFE News Service				the military	1	Junín village	Junín village	Tolima  department	Venadillo municipality	4.783333	-75.016667	POINT (-75.016667 4.783333)	136290	Colombia	100	Americas	1	1	03/01/2007 00:00:00	03/01/2007 00:00:00	3	1	1	0	5	5	5
119148	COL-2007-1-237-11	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	UPDATE 1-Colombia bomb blast kills five in southern city, By Patrick Markey, 3 March 2007, , Reuters News				authorities	1	Neiva town	Neiva town	Huila department	Neiva municipality	2.927299	-75.281885	POINT (-75.281885 2.927299)	133410	Colombia	100	Americas	1	1	03/03/2007 00:00:00	03/03/2007 00:00:00	4	0	1	0	5	5	5
119149	COL-2007-1-237-17	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebel ambush kills 2 police, wounds 3 others in Colombia, 3 April 2007, EFE News Service				A police spokesman	2	Silvia town	Silvia town (outside)	Cauca department	Silvia municipality	2.615573	-76.382606	POINT (-76.382606 2.615573)	133408	Colombia	100	Americas	1	1	04/03/2007 00:00:00	04/03/2007 00:00:00	2	0	0	0	2	2	2
119150	COL-2007-1-237-12	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Heavy combat kills 18 in rural Colombia, 4 March 2007, Reuters News				a top military official	1	Puerto Yuca town	Puerto Yuca town	Meta department	Puerto Yuca municipality	2.938333	-73.208333	POINT (-73.208333 2.938333)	133414	Colombia	100	Americas	1	1	03/04/2007 00:00:00	03/04/2007 00:00:00	7	11	0	0	18	18	18
119151	COL-2007-1-237-13	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Bomb kills 5 in Colombia's Pacific port of Buenaventura, 16 March 2007, Associated Press Newswires; Colombia blames leftist rebels for deadly bombing, 16 March 2007, EFE News Service				Police	1	Buenaventura town	Buenaventura town	Valle del Cauca  department	Buenaventura municipality	3.880099	-77.031164	POINT (-77.031164 3.880099)	134846	Colombia	100	Americas	1	1	03/16/2007 00:00:00	03/16/2007 00:00:00	3	0	2	0	5	5	5
119152	COL-2007-1-237-14	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	4 FARC rebels killed in fighting with Colombian army, 27 March 2007, EFE News Service				ANE army news agency	2	Pradera town	Pradera town (near)	Valle del Cauca  department	Pradera municipality	3.421111	-76.244722	POINT (-76.244722 3.421111)	134128	Colombia	100	Americas	1	1	03/27/2007 00:00:00	03/27/2007 00:00:00	0	4	0	0	4	4	4
119153	COL-2007-1-237-15	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian army says 10 rebels killed in combat, 28 March 2007, Reuters News				the army	4	Meta department	Meta department	Meta department		3.5	-73	POINT (-73.000000 3.500000)	134855	Colombia	100	Americas	1	1	03/28/2007 00:00:00	03/28/2007 00:00:00	0	10	0	0	10	10	10
119155	COL-2007-1-237-18	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian army reports death of rebel behind '02 attack on Uribe, 5 April 2007, EFE News Service				The Colombian army	4	La Guajira department	La Guajira department	La Guajira department		11.5	-72.5	POINT (-72.500000 11.500000)	146376	Colombia	100	Americas	1	1	04/05/2007 00:00:00	04/05/2007 00:00:00	0	1	0	0	1	1	1
119156	COL-2007-1-237-19.1	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	10 Presumed rebels and paramilitaries die in Colombia fighting, 7 April 2007, EFE News Service				The Army News Agency (ANE)	1	Hato Corozal town	Hato Corozal town
	Casanare department	Hato Corozal municipality	6.156757	-71.763716	POINT (-71.763716 6.156757)	138457	Colombia	100	Americas	1	1	04/07/2007 00:00:00	04/07/2007 00:00:00	0	4	0	0	4	4	4
119157	COL-2007-1-237-21	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	2 Colombian soldiers killed by rebel landmines, 10 April 2007, EFE News Service				Military officials	4	Valle del Cauca  department	Valle del Cauca department	Valle del Cauca  department		3.75	-76.5	POINT (-76.500000 3.750000)	134848	Colombia	100	Americas	1	1	04/10/2007 00:00:00	04/10/2007 00:00:00	2	0	0	0	2	2	2
119158	COL-2007-1-237-22	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian rebels kill 2 officers, 5 civilians in attack on patrol, 15 April 2007, EFE News Service				police spokesman	4	Putumayo department	Putumayo department	Putumayo department		0.5	-76	POINT (-76.000000 0.500000)	130529	Colombia	100	Americas	1	1	04/15/2007 00:00:00	04/15/2007 00:00:00	2	0	0	0	2	2	2
119159	COL-2007-1-237-20	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian rebel bomb wrecks cop station, kills one , By Hugh Bronstein, 9 April 2007, Reuters News				Authorities	1	Cali town	Cali town	Valle del Cauca  department	Cali municipality	3.437222	-76.5225	POINT (-76.522500 3.437222)	134127	Colombia	100	Americas	1	1	04/09/2007 00:00:00	04/09/2007 00:00:00	0	0	1	0	1	1	1
119160	COL-2007-1-237-25	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Helicopter crash kills 7 Colombian military, causes unknown, 2 May 2007, Associated Press Newswires; Colombia chopper crash leaves 7 dead, 2 May 2007, EFE News Service; Rebels suspected of downing chopper killed in Colombia, 7 May 2007, EFE News Service				authorities	1	San Vicente del Caguán town	San Vicente del Caguan town	Caquetá department	San Vicente del Caguán municipality	2.121722	-74.766141	POINT (-74.766141 2.121722)	132691	Colombia	100	Americas	1	1	05/02/2007 00:00:00	05/02/2007 00:00:00	7	0	0	0	7	7	7
119161	COL-2007-1-237-26	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebels suspected of downing chopper killed in Colombia, 7 May 2007, EFE News Service				military spokesmen	2	Samaná town	Samana town (near)	Caldas department	Samaná municipality	5.412581	-74.992189	POINT (-74.992189 5.412581)	137011	Colombia	100	Americas	1	1	05/07/2007 00:00:00	05/07/2007 00:00:00	0	2	0	0	2	2	2
119162	COL-2007-1-237-27	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Nine Colombian police killed by rebel landmines, 9 May 2007, EFE News Service; UPDATE 1-Nine Colombian police killed in rebel bomb ambush, 9 May 2007,Reuters News				authorities	2	Landázuri town	Landazuri town (near)	Santander department	Landázuri municipality	6.218262	-73.811208	POINT (-73.811208 6.218262)	138453	Colombia	100	Americas	1	1	05/09/2007 00:00:00	05/09/2007 00:00:00	9	0	0	0	9	9	9
119163	COL-2007-1-237-43	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebels suspected in killing of Colombian councilman, 11 July 2007, EFE News Service				authorities	1	El Doncello town	El Doncello town	Caquetá department	El Doncello municipality	1.678168	-75.284655	POINT (-75.284655 1.678168)	131970	Colombia	100	Americas	1	1	07/11/2007 00:00:00	07/11/2007 00:00:00	0	0	0	0	0	1	0
119164	COL-2007-1-237-28	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Ten Colombian soldiers killed in rural bomb attack, 10 May 2007, Reuters News				military officials	1	Buenaventura town	Buenaventura town	Valle del Cauca  department	Buenaventura municipality	3.880099	-77.031164	POINT (-77.031164 3.880099)	134846	Colombia	100	Americas	1	1	05/10/2007 00:00:00	05/10/2007 00:00:00	10	0	0	0	10	10	10
119165	COL-2007-1-237-29	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Soldier, 2 civilians killed by bomb in Colombia, 14 May 2007, EFE News Service				military spokesman	1	Palmira town	Palmira town	Valle del Cauca  department	Palmira municipality	3.539444	-76.303611	POINT (-76.303611 3.539444)	134848	Colombia	100	Americas	1	1	05/14/2007 00:00:00	05/14/2007 00:00:00	1	0	2	0	3	3	3
119166	COL-2007-1-237-30	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Rebel attack on Colombian village leaves 2 dead, 9 wounded, 15 May 2007, EFE News Service				officials	2	Ibagué town	Ibague town (near)	Tolima  department	Ibagué municipality	4.438889	-75.232222	POINT (-75.232222 4.438889)	135570	Colombia	100	Americas	1	1	05/15/2007 00:00:00	05/15/2007 00:00:00	1	0	1	0	2	2	2
119167	COL-2007-1-237-34	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian rebel "ideologue" killed in battle, 9 June 2007, EFE News Service				The Colombian army	2	Buga town	Buga town (rural area outside)	Valle del Cauca  department	Buga municipality	3.900889	-76.297829	POINT (-76.297829 3.900889)	134848	Colombia	100	Americas	1	1	06/09/2007 00:00:00	06/09/2007 00:00:00	0	1	0	0	1	1	1
119168	COL-2007-1-237-35	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Two dead, one wounded in guerrilla incursion into Colombian town, 16 June 2007, EFE News Service				officials	1	Venadillo town	Venadillo town	Tolima  department	Venadillo municipality	4.719295	-74.929181	POINT (-74.929181 4.719295)	136291	Colombia	100	Americas	1	1	06/16/2007 00:00:00	06/16/2007 00:00:00	1	0	1	0	2	2	2
119169	COL-2007-1-237-36	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Army kills 7 guerrillas in fighting in Colombia, 17 June 2007, EFE News Service				the army's ANE news agency	3	La Macarena municipality	La Macarena municipality	Meta department	La Macarena municipality	2.00702	-74.0732	POINT (-74.073200 2.007020)	132692	Colombia	100	Americas	1	1	06/17/2007 00:00:00	06/17/2007 00:00:00	0	7	0	0	7	7	7
119170	COL-2007-1-237-39	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian military kills 11 FARC guerrillas, 26 June 2007, EFE News Service				the military	3	La Macarena municipality	La Macarena municipality	Meta department	La Macarena municipality	2.00702	-74.0732	POINT (-74.073200 2.007020)	132692	Colombia	100	Americas	1	1	06/26/2007 00:00:00	06/26/2007 00:00:00	0	11	0	0	11	11	11
119171	COL-2007-1-237-40	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Report: Colombian rebels say 11 kidnapped deputies killed, By TOBY MUSE, Associated Press Writer, 28 June 2007; Colombian rebels say eleven kidnapped deputies killed during military raid, 28 June 2007, BBC Monitoring Americas; Colombian president accuses FARC of killing 11 hostage lawmakers, denies military operation, By TOBY MUSE, Associated Press Writer, 28 June 2007; Colombian rebels admit to 4 dead in assault on army unit, 5 September 2007, EFE News Service				Colombian Caracol radio website on 28 June	4	Valle del Cauca  department	Valle del Cauca department (in a jungle camp)	Valle del Cauca  department		3.75	-76.5	POINT (-76.500000 3.750000)	134848	Colombia	100	Americas	1	1	06/28/2007 00:00:00	06/28/2007 00:00:00	11	4	0	0	15	15	15
119172	COL-2007-1-237-41	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian rebels kill hostage during rescue attempt, 29 June 2007, EFE News Service				military officials	1	Cali town	Cali town	Valle del Cauca  department	Cali municipality	3.437222	-76.5225	POINT (-76.522500 3.437222)	134127	Colombia	100	Americas	1	1	06/29/2007 00:00:00	06/29/2007 00:00:00	1	0	1	0	2	2	2
119173	COL-2007-1-237-42	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	UPDATE 1-Colombia rebels kill two in latest political attack, By Hugh Bronstein, 11 July 2007				police	1	El Doncello town	El Doncello town	Caquetá department	El Doncello municipality	1.678168	-75.284655	POINT (-75.284655 1.678168)	131970	Colombia	100	Americas	1	1	07/11/2007 00:00:00	07/11/2007 00:00:00	2	0	0	0	2	2	2
119174	COL-2007-1-237-44	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian rebel hostage killed in rescue attempt, By Hugh Bronstein, 13 July 2007, Reuters News; Colombian rancher killed during failed rescue attempt, 13 July 2007, Associated Press Newswires				army chief Mario Montoya	4	Caldas department	Caldas department	Caldas department		5.266667	-75.333333	POINT (-75.333333 5.266667)	137010	Colombia	100	Americas	1	1	07/13/2007 00:00:00	07/13/2007 00:00:00	0	4	1	0	5	5	5
119175	COL-2007-1-237-45	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	2 Colombian soldiers die in rebel captivity, 8 August 2007, EFE News Service				army chief Mario Montoya	1	Bogotá city	Bogotá city	Bogotá department	Bogotá municipality	4.649178	-74.062827	POINT (-74.062827 4.649178)	136292	Colombia	100	Americas	1	1	08/08/2007 00:00:00	08/08/2007 00:00:00	2	0	0	0	2	2	2
119176	COL-2007-1-237-46	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombia clashes leave 8 rebels, 1 soldier dead, 10 August 2007, EFE News Service				the army	2	San Vicente del Caguán town	San Vicente del Caguan town (Meta)
	Caquetá department	San Vicente del Caguán municipality	2.121722	-74.766141	POINT (-74.766141 2.121722)	132691	Colombia	100	Americas	1	1	08/10/2007 00:00:00	08/10/2007 00:00:00	1	3	0	0	4	4	4
