Company_ID	Employees
US161542712	387.0
US161590339	394.0
US161616605	1432.0
US161620029	264.0
US161630142	14.0
US161685692	
US161690064	2820.0
US161694602	157.0
US161694797	605.0
US161725106	
US161736884	2700.0
US161751069	379.0
US161755067	95.0
US174262263L	1.0
US174266790L	75.0
US174267189L	75.0
US180965109L	175.0
US196306431L	375.0
US200004161	82.0
US200019425	108.0
US200028718	125.0
US200052541	37700.0
US200057959	39.0
US200062867	772.0
US200064269	
US200065053	
US200068852	99.0
US200077155	27.0
US200094687	307.0
US200098515	1200.0
US200138994	52.0
US200141677	47.0
US200154352	233.0
US200191742	50.0
US200198082	11.0
US200216690	2743.0
US200216859	137.0
US200218264	
US200259496	1058.0
US200280837	275.0
US200411521	917.0
US200422823	185.0
US200467835	1356.0
US200477066	750.0
US200484934	
US200486586	19700.0
US200498783	1300.0
US200500300	
US200546644	5700.0
US200634715	2300.0
US200640002	7500.0
US200645710	8669.0
US200700684	323.0
US200711133	583.0
US200812170	1979.0
US200833098	
US200836269	50000.0
US200865835	10500.0
US200915291	
US200953973	4262.0
US200982939	943.0
US201000967	27.0
US201024732	1837.0
US201026454	8900.0
US201076777	3209.0
US201083890	47900.0
US201164345	
US201180098	26.0
US201195343	515.0
US201296886	50.0
US201297589	187.0
US201303994	1233.0
US201308307	2340.0
US201334845	677.0
US201352180	1237.0
US201367539	412.0
US201380758	1387.0
US201409613	2665.0
US201417448	181.0
US201431677	
US201446869	772.0
US201450200	72.0
US201480589	45000.0
US201489747	6655.0
US201515952	1006.0
US201531029	12.0
US201538254	40000.0
US201548921	3100.0
US201579162	413.0
US201585173	
US201616267	175.0
US201643718	2511.0
US201665019	12691.0
US201677033	509.0
US201700361	2600.0
US201751121	1200.0
US201764048	41000.0
US201778374	51.0
US201796526	174.0
US201852016	25.0
US201854266	3826.0
US201878963	2142.0
US201884894	190.0
US201898451	1226.0
US201920798	178000.0
US201945088	29000.0
US201968197	
US201994619	197.0
US202056195	3686.0
US202096338	572.0
US202110031	142.0
US202122262	1313.0
US202164234	5400.0
US202287134	704.0
US202311383	5880.0
US202436320	15200.0
US202454942	4502.0
US202463898	430.0
US202480422	5200.0
US202530195	2637.0
US202543857	
US202559624	234.0
US202574314	
US202590184	
US202632791	1157.0
US202652949	236.0
US202680869	25.0
US202697511	2900.0
US202699372	6400.0
US202705720	18730.0
US202706637	658.0
US202714444	1370.0
US202726770	11.0
US202733559	20000.0
US202735523	274.0
US202760393	55.0
US202777218	29188.0
US202783228	1740.0
US202807265	5910.0
US202835920	62.0
US202908277	826.0
US202932652	
US202960116	318.0
US203031526	1693.0
US203068069	82000.0
US203073047	600.0
US203109565	70.0
US203179218	861.0
US203183915	27.0
US203211574	2000.0
US203237489	672.0
US203247759	7700.0
US203265614	1260.0
US203289482	494.0
US203340900	500.0
US203341405	261.0
US203356009	3650.0
US203419541	7.0
US203435077	55.0
US203472415	7347.0
US203489991	152.0
US203515052	9200.0
US203530539	30000.0
US203533152	1160.0
US203547095	4100.0
US203552316	65300.0
US203562868	18000.0
US203563182	5171.0
US203594554	3300.0
US203598485	750.0
US203699764	
US203700861	143.0
US203701075	1870.0
US203717839	3410.0
US203735949	
US203823853	44.0
US203842867	11000.0
US203933262	562.0
US203934755	88700.0
US203940944	318.0
US203960974	1300.0
US204062622	
US204072657	15.0
US204075963	
US204139823	47.0
US204145825	1145.0
US204158835	
US204327508	482.0
US204458244	366.0
US204486142	259.0
US204495993	750.0
US204524700	624.0
US204531180	10000.0
US204536774	22000.0
US204580525	18.0
US204623678	6350.0
US204627978	243.0
US204645388	543.0
US204647180	511.0
US204672080	
US204718752	108.0
US204729288	
US204731239	350.0
US204743916	6709.0
US204745690	1200.0
US204745737	3018.0
US204797391	
US204839882	59.0
US204840562	112.0
US204898921	819.0
US204929029	175.0
US204988129	27.0
US205001120	2335.0
US205093315	
US205101287	
US205120010	
US205137161	
US205157386	34.0
US205197013	8000.0
US205234618	16000.0
US205258327	54.0
US205261587	984.0
US205276217	69.0
US205300780	62.0
US205313323	248.0
US205336063	449.0
US205338862	440.0
US205340172	21395.0
US205383745	
US205413139	6000.0
US205441563	2670.0
US205446972	564.0
US205455398	192.0
US205480343	195.0
US205490327	19300.0
US205530657	406.0
US205551000	96.0
US205556885	
US205560161	94.0
US205621294	
US205653152	2591.0
US205654756	3156.0
US205657551	182.0
US205665602	634.0
US205701514	23400.0
US205717694	7295.0
US205728270	342.0
US205785879	673.0
US205818205	17800.0
US205856795	
US205894398	26.0
US205894890	9.0
US205901152	9850.0
US205913059	888.0
US205952523	200.0
US205956993	4100.0
US205961396	
US205961564	740.0
US205993609	48.0
US205997364	1600.0
US208023072	248.0
US208023465	100000.0
US208050955	11400.0
US208099512	22.0
US208133057	17.0
US208159608	8900.0
US208179278	43.0
US208185347	116.0
US208203420	
US208235463	1474.0
US208236097	265500.0
US208250744	
US208251355	123.0
US208259086	154.0
US208365999	
US208370041	1010.0
US208380461	35.0
US208444387	
US208447886	7.0
US208447891	4652.0
US208453116	4921.0
US208468508	
US208481962	12429.0
US208527075	16.0
US208536244	16900.0
US208536826	480.0
US208579133	6799.0
US208627710	289.0
US208639702	208.0
US208647322	9100.0
US208729264	51.0
US208737688	
US208738320	13000.0
US208740447	5200.0
US208744739	14400.0
US208756903	63.0
US208814402	274.0
US208819207	5400.0
US208839445	175.0
US208859754	259.0
US208873453	186.0
US208874704	5211.0
US208881738	699.0
US208901733	129.0
US208913779	3898.0
US208915510	930.0
US208920744	1101.0
US208969493	31.0
US208988475	772.0
US210419870	18600.0
US210682685	1400.0
US220760120	49517.0
US220790350	25000.0
US221024240	127100.0
US221114430	293.0
US221318955	2000.0
US221344998	244.0
US221441806	
US221454160	14900.0
US221463699	7971.0
US221467904	55000.0
US221576170	6750.0
US221657413	
US221657560	4089.0
US221659359	
US221734088	
US221760285	1680.0
US221831409	
US221851059	2078.0
US221852179	7200.0
US221867895	
US221890929	345.0
US221895850	4814.0
US221897375	15.0
US221899798	
US221901645	720.0
US221916107	2600.0
US221918501	68000.0
US221935537	3400.0
US222084119	2.0
US222168890	
US222267658	157.0
US222286646	560.0
US222343568	221.0
US222370659	125.0
US222376465	991.0
US222448962	750.0
US222476135	1228.0
US222477875	2929.0
US222535818	
US222582295	
US222590301	749.0
US222625848	13025.0
US222640650	129000.0
US222711928	6971.0
US222746503	543.0
US222769024	4400.0
US222781933	27000.0
US222785165	50700.0
US222816046	443.0
US222866913	750.0
US222919486	65.0
US222953275	551.0
US222983783	36.0
US223086739	22000.0
US223106987	459.0
US223136782	
US223162262L	1.0
US223166696L	17500.0
US223240619	6307.0
US223270799	101.0
US223282551	162.0
US223285224	41.0
US223305147	530.0
US223341267	5700.0
US223351447	
US223410353	3646.0
US223412577	393.0
US223415036	1250.0
US223447504	2379.0
US223475473	
US223479661	7.0
US223493930	1500.0
US223509099	246.0
US223514823	11000.0
US223531208	572.0
US223536104	18354.0
US223537895	316.0
US223584037	155.0
US223627252	36.0
US223661438	
US223662292	
US223665653	175.0
US223672377	439.0
US223703799	
US223720962	141.0
US223725387	5000.0
US223755993	11.0
US223803741	424.0
US223832302	
US223868459	405.0
US223935108	
US230366390	7600.0
US230458500	4900.0
US230628360	4375.0
US230691590	20710.0
US230787699	502.0
US230936837L	35.0
US230993790	2040.0
US231069060	
US231128670	3248.0
US231147939	12200.0
US231180120	64000.0
US231210010	7100.0
US231242500	104.0
US231274455	19700.0
US231483991	10800.0
US231498399	2491.0
US231614034	88000.0
US231701044	2529.0
US231702594	1617.0
US231707341	3500.0
US231722724	22200.0
US231739078	308.0
US231886144	750.0
US231948942	132.0
US232003332	24000.0
US232018365	8600.0
US232077891	72600.0
US232078856	1846.0
US232195389	3460.0
US232222567	118.0
US232226454	375.0
US232229683	
US232233457	296.0
US232234473	18204.0
US232259884	177700.0
US232328753	263.0
US232372688	154.0
US232391852	348.0
US232394430	900.0
US232413352	401.0
US232416878	3900.0
US232424711	
US232428543	282.0
US232432497	1765.0
US232434506	572.0
US232451943	375.0
US232486815	277.0
US232507402	88.0
US232530374	302.0
US232577138	
US232588479	20000.0
US232668356	8500.0
US232679963	66.0
US232691170	
US232705690	15.0
US232707366	325.0
US232715194	116.0
US232725311	5345.0
US232758192	12799.0
US232787918	8800.0
US232812193	119.0
US232828306	
US232835229	
US232908305	228.0
US232919819	870.0
US232936302	16.0
US232947217	383.0
US232956944	352.0
US232990190	29762.0
US232996071	845.0
US233012204	451.0
US233016517	762.0
US233016883	750.0
US233058564	9500.0
US233079390	16500.0
US233083125	4422.0
US233096839	1225.0
US236216339	397.0
US236858580	
US237768996	384.0
US240581669L	
US240755415	19000.0
US249548465L	175.0
US250317820	60000.0
US250396625L	175.0
US250464690	1914.0
US250466020	3500.0
US250530110	1090.0
US250644320	10300.0
US250668780	4600.0
US250730780	46600.0
US250790410	4104.0
US250900168	12718.0
US250996816	2611.0
US251117717	1027.0
US251190717	3868.0
US251214948	8490.0
US251229323	
US251255406	2747.0
US251324733	1406.0
US251370721	
US251424278	318.0
US251428528	1500.0
US251434426	1500.0
US251435979	49148.0
US251450605	439.0
US251606091	
US251615902	13000.0
US251655321	1565.0
US251666413	
US251701361	390.0
US251710500	
US251723342	9300.0
US251724540	634.0
US251792394	9200.0
US251797617	22500.0
US251811499	51.0
US251837219	1662.0
US251843385	9200.0
US251854385	110.0
US251897152	33200.0
US256002536	
US257631509L	
US257632028L	1.0
US257638358L	35.0
US258721424L	75.0
US260037077	105000.0
US260038620	157.0
US260065262	375.0
US260075658	20500.0
US260081711	1295.0
US260084895	734.0
US260097459	
US260159761	522.0
US260174894	750.0
US260179592	21.0
US260237871	9300.0
US260238387	11290.0
US260250418	
US260267673	11300.0
US260273989	
US260303916	21300.0
US260344657	1386.0
US260351454	1251.0
US260359894	573.0
US260389433	10.0
US260405422	12000.0
US260414014	2700.0
US260486780	14000.0
US260489289	160.0
US260491904	75.0
US260500600	69.0
US260508760	495.0
US260513559	267.0
US260563295	
US260565401	
US260610707	107.0
US260630461	32.0
US260656684	240.0
US260657736	20.0
US260662915	208.0
US260734029	371.0
US260784194	9.0
US260868560	53.0
US260893742	406.0
US261075808	364.0
US261141886	44.0
US261169687	
US261212370	580.0
US261219283	75.0
US261232727	4400.0
US261251524	3600.0
US261251958	9200.0
US261303944	61.0
US261336998	106.0
US261342272	6000.0
US261349956	89.0
US261367393	
US261381340	375.0
US261388364	48.0
US261394771	
US261398293	1833.0
US261418899	1104.0
US261434750	28.0
US261469215	53.0
US261501877	893.0
US261523233	188.0
US261531856	23100.0
US261561397	2693.0
US261631624	2170.0
US261647258	1500.0
US261701984	
US261739297	1100.0
US261824804	31.0
US261851813	179.0
US261870780	32.0
US261911571	17144.0
US261989091	464.0
US262007174	44.0
US262017431	661.0
US262018846	167800.0
US262025616	20.0
US262056298	
US262123838	
US262318591	382.0
US262326676	135.0
US262335939	1004.0
US262383102	130.0
US262414818	312.0
US262439072	92.0
US262590070	85.0
US262590893	6600.0
US262590997	5600.0
US262593535	11.0
US262644445	93.0
US262704131L	175.0
US262735737	1500.0
US262749336	
US262753540	800.0
US262774444	26.0
US262792552	550.0
US262797813	
US262828128	18000.0
US262828185	166.0
US262841711	3380.0
US262844103	25.0
US262866476L	35.0
US262940963	82.0
US262990113	161.0
US262994223	7918.0
US263088162	1500.0
US263106014L	175.0
US263147209	1122.0
US263170823L	
US263171987	4570.0
US263474527	
US263505687	767.0
US263632015	81.0
US263636023	625.0
US263687168	37.0
US263718801	996.0
US263931704	105.0
US263963351	482.0
US264106690	44.0
US264231384	24.0
US264278917	4800.0
US264411091	1268.0
US264413382	165.0
US264480276	175.0
US264532998	3313.0
US264567130	
US264596286	327.0
US264674701	275.0
US264687975	9600.0
US264700031	
US264738379	88.0
US264753208	7.0
US264785427	597.0
US270000798	153000.0
US270016420	89.0
US270072226	102.0
US270099920	46500.0
US270111478	552.0
US270119051	535.0
US270162450	1641.0
US270186273	
US270223495	220.0
US270247747	
US270291921	214.0
US270306875	1100.0
US270372343	12.0
US270383995	651.0
US270395455	81.0
US270419483	347.0
US270423711	769.0
US270463349	2064.0
US270467113	
US270472098	689.0
US270560089	272.0
US270563799	1500.0
US270573782	206.0
US270587428	602.0
US270624498	9300.0
US270659371	226.0
US270756180	215000.0
US270775699	649.0
US270821169	226.0
US270855785	
US270881542	90.0
US270903295	9872.0
US270950358	2186.0
US270973566	
US270986328	2352.0
US271041563	9.0
US271046208	3500.0
US271049354	230.0
US271055421	27.0
US271069557	1300.0
US271088083	
US271204330	
US271220297	11300.0
US271262675	18.0
US271275784	64.0
US271284632	45440.0
US271310817	1842.0
US271316416	417.0
US271341991	36100.0
US271347616	449.0
US271356759	50.0
US271430478	234.0
US271449820	165.0
US271454759	1291.0
US271488943	82.0
US271524986	185.0
US271560715	168.0
US271594952	1173.0
US271650905	1073.0
US271701898	280.0
US271707962	8.0
US271712193	
US271744232	750.0
US271840403	74.0
US271855740	126.0
US271925611	391.0
US271996555	2900.0
US272053069	233.0
US272166630	15500.0
US272197395	11500.0
US272228185	991.0
US272249687	119.0
US272290659	517.0
US272349094	2101.0
US272366329	44.0
US272440197	1730.0
US272504700	737.0
US272546083	249.0
US272560479	12.0
US272631712	651.0
US272646153	20800.0
US272767540	181.0
US272866866	1577.0
US272909425	3400.0
US272935063	2950.0
US272962512	40.0
US272963337	1700.0
US272977810	481.0
US272992077	342.0
US273099608	68.0
US273267680	62.0
US273268672	804.0
US273269467	22.0
US273338708	131.0
US273379612	11400.0
US273403111	6400.0
US273427920	3100.0
US273441203L	1.0
US273521219	65.0
US273561876	1026.0
US273564100	317.0
US273615821	109.0
US273679414	8300.0
US273797217	
US273857670	46.0
US273865930	233000.0
US273939016	
US274107242	475.0
US274151603	965.0
US274326290	86.0
US274332098	23000.0
US274384691	164000.0
US274452594	161.0
US274486580	62.0
US274662601	151.0
US274674207	32.0
US274683816	
US274825712	55.0
US274867100	2218.0
US275017321	
US275403694	2506.0
US275466079	
US276990649	20.0
US281335689	17700.0
US282384011	
US300091294	3070.0
US300108820	30078.0
US300278688	135.0
US300349798	84.0
US300390693	1087.0
US300399914	
US300472319	954.0
US300513080	3579.0
US300628335	235.0
US300687898	64.0
US300709968	20.0
US300740483	11850.0
US300784346	38.0
US300818558	
US300831007	
US300831760	
US300843609	1100.0
US300855134	
US310267900	19000.0
US310345740	431000.0
US310387920	32600.0
US310411980	110000.0
US310595760	7700.0
US310596149	5100.0
US310621189	
US310724920	12418.0
US310746639	11900.0
US310746871	
US310791746	14406.0
US310854434	18261.0
US310888197	580.0
US310888951	1283.0
US310958666	34500.0
US310987416	817.0
US311029810	87900.0
US311042001	
US311056105	3250.0
US311080091	62.0
US311095548	116.0
US311103425	
US311125853	3550.0
US311168055	12000.0
US311179518	1500.0
US311188630	32000.0
US311189815	10500.0
US311210837	1008.0
US311223339	3800.0
US311241495	13900.0
US311324304	
US311332119	31.0
US311359191	
US311364046	2418.0
US311401455	8500.0
US311414921	
US311420852	1189.0
US311429215	16000.0
US311455414	123.0
US311455915	44000.0
US311469076	46000.0
US311481870	1525.0
US311544320	
US311557791	
US311598292	130000.0
US311626393	280.0
US311637659	5500.0
US311786871	137.0
US314388903	13150.0
US314421866	7471.0
US320045263	11.0
US320047154	1100.0
US320058047	637.0
US320097377	435.0
US320162505	18.0
US320163571	811.0
US320174431	17500.0
US320255852	
US320330122	
US320331600	20000.0
US320375147	28000.0
US320414408	
US320415537	
US320420206	148.0
US320434238	
US320436529	
US320439307	319.0
US320454912	946.0
US320468861	
US330022692	2446.0
US330029027	191.0
US330091377	187.0
US330112644	7350.0
US330145723	323.0
US330174996	3400.0
US330204817	2309.0
US330238801	5810.0
US330239910	2430.0
US330272839	57.0
US330282651	3548.0
US330326866	21.0
US330336973	428.0
US330344842	97.0
US330361285	58.0
US330362767	110.0
US330368882	3700.0
US330379007	10400.0
US330459135	935.0
US330475989	2850.0
US330485615	20500.0
US330525145	120.0
US330537669	
US330564430	661.0
US330580106	132.0
US330595156	54.0
US330599368	
US330604557	938.0
US330628530	7592.0
US330637631	
US330655706	222.0
US330684451	
US330702205	1460.0
US330704889	528.0
US330711569	200.0
US330724736	274.0
US330727287	44.0
US330728374	234.0
US330732627	17387.0
US330743196	375.0
US330745043	46.0
US330768598	1600.0
US330804655	
US330827593	80.0
US330832424	2516.0
US330843840	90.0
US330846191	290.0
US330857544	1509.0
US330861263	16494.0
US330864902	586.0
US330867444	467.0
US330885320	1670.0
US330885775	4230.0
US330898238	160.0
US330903395	131.0
US330927079	38758.0
US330927979	10.0
US330937517	417.0
US330945304	2064.0
US330945406	182.0
US330956711	76449.0
US330960223	41.0
US330961490	124.0
US330963637	819.0
US330964185	
US330968580	994.0
US330969592	157.0
US330971591	10.0
US330989359	547.0
US331007393	
US331022198	7200.0
US331031445	6282.0
US331077078	229.0
US331089684	750.0
