Company_ID	Employees
US331111329	623.0
US331135689	
US331145559	127.0
US331151291	7400.0
US340117420	5839.0
US340183970	16000.0
US340217820	4846.0
US340244000	4823.0
US340253240	66000.0
US340253990	1274.0
US340276860	22300.0
US340451060	54750.0
US340514850	5000.0
US340526850	40706.0
US340538550	7370.0
US340553950	593.0
US340577130	14000.0
US340590250	6232.0
US340676895	2645.0
US340778636	2360.0
US340907152	504.0
US340963169	
US341096634	476.0
US341245650	1740.0
US341312571	744.0
US341339938	4112.0
US341371693	432.0
US341395608	
US341405357	
US341464672	2638.0
US341505819	3600.0
US341516518	
US341531521	20400.0
US341558688	375.0
US341559357	6543.0
US341560655	1900.0
US341562374	3443.0
US341566328	9500.0
US341585111	
US341598949	4100.0
US341607394	
US341712937	4266.0
US341723097	576.0
US341730488	6900.0
US341803915	750.0
US341818596	808.0
US341830213	60.0
US341831554	821.0
US341843785	15781.0
US341856319	375.0
US341860551	10000.0
US341863889	388.0
US341867219	6000.0
US341877137	
US341897652	2235.0
US341919973	2450.0
US341940305	430.0
US341981437	
US342037221	450.0
US342037594	23.0
US344297750	9119.0
US346513657	
US346542451	13483.0
US346647590	
US350160330	
US350160610	15200.0
US350225010	2883.0
US350257090	55200.0
US350470950	41275.0
US350514506	2894.0
US350827455	
US351038277	1200.0
US351057796	3542.0
US351068133	1150.0
US351140070	
US351150732	769.0
US351160484	10000.0
US351345024	
US351537210	14300.0
US351539838	2652.0
US351542018	1120.0
US351544218	1529.0
US351546989	896.0
US351547518	479.0
US351559596	750.0
US351562245	750.0
US351562417	750.0
US351736614	5500.0
US351740409	500.0
US351929476	7500.0
US351938254	345.0
US351969140	78.0
US352047713	4300.0
US352056949	167.0
US352085640	391.0
US352086905	5600.0
US352089858	40.0
US352108964	7596.0
US352145715	
US352164875	88.0
US352177773	82.0
US352194038	375.0
US352215019	4300.0
US352318913	406.0
US352333914	7000.0
US352382255	12495.0
US352423994	756.0
US352451470	606.0
US352456698	
US352470286	
US352477140	1800.0
US352478370	725.0
US352496142	1600.0
US360698440	74000.0
US360781620	50000.0
US360848180	12607.0
US360879160	1515.0
US360904920	
US360922490	6093.0
US361004130	68400.0
US361063330	2200.0
US361115800	
US361124040	2253.0
US361150280	25800.0
US361169950	4285.0
US361258310	48000.0
US361678417	
US361823834	2073.0
US361880355	8000.0
US361944630	
US361984010	6900.0
US362048898	797.0
US362061311	8400.0
US362090085	4295.0
US362096643	338.0
US362151613	21500.0
US362229304	1500.0
US362257936	28330.0
US362274391	
US362334820	4850.0
US362361282	420000.0
US362382580	57200.0
US362419677	1450.0
US362443580	11520.0
US362495346	10000.0
US362512786	6000.0
US362517428	15036.0
US362668272	60000.0
US362669023	10400.0
US362675207	84000.0
US362675536	7000.0
US362678171	
US362681268	1659.0
US362704017	5020.0
US362723087	16200.0
US362848943	106.0
US363141189	6400.0
US363143493	375.0
US363145350	
US363145972	56218.0
US363150143	13404.0
US363154957	232.0
US363158643	4075.0
US363161078	1790.0
US363161171	13050.0
US363228472	6000.0
US363297908	3930.0
US363329400	8900.0
US363352497	7800.0
US363359573	13200.0
US363442829	370.0
US363514169	17200.0
US363526027	424.0
US363555336	6801.0
US363601505	
US363640402	28594.0
US363681151	1219.0
US363685240	26500.0
US363795742	
US363840979	24500.0
US363853103	13000.0
US363855489	18.0
US363857664	4100.0
US363871531	
US363873352	3770.0
US363898269	40.0
US363918470	
US363922969	
US363932190	7251.0
US363935116	170.0
US363943363	3800.0
US363972986	1984.0
US364007085	2633.0
US364062333	13000.0
US364094854	5411.0
US364128138	
US364150422	60000.0
US364151663	352.0
US364159663	5618.0
US364169320	545.0
US364173371	3366.0
US364197337	
US364215970	31100.0
US364219376	35.0
US364276525	18800.0
US364277050	13000.0
US364304577	241.0
US364316614	9800.0
US364324765	1111.0
US364339870	148.0
US364370966	326.0
US364392754	6900.0
US364412642	17400.0
US364415727	473.0
US364419301	244.0
US364459170	3500.0
US364460265	2980.0
US364466837	7000.0
US364468504	1341.0
US364485550	2850.0
US364528166	30.0
US364670835	93.0
US364673192	1000.0
US364742850	37.0
US364767730	
US364767846	111.0
US364771642	22.0
US364791171	3949.0
US364791999	3809.0
US364797143	353.0
US364798491	
US364802442	5100.0
US364814372	82.0
US366097429	
US366169860	
US370602744	105700.0
US370684070	22958.0
US370889946	
US370911756	
US371078406	750.0
US371103704	750.0
US371172197	
US371454128	68.0
US371470730	145.0
US371490331	55000.0
US371516132	2100.0
US371530765	113.0
US371567871	
US371634325	850.0
US371641316	
US371645259	850.0
US371653648	305.0
US371661577	
US371702463	968.0
US371737959	50000.0
US371744624	1204.0
US371744899	8200.0
US380387840	23000.0
US380471180	21200.0
US380549190	199000.0
US380572512	7100.0
US380593940	15200.0
US380710690	33577.0
US380715562	
US380751137	8270.0
US380819050	11000.0
US380837640	7510.0
US381016240	6000.0
US381054690	1823.0
US381185150	6550.0
US381239739	27000.0
US381285128	49500.0
US381465835	7000.0
US381490038	97000.0
US381510762	8100.0
US381686453	22400.0
US381747023	4847.0
US381794485	25000.0
US381799862	
US381886260	161000.0
US381998421	8880.0
US381999511	1425.0
US382022454	2116.0
US382030505	4757.0
US382032782	792.0
US382033632	615.0
US382046833	6000.0
US382062816	175.0
US382063100	1667.0
US382078923	1900.0
US382312018	24537.0
US382364843	1062.0
US382381442	344.0
US382478409	1596.0
US382511577	11900.0
US382687639	4200.0
US382726431	7804.0
US382730780	1790.0
US382766606	4542.0
US383041398	58.0
US383042953	1141.0
US383148187	20.0
US383150651	2713.0
US383217752	10000.0
US383306461	2231.0
US383317208	300.0
US383354643	8400.0
US383360865	639.0
US383391345	375.0
US383394611	109.0
US383516922	297.0
US383519512	11000.0
US383572512	122.0
US383640097	5108.0
US383686388	314.0
US383765318	1160.0
US383826477	57.0
US383898306	1500.0
US383899432	
US383910250	9509.0
US383916511	2323.0
US383919441	7165.0
US383924636	6000.0
US383941859	122.0
US383942097	936.0
US383976287	21.0
US390143280	1514.0
US390168610	5600.0
US390178960	6560.0
US390182330	5480.0
US390380010	139000.0
US390394230	43000.0
US390448110	
US390482000	6900.0
US390494170	1090.0
US390520270	13300.0
US390561070	4032.0
US390619790	13400.0
US390622040	11500.0
US390667110	921.0
US390702200	662.0
US390875718	26200.0
US391098068	4383.0
US391126612	
US391139844	
US391140809	3577.0
US391144397	181.0
US391152983	22500.0
US391168275	60.0
US391268055	244.0
US391344447	14000.0
US391380265	4070.0
US391382325	5700.0
US391388360	387.0
US391391525	8211.0
US391434669	11400.0
US391486475	
US391506125	22000.0
US391536083	1200.0
US391564801	1187.0
US391566457	13400.0
US391576570	242.0
US391630919	140000.0
US391672779	27000.0
US391715850	
US391783372	202.0
US391795614	4200.0
US391804239	3420.0
US391847269	198.0
US391850431	102.0
US391987014	59.0
US392004336	563.0
US392040501	708.0
US392072586	31.0
US410129150	32300.0
US410215170	341000.0
US410216800	5874.0
US410222640	12500.0
US410231510	47000.0
US410251095	12511.0
US410255900	62500.0
US410268370	4400.0
US410274440	42000.0
US410285640	3200.0
US410319970	20700.0
US410417775	89446.0
US410418150	1945.0
US410423660	8689.0
US410448030	11687.0
US410449260	2900.0
US410449530	8000.0
US410518430	786.0
US410518860	
US410572550	3164.0
US410580470	6874.0
US410617000	38000.0
US410691607	
US410730027	
US410747868	3860.0
US410749934	47000.0
US410771293	419.0
US410856543	633.0
US410857886	75.0
US410886515	7000.0
US410901840	2412.0
US410903312	256.0
US410907483	125000.0
US410908057	2400.0
US410919654	4614.0
US410943459	
US410948415	20746.0
US410957999	674.0
US410985960	75.0
US411016855	
US411276891	18000.0
US411301878	
US411321939	
US411347235	182.0
US411350192	108.0
US411356149	168.0
US411424202	47.0
US411427402	1356.0
US411443470	1670.0
US411454591	
US411458152	36.0
US411472057	
US411519168	69.0
US411532464	565.0
US411577970	192.0
US411579150	
US411590959	7693.0
US411591444	6755.0
US411597886	3484.0
US411622691	108.0
US411649949	17.0
US411656308	63.0
US411659606	7100.0
US411672694	12300.0
US411673770	1300.0
US411681094	
US411717955	2887.0
US411724239	10468.0
US411732920	97.0
US411775532	
US411777397	
US411782300	2585.0
US411790959	8100.0
US411838504	600.0
US411859679	568.0
US411881957	
US411883630	13159.0
US411913991	2563.0
US411939628	1549.0
US411941551	3557.0
US411990662	6700.0
US412015127	1046.0
US412079252	8505.0
US412103550	51.0
US412116508	325.0
US412118289	462.0
US412150446	367.0
US412170618	465.0
US412193603	36.0
US412232463	2400.0
US420410230	3825.0
US420442319	1340.0
US420617510	10400.0
US420802678	2900.0
US420823980	5400.0
US420920725	83.0
US420935283	31766.0
US420991521	10000.0
US421039071	175.0
US421206172	648.0
US421230603	175.0
US421241468	67.0
US421397595	406.0
US421405748	1500.0
US421406262	634.0
US421406317	
US421411715	
US421447959	
US421491350	210.0
US421515522	721.0
US421520346	
US421547151	951.0
US421556195	5428.0
US421558674	3000.0
US421560076	62.0
US421579325	240.0
US421583209	449.0
US421604756	30.0
US421628978	961.0
US421631980	375.0
US421648585	15000.0
US421733483	1669.0
US421777485	106.0
US426234555	
US430178130	17696.0
US430197190	11000.0
US430259330	110800.0
US430334550	
US430889454	4770.0
US430903811	3830.0
US431128385	5822.0
US431196944	22200.0
US431265338	908.0
US431273600	7032.0
US431301883	281450.0
US431309065	1945.0
US431481791	2407.0
US431524856	1270.0
US431554045	2104.0
US431581814	13420.0
US431626350	342.0
US431627032	
US431665523	311.0
US431698480	4028.0
US431706259	375.0
US431723446	8527.0
US431790877	49.0
US431792717	
US431793922	450.0
US431816913	509.0
US431857213	23800.0
US431863181	6000.0
US431878297	22500.0
US431883836	4100.0
US431916803	2899.0
US431918951	1300.0
US431930755	274.0
US431966972	652.0
US431979754	31.0
US431983182	12000.0
US432052503	1894.0
US432099257	2331.0
US432109021	15000.0
US440236370	749.0
US440324630	20000.0
US440607856	3500.0
US440618012	71943.0
US440663509	6670.0
US445500552	61.0
US450311232	433.0
US450357838	2547.0
US450466694	925.0
US450491516	22200.0
US450522567	24.0
US450567010	
US450679215	
US450705648	
US450832318	22049.0
US451472564	87.0
US451496206	343.0
US451505676	2309.0
US451834449	
US451836028	1040.0
US452069276	145.0
US452080495	12700.0
US452156869	6740.0
US452164791	4900.0
US452302834	
US452433192	447.0
US452463413	
US452482685	350.0
US452492228	26400.0
US452598330	10000.0
US452609100	474.0
US452637964	590.0
US452681082	
US452748244	38.0
US452771978	
US452842469	90.0
US452884094	25900.0
US452934823	400.0
US452973162	21.0
US452988924	9520.0
US453007926	340.0
US453052669	5400.0
US453090102	
US453148087	100.0
US453189287	504.0
US453190813	1132.0
US453204393	
US453219901	
US453355106	8500.0
US453449660	
US453458017	975.0
US453591625	
US453707650	4510.0
US453763855	2270.0
US453779385	14000.0
US453854852	9800.0
US454071747	
US454241907	11.0
US454320930	
US454488360	39.0
US454502447	141.0
US454585178	
US454685158	850.0
US454849780	1496.0
US454950432	
US455010536	
US455034161	2830.0
US455045230	
US455055422	475.0
US455188530	
US455200503	
US455210462	19.0
US455307782	
US455338504	175.0
US455353489	2848.0
US455379027	
US455538095	1410.0
US455605880	3685.0
US456276683	
US460172280	1608.0
US460246171	910.0
US460306862	2750.0
US460408024	104.0
US460418532	271.0
US460458824	2003.0
US460484987	20800.0
US460539758	18231.0
US460552933	1700.0
US460571712	18.0
US460599018	5300.0
US460631061	5300.0
US460633510	
US460678374	
US460691837	400.0
US460696167	9000.0
US460810241	2860.0
US460920988	55.0
US460967367	
US461047971	41.0
US461073877	
US461160142	57.0
US461170005	
US461214914	139.0
US461229660	781.0
US461314400	77.0
US461315605	3.0
US461318953	52.0
US461347456	32.0
US461365950	15569.0
US461537286	48.0
US461561499	40.0
US461684608	275.0
US461750895	8174.0
US461777204	
US461834307	
US461846791	734.0
US461932921	15000.0
US461972941	
US462024407	70.0
US462078182	42000.0
US462116489	792.0
US462279221	9800.0
US462346314	1450.0
US462457757	7.0
US462488594	
US462519850	
US462598540	157.0
US462613366	476.0
US462627595	111.0
US462654405	113.0
US462672999	1300.0
US462693615	47.0
US462783806	14.0
US462809094	720.0
US462847717	12326.0
US462888322	4600.0
US462908664	1105.0
US462935427	
US462950970	25000.0
US462956775	
US462996673	17.0
US463003182	
US463037859	700.0
US463044956	2593.0
US463088013	489.0
US463140312	3500.0
US463205923	562.0
US463234977	8800.0
US463263598	
US463312262	
US463337365	
US463340980	6690.0
US463472728	665.0
US463561936	3400.0
US463575334	78.0
US463640387	12000.0
US463656275	306.0
US463657681	7800.0
US463681098	5400.0
US463755188	123.0
US463769850	13.0
US463785773	
US463838291	
US463891989	
US463942159	59.0
US464007249	156.0
US464024640	509.0
US464024951	2600.0
US464054283	7500.0
US464066644	1320.0
US464097528	67.0
US464097730	
US464108528	1432.0
US464109058	480.0
US464149994	
US464191184	5000.0
US464228084	2138.0
US464241720	175.0
US464254555	10250.0
US464312787	23.0
US464314192	212.0
US464323686	710.0
US464341605	
US464348039	12.0
US464421625	665.0
US464500216	660.0
US464559529	1200.0
US464670809	33.0
US464710769	484.0
US464780940	
US464812998	210.0
US464845564	8100.0
US464987888	12000.0
US465037387	3202.0
US465087339	34.0
US465135781	
US465182047	53700.0
US465223743	
US465230630	37.0
US465288992	
US465292553	108.0
US465453215	189.0
US465670947	1700.0
US465743146	8900.0
US465769934	4761.0
US470210602	12500.0
US470248710	32900.0
US470351813	10697.0
US470366193	8600.0
US470554096	1324.0
US470587703	316.0
US470634000	375.0
US470648386	9192.0
US470684736	2760.0
US470702918	808.0
US470728886	1200.0
US470731996	24000.0
US470772104	4576.0
US470777362	10630.0
US470783182	3277.0
US470810385	
US470813844	
US470871001	276.0
US470898685	850.0
US470899439	65.0
US470912023	9372.0
US470934168	7.0
US470937650	
US470945740	3008.0
US470956945	1469.0
US470967316	
US471054194	
US471130638	80.0
US471169572	
US471197305	4981.0
US471210911	
US471211994	23900.0
US471254894	
US471420222	12000.0
US471523659	196.0
US471557755	
US471569198	782.0
US471608715	3400.0
US471639172	2900.0
US471645716	2204.0
US471669563	70.0
US471758322	360000.0
US471830316	3323.0
US471846692	107.0
US471851754	56.0
US471869689	17000.0
US471919173	
US471941186	2215.0
US471982552	1968.0
US471984212	4300.0
US472047728	25.0
US472266942	732.0
US472390983	18700.0
US472482414	979.0
US472783641	5700.0
US473096382	8000.0
US473108385	1550.0
US473110748	8000.0
US473159268	
US473251758	300.0
US473282259	7000.0
US473298142	
US473298624	240000.0
US473335141	41400.0
US473373056	8364.0
US473445032	
US473494862	428.0
US473574483	2700.0
US473620923	5100.0
US473822258	
US473844457	
US473916571	46.0
US473936076	2900.0
US474168492	3.0
US474303305	3700.0
US474310550	14000.0
US474452789	161.0
US474510443	2.0
US474583763	3.0
US474625716	5500.0
US474725208	14000.0
US475500436	
US476311266	124.0
US480290150	2330.0
US480531200	293.0
US480920712	2680.0
US480948788	32000.0
US481056429	1300.0
US481129619	
US481229851	8700.0
US481293684	37.0
US492989869	16800.0
US510002090	
US510014090	52000.0
US510063696	6700.0
US510064146	
US510068479	11268.0
US510100517	73.0
US510105665	3950.0
US510261715	1691.0
US510263969	10806.0
US510283071	
US510291762	5200.0
US510317849	3500.0
US510323571	1947.0
US510327886	510.0
US510337383	3114.0
US510340466	37600.0
US510347683	3400.0
US510347963	15153.0
US510350842	2840.0
US510354549	60400.0
US510357525	57.0
US510363307	1087.0
US510371142	1608.0
US510378542	64100.0
US510407811	20.0
US510414140	1407.0
US510414846	1203.0
US510424817	102.0
US510483352	12000.0
US510484716	8200.0
US510500737	350.0
US510596811	87.0
US510605731	1382.0
US510610340	810.0
US510619477	487.0
US510633881	577.0
US510653504	3779.0
US510658510	
US510665952	112.0
US520408290	10000.0
US520551284	3500.0
US520729657	
US520782497	436.0
US520812977	87500.0
US520845774	3250.0
US520845822	30.0
US520849320	
US520898545	
US521165937	3824.0
US521166660	1306.0
US521188014	30456.0
US521193298	188000.0
US521200960	3500.0
US521206400	
US521209792	1462.0
US521222820	
US521256615	25.0
US521261113	4634.0
US521273725	175.0
US521375208	5300.0
US521380770	325.0
US521382541	375.0
US521401755	
US521468699	3500.0
US521494660	8000.0
US521532952	721.0
US521549373	20.0
US521568099	231000.0
US521578738	71.0
US521604305	34100.0
US521611421	
US521652138	175.0
US521660951	144.0
US521726127	152.0
US521762325	1800.0
US521782444	
US521794271	149.0
US521833074	61.0
US521841431	12.0
US521868008	
US521889548	
US521893632	126000.0
US521974638	293.0
US521975978	1464.0
US521984749	750.0
US521990078	14200.0
US522007292	33.0
US522024090	3000.0
US522040275	300.0
US522055918	127500.0
US522056410	4600.0
US522057472	13225.0
US522061461	434.0
US522077581	859.0
US522080478	5600.0
US522084569	14000.0
US522091509	2631.0
US522107911	
US522113479	80.0
US522126395	
US522126573	661.0
US522130962	1247.0
US522135448	
US522141938	2125.0
US522150697	5500.0
US522154066	86.0
US522183153	2500.0
US522209244	886.0
US522210912	1529.0
US522230784	342.0
US522242751	15800.0
US522263942	91.0
US522264646	7500.0
US522284372	99000.0
US522314475	19500.0
US522319066	4584.0
US522337274	836.0
US530085950	240.0
US530182885	11500.0
US530257888	26000.0
US530261100	174.0
US540135270	2237.0
US540251350	645.0
US540414210	27000.0
US540646173	500.0
US540649263	2057.0
US540850433	
US540852979	556.0
US540857512	1611.0
US541000588	17000.0
US541138147	5070.0
US541162807	730.0
US541163725	21000.0
US541229715	14700.0
US541237042	
US541265373	
US541272589	100.0
US541284688	375.0
US541288193	
US541317776	60380.0
US541345888	16600.0
US541375874	175.0
US541394360	4300.0
US541497771	2800.0
US541560050	175.0
US541598552	1422.0
US541680165	598.0
US541692118	6963.0
US541696103	203.0
US541701843	5800.0
US541708481	1970.0
US541719854	45400.0
US541746567	3281.0
US541817218	986.0
US541821055	22429.0
US541866052	311.0
US541874630	750.0
US541887631	13800.0
US541896433	643.0
US541909697	125.0
US541910453	700.0
US541910608	1477.0
US541954458	1910.0
US541955550	1500.0
US541956515	
US541959284	
US541972729	125.0
US542049910	73000.0
US542053718	750.0
US542072041	1050.0
US542091194	3900.0
US542185193	132000.0
US550571723	1500.0
US550619957	750.0
US550641179	1701.0
US550672148	175.0
US550694814	673.0
US550856151	
US550865043	
US560292920	5000.0
US560306860	213.0
US560484485	10500.0
US560556998	1943.0
US560578072	270000.0
US560674867	790.0
US560732648	17000.0
US560751714	17931.0
US560846267	25000.0
US560906609	213000.0
US560939887	37200.0
US560950585	7600.0
US561001967	1188.0
US561110199	
US561383460	54550.0
US561421916	750.0
US561431377	62.0
US561456589	750.0
US561528994	5734.0
US561546236	10284.0
US561572719	6387.0
US561764501	87.0
US561815473	625.0
US561848578	7300.0
US561871668	447.0
US561928817	82.0
US561999749	56.0
US562010790	9800.0
US562020050	19.0
US562110007	136.0
US562127592	510.0
US562132396	309.0
US562169715	5200.0
US562181648	
US562197865	83.0
US562215437	192.0
US562257867	601.0
US562357876	869.0
US562358443	78.0
US562362196	300.0
US562405642	3700.0
US562423720	89.0
US562463152	387.0
US562466617	
US562508977	788.0
US562542838	1000.0
US562558241	949.0
US562568057	308.0
US562590442	72.0
US562596148	103.0
US562677689	149.0
US570248420	21000.0
US570425114	
US570426694	411.0
US570525804	261.0
US570784499	5829.0
US570799315	2058.0
US570847115	1421.0
US570923789	
US570965380	2000.0
US570981653	512.0
US571010751	186.0
US571021355	77.0
US571039673	407.0
US571150621	2890.0
US571222280	947.0
US580218548	82949.0
US580254510	39600.0
US580281900	3596.0
US580285030	3819.0
US580401110	8000.0
US580506554	8941.0
US580628465	123200.0
US580678148	141.0
US580687630	12700.0
US580690070	26703.0
US580831862	5500.0
US580869052	257.0
US581027114	
US581076937	6900.0
US581098795	402.0
US581134883	4452.0
US581167100	
US581392259	175.0
US581407235	
US581416811	1246.0
US581451243	3346.0
US581456434	1304.0
US581469127	15700.0
US581492391	375.0
US581493818	10500.0
US581550675	619.0
US581550825	3100.0
US581563799	5830.0
US581575035	24043.0
US581642740	31.0
US581701987	154.0
US581807304	1883.0
US581869211	1085.0
US581954497	262.0
US581959440	
US581960019	19600.0
US581964787	
US581972600	400.0
US582016606	2130.0
US582086934	1063.0
US582122873	
US582210952	5203.0
US582213805	1460.0
US582301143	108.0
US582336689	375.0
US582342021	
US582349413	87.0
US582373424	2930.0
US582459561	167.0
US582480149	266000.0
US582488736	411.0
US582508794	7400.0
US582567903	4438.0
US582572419	767.0
US582582379	10900.0
US582632672	7800.0
US582659667	267.0
US590172746	
US590432511	55.0
US590483700	14.0
US590709342	807.0
US590739250	37500.0
US590778222	5000.0
US590864469	7807.0
US590877638	
US590906081	346.0
US590914138	2550.0
US590933147	216.0
US590936128	
US591162998	2700.0
US591212264	19.0
US591277135	11159.0
US591564329	
US591578329	9000.0
US591914299	
US591995548	81000.0
US592052286	3713.0
US592058100	76.0
US592260678	750.0
US592262718	60.0
US592273542	858.0
US592389435	22700.0
US592417093	540.0
US592449419	13800.0
US592459427	4700.0
US592603930	674.0
US592605822	1200.0
US592663954	49000.0
US592712887	5000.0
US592754337	680.0
US592758596	105.0
US592921318	1231.0
US592971472	23.0
US593046866	238.0
US593157093	1288.0
US593191743	371.0
US593264661	2800.0
US593305930	148892.0
US593404233	
US593410234	235.0
US593410522	
US593434771	118.0
US593466543	1169.0
US593486297	107.0
US593496957	1289.0
US593547281	1600.0
US593551629	190.0
US593553710	35.0
US593590018	1027.0
US593606741	784.0
US593843182	
US610143150	4400.0
US610156015	4530.0
US610458329	142.0
US610502302	113400.0
US610647538	
US610862051	750.0
US610912615	
US610979818	1500.0
US611009366	123.0
US611017851	501.0
US611055020	466.0
US611088522	92000.0
US611109077	2290.0
US611137529	555.0
US611142247	244.0
US611203323	22350.0
US611206757	344.0
US611321992	735.0
US611322555	
US611323993	
US611414604	
US611430858	1817.0
US611478870	3855.0
US611484858	
US611488595	2500.0
US611511150	1500.0
US611512186	1332.0
US611521161	381.0
US611547851	21.0
US611551890	3500.0
US611630631	282.0
US611714064	
US611721523	
US611742322	
US611767919	61814.0
US617178923	
US620183370	1822.0
US620211340	45775.0
US620634010	9336.0
US620803242	3500.0
US620873631	1395.0
US621051971	29000.0
US621096725	4741.0
US621117144	2400.0
US621120025	4536.0
US621147325	6400.0
US621175427	228.0
US621287151	6821.0
US621411546	21400.0
US621411755	33000.0
US621413174	70.0
US621443555	972.0
US621470956	
US621482048	81000.0
US621482176	
US621493316	12400.0
US621507028	236.0
US621539359	15000.0
US621543819	1989.0
US621545718	744.0
US621559667	6300.0
US621566286	990.0
US621598430	
US621612879	3100.0
US621644402	27700.0
US621715807	29.0
US621721435	166000.0
US621749513	72000.0
US621763875	14055.0
US621765329	78.0
US621812853	1065.0
US630250005	
US630475239	32100.0
US630589368	23916.0
US630757759	470.0
US630780404	
US630821819	489.0
US630843362	
US630851141	1360.0
US630860407	16533.0
US630885779	175.0
US630918200	1991.0
US631009183	129.0
US631020300	
US631192270	20.0
US631261433	
US640466198	11000.0
US640471500	2941.0
US640500378	2872.0
US640615843	1554.0
US640659571	4002.0
US640666512	
US640676974	1996.0
US640693170	3921.0
US640709834	
US640844345	93.0
US640862173	287.0
US650039856	17500.0
US650043078	
US650149935	266.0
US650190407	175.0
US650231984	
US650248866	
US650271219	5400.0
US650341002	4600.0
US650403311	1290.0
US650423422	517.0
US650507804	375.0
US650548697	8300.0
US650636168	339.0
US650643773	223.0
US650654331	23000.0
US650680967	182.0
US650694077	2880.0
US650701248	1307.0
US650716501	1310.0
US650716904	33000.0
US650750100	971.0
US650773649	6700.0
US650829355	15900.0
US650908171	375.0
US650949535	1367.0
US650955118	
US650960915	809.0
US650977964	2044.0
US651051192	4900.0
US651178822	67.0
US651241959	
US651309110	22300.0
US651310069	190.0
US651311552	60.0
US660538893	1496.0
US660555678	
US660561882	2758.0
US660667416	7500.0
US660783622	
US680070656	104.0
US680262011	176.0
US680275553	3300.0
US680328265	619.0
US680329422	211.0
US680352144	
US680359556	119.0
US680370244	198.0
US680397820	2158.0
US680423298	34.0
US680438710	895.0
US680454536	26.0
US680521411	510.0
US680533453	38.0
US680533693	62.0
US680589190	2300.0
US680623433	1084.0
US680680859	143.0
US710205415	2597.0
US710225165	113000.0
US710335111	21562.0
US710361522	1258.0
US710388071	40000.0
US710407808	1946.0
US710415188	2300000.0
US710556208	1642.0
US710556971	2300.0
US710581897	4320.0
US710633135	3049.0
US710673405	11000.0
US710682831	1500.0
US710720518	22.0
US710785261	541.0
US710788538	501.0
US710795870	536.0
US710872999	91.0
US710879698	5548.0
US710881115	175.0
US710918189	6835.0
US710987913	6089.0
US711051785	175.0
US720144530	
US720395707	2694.0
US720487776	8500.0
US720496921	
US720651161	43000.0
US720654145	704.0
US720679819	5232.0
US720717400	2172.0
US720925679	
US721020809	750.0
US721060618	4350.0
US721074903	5330.0
US721100013	665.0
US721121985	297.0
US721123385	1980.0
US721133047	1111.0
US721147390	1326.0
US721211572	114.0
US721229752	13579.0
US721235413	310.0
US721252419	1640.0
US721280718	3500.0
US721375844	1233.0
US721440714	119.0
US721449411	3200.0
US721455213	938.0
US721532188	262.0
US730569878	6578.0
US730618660	2567.0
US730664379	746.0
US730679879	6738.0
US730750007	
US730767549	1143.0
US730785597	2395.0
US731015226	1928.0
US731055775	21.0
US731105145	26000.0
US731136584	375.0
US731221379	1744.0
US731283193	1179.0
US731309529	40600.0
US731351610	
US731352174	4826.0
US731371046	363.0
US731373454	4789.0
US731389684	
US731395733	4400.0
US731408526	68.0
US731481638	2586.0
US731493906	9466.0
US731520922	2364.0
US731521290	230.0
US731564280	
US731564807	
US731567067	6600.0
US731599053	1640.0
US740484030	
US740607870	
US740694415	7505.0
US741335253	8352.0
US741339132	15922.0
US741464203	312.0
US741488375	23785.0
US741492779	315.0
US741504405	100.0
US741563240	49600.0
US741611874	1868.0
US741621248	3030.0
US741648137	51700.0
US741677284	5573.0
US741677330	7500.0
US741733016	6700.0
US741751768	4211.0
US741753147	809.0
US741765729	5900.0
US741790172	24500.0
US741828067	10103.0
US741871327	7441.0
US741884980	4200.0
US741989366	88800.0
US742081929	103.0
US742088619	1700.0
US742095844	1125.0
US742123597	245.0
US742148293	3000.0
US742157138	3500.0
US742162088	2319.0
US742211011	10500.0
US742235008	
US742331986	3037.0
US742415696	132.0
US742418590	
US742480931	34500.0
US742540145	
US742584033	99.0
US742657168	75.0
US742747608	797.0
US742781950	
US742785449	126.0
US742793174	1199.0
US742806888	5600.0
US742846643	
US742851603	24500.0
US742853258	2678.0
US742897368	850.0
US742956831	1251.0
US742961657	219.0
US742966572	2860.0
US742976504	3078.0
US743016523	6189.0
US743032373	1500.0
US743113410	63.0
US743140887	1890.0
US743204509	2200.0
US743231613	
US743237581	6.0
US746284806	
US750164917	99.0
US750225040	11490.0
US750256410	
US750279735	8.0
US750289970	29977.0
US750725338	9126.0
US750789226	323.0
US750944023	1270.0
US750948250	3538.0
US751056913	2704.0
US751256622	
US751285071	39000.0
US751328153	
US751618004	31800.0
US751670945	1400.0
US751729843	22000.0
US751743247	4753.0
US751825172	118500.0
US751848732	683.0
US751914582	53000.0
US752018239	6049.0
US752018505	15100.0
US752027937	14.0
US752069407	
US752212772	40.0
US752216818	192.0
US752237318	8600.0
US752274963	1331.0
US752275152	9500.0
US752287752	20.0
US752303920	3586.0
US752308816	1726.0
US752349915	375.0
US752379388	8300.0
US752386963	6230.0
US752396863	264.0
US752398532	8820.0
US752399477	
US752402409	5936.0
US752504748	3400.0
US752508900	
US752520779	2000.0
US752541756	63.0
US752543540	584.0
US752559681	16960.0
US752599762	136.0
US752615944	
US752640529	657.0
US752677995	65000.0
US752678809	7384.0
US752679109	1329.0
US752702753	3732.0
US752771546	478.0
US752788861	4100.0
US752811855	263.0
US752837058	2100.0
US752847135	
US752926437	70.0
US752969997	168.0
US752987096	
US753000378	7600.0
